"year","alcoholic-beverages_beverages_alcoholic","alcoholic-beverages_beverages_fermented","alcoholic-beverages_grapes","animal-products_animal_products","cereals_barley","cereals_cereals_other","cereals_maize","cereals_millets","cereals_oats","cereals_rice","cereals_rye","cereals_sorghum","cereals_wheat","fruits_apples","fruits_bananas_and_plantains","fruits_citrus_other","fruits_dates","fruits_fruits_other","fruits_grapefruit","fruits_lemons_and_limes","fruits_oranges_and_mandarines","fruits_pineapples","miscellaneous_miscellaneous","oilcrops_coconuts","oilcrops_cottonseed_oil","oilcrops_groundnut","oilcrops_oilcrops_other","oilcrops_olives","oilcrops_palm_oil","oilcrops_rape_and_mustard","oilcrops_sesame","oilcrops_soybean","oilcrops_sunflower","oilcrops_treenuts","pulses_beans","pulses_peas","pulses_pulses_other","spices_cloves","spices_pepper","spices_pimento","spices_spices_other","starchy-roots_cassava","starchy-roots_potatoes","starchy-roots_roots_other","starchy-roots_sweet_potatoes","starchy-roots_yams","stimulants_cocoa_beans","stimulants_coffee","stimulants_tea","sugarcrops_sugar","sugarcrops_sweeteners_other","vegetables_onions","vegetables_tomatoes","vegetables_vegetables_other,"
1961,0,0,0,78.8,0,0,0.4,0,0,0,0,0,3.6,0.1,0,0,0,0.1,0,0,0,0,0,1.7,0.1,13.6,0.5,1.4,3.3,0.2,0,0.5,0.1,0.8,0.1,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0.1,"0.7,"
1962,0,0,0,80.5,0,0,0.4,0,0,0,0,0,3.6,0.2,0,0,0,0.1,0,0,0,0,0,2,0.1,13.6,0.6,1.2,3.2,0.1,0,0.8,0.2,1,0.1,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0.1,"0.7,"
1963,0,0,0,81.3,0,0,0.6,0,0,0,0,0,3.5,0.3,0,0,0,0.1,0,0,0,0,0,2.7,0.1,13.3,0.7,0.9,2.8,0.1,0,1,0.5,0.9,0.1,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0.1,"0.7,"
1964,0,0,0,81.1,0,0,0.5,0,0,0,0,0,3.3,0.3,0,0,0,0.1,0,0,0,0,0,1.9,0.1,13.2,0.7,1.5,3.7,0.1,0,1.5,0.5,1,0.1,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0.1,"0.7,"
1965,0,0,0,85.4,0,0,0.7,0,0,0,0,0,3.4,0.2,0,0,0,0.1,0,0,0,0,0,2.2,0.1,15.2,0.9,0.9,3.4,0.4,0,0.8,0.4,1,0.1,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0.1,"0.6,"
1966,0,0,0,83.9,0,0,0.7,0,0,0,0,0,3.2,0.2,0,0,0,0.1,0,0,0,0,0,2.4,0,15.2,1.2,2.1,3,0.4,0,1,0.4,1.2,0.1,0,0,0,0,0,0,0,0.3,0,0,0,0.4,0,0,0,0,0,0.1,"0.6,"
1967,0,0,0,87.8,0,0,0.8,0,0,0,0,0,3,0.3,0,0,0,0.1,0,0,0,0,0,1.6,0,17,1.6,0.7,3.1,0.7,0,1.4,0.4,1.1,0.1,0,0,0,0,0,0,0,0.3,0,0,0,0.4,0,0,0,0,0,0.1,"0.6,"
1968,0,0,0.1,90.1,0,0,0.2,0,0,0,0,0,3.1,0.3,0,0,0,0.2,0,0,0,0,0,1.2,0,18.3,1.9,1.1,2.5,1.8,0,1.1,0.6,1.3,0.1,0,0,0,0,0,0,0,0.3,0,0,0,0.7,0,0,0,0,0,0.1,"0.6,"
1969,0,0,0,90.7,0,0,0.2,0,0,0.1,0,0,3,0.2,0,0,0,0.2,0,0,0,0,0,1,0,15.6,2.1,1.6,2.6,1.9,0,1.4,2,1.3,0.1,0,0,0,0,0,0,0,0.3,0,0,0,0.7,0,0,0,0,0,0.1,"0.6,"
1970,0,0,0.1,92.6,0,0,0.6,0,0,0,0,0,2.9,0.2,0,0,0,0.2,0,0,0,0,0,0.4,0,10.9,2.1,0.7,3.4,1.6,0,4.2,3.1,1.3,0.1,0,0,0,0,0,0,0,0.3,0,0,0,0.7,0,0,0,0,0,0.1,"0.6,"
1971,0,0,0,93.8,0,0,0.4,0,0,0,0,0,2.8,0.2,0,0,0,0.2,0,0,0,0,0,0.2,0.1,8.5,2.4,1.7,3.5,1.6,0,4.3,4.3,1.3,0.1,0,0,0,0,0,0,0,0.3,0,0,0,0.8,0,0,0,0,0,0.1,"0.6,"
1972,0,0,0,94.1,0,0,0.8,0,0,0.1,0,0,2.8,0.1,0,0,0,0.2,0,0,0,0,0,0.8,0,9.7,2.2,1.1,3,1.7,0,3.2,5.1,1.5,0.1,0,0,0,0,0,0,0,0.3,0,0,0,0.9,0,0,0,0,0,0.1,"0.5,"
1973,0,0,0,93.3,0,0,0.4,0,0,0.1,0,0,2.8,0.1,0,0,0,0.2,0,0,0.1,0,0,1,0,8.2,2.3,1.5,2.8,1.7,0,3.7,6.2,1.5,0.1,0,0,0,0,0,0,0,0.3,0,0,0,1.3,0,0,0,0,0,0.1,"0.5,"
