year,alcoholic_beverages_beverages_alcoholic,alcoholic_beverages_beverages_fermented,alcoholic_beverages_grapes,animal_products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy_roots_cassava,starchy_roots_potatoes,starchy_roots_roots_other,starchy_roots_sweet_potatoes,starchy_roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,0,0,0,78,0,0,1.4,0,0,0,0,0,3.1,0.2,0,0,0,0.1,0,0,0,0,0,6.9,1.1,7.3,2,0.1,9.2,0.3,0.5,4.2,0.6,0.7,0,0.1,0,0,0,0,0,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0.4
1962,0,0,0,80.7,0,0,1,0,0,0,0,0,3.1,0.2,0,0,0,0.1,0,0,0,0,0,5.8,0.3,4.6,3.4,0.1,9.7,0.2,0.5,5.5,1.4,0.8,0,0,0,0,0,0,0,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0.4
1963,0,0,0,81,0,0,1.4,0,0,0,0,0,3,0.2,0,0,0,0.1,0,0,0,0,0,6.8,0.4,5.2,3.6,0.2,10,0.3,0,4.5,1.9,0.7,0,0,0,0,0,0,0,0,0.4,0,0,0,0.3,0,0,0,0,0,0,0.4
1964,0,0,0,75.9,0,0,2.4,0,0,0,0,0,3.1,0.2,0,0,0,0.1,0,0,0,0,0,7,0.8,8.1,2.8,0.1,9.9,0.4,0.7,5.7,2.3,0.8,0,0.1,0,0,0,0,0,0,0.3,0,0,0,0.4,0,0,0,0,0,0,0.5
1965,0,0,0,79,0,0,3.3,0,0,0,0,0,3.1,0.2,0,0,0,0.1,0,0,0,0,0,6.6,1.3,6.6,2.9,0.1,8.9,0.7,0.8,4.2,2.8,0.8,0.1,0,0,0,0,0,0,0,0.3,0,0,0,0.4,0,0,0,0,0,0,0.4
1966,0,0,0,83.2,0,0,3.6,0,0,0,0,0,3,0.2,0,0,0,0.1,0,0,0,0,0,5.3,0,7.9,3.1,0.1,8.3,0.6,0.6,4.2,3.2,0.9,0,0.1,0,0,0,0,0,0,0.3,0,0,0,0.4,0,0,0,0,0,0,0.4
1967,0,0,0,82.5,0,0,3.8,0,0,0,0,0,2.8,0.3,0,0,0,0.1,0,0,0,0,0,7,0,5,3.6,0.1,8.6,0.8,0.8,5.5,4,0.9,0.1,0,0,0,0,0,0,0,0.3,0,0,0,0.4,0,0,0,0,0,0.1,0.5
1968,0,0,0,82.1,0,0,4.4,0,0,0,0,0,2.8,0.2,0,0,0,0.1,0,0,0,0,0,6.2,0,8.6,1.6,0.1,8.2,2.5,0.8,2.5,3.4,0.9,0,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0.4
1969,0,0,0,83.8,0,0,5.9,0,0,0,0,0,3.1,0.3,0,0,0,0.1,0,0,0,0,0,6,0,5.8,3.5,0.1,6.1,0.6,0,4,6.8,1,0,0.1,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0.4
1970,0,0,0,84.4,0,0,6.7,0,0,0,0,0,2.6,0.3,0,0,0,0.1,0,0,0.1,0,0,5.4,0.1,3.7,4.3,0.2,7.5,0.7,0,8.1,1.7,1,0,0.1,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0.1,0.4
1971,0,0,0,88,0,0.1,7.5,0,0,0,0,0,2.6,0.3,0,0,0,0.1,0,0,0,0,0.1,6.2,0.1,1.6,6.5,0.1,6.5,0.9,0,9.4,2.6,1.2,0,0.1,0,0,0,0,0.1,0,0.3,0,0,0,0.4,0,0,0,0,0,0.1,0.5
1972,0,0,0,90.7,0,0.1,7.8,0,0,0,0,0,2.6,0.3,0,0,0,0.1,0,0,0,0,0,7.9,0.1,5.6,5.4,0.1,5.3,1,0,7.6,0,1.2,0,0.1,0,0,0,0,0.1,0,0.3,0,0,0,0.4,0,0,0,0,0,0.1,0.4
1973,0,0,0,93.9,0,0.1,7.7,0,0,0,0,0,2.6,0.3,0,0,0,0.1,0,0,0,0,0,5.6,0,4.5,2.8,0.2,5.5,1.3,0,9.6,2.7,1.1,0,0.1,0,0,0,0,0.1,0,0.3,0,0,0,0.4,0,0,0,0,0,0.1,0.5
1974,0,0,0,95.4,0,0,7.8,0,0,0,0,0,2.6,0.2,0,0,0,0.1,0,0,0,0,0.1,2.4,0.2,3.4,2.5,0.2,5.8,1.5,0,13,3.6,1.2,0,0.1,0,0,0,0,0.1,0,0.3,0,0,0,0.4,0,0,0,0,0,0.1,0.5
1975,0,0,0,85.8,0,0.2,6.4,0,0,0,0,0,2.6,0.3,0,0,0,0.1,0,0,0,0,0.1,7.1,0.1,2.6,3.2,0.2,6.2,1.9,0,7.9,2.5,1.2,0.1,0,0,0,0,0,0.1,0,0.3,0,0,0,0.4,0,0,0,0,0,0.1,0.3
1976,0,0,0,86.5,0,0.1,5.5,0,0,0.1,0,0,2.7,0.3,0,0,0,0.1,0,0,0,0,0.1,9.7,0,4.1,2.2,0.3,5.4,2.4,0,2.9,4,1.4,0.1,0,0,0,0,0,0.1,0,0.3,0,0,0,0.5,0,0,0,0,0,0.1,0.3
1977,0,0,0,88.1,0,0.2,5.9,0,0,0.1,0,0,2.7,0.2,0,0,0,0.1,0,0,0,0,0.1,4.5,0,3.6,3.3,0.4,5.2,2,0,5.7,4.4,1.5,0,0,0,0,0,0,0.1,0,0.3,0,0,0,0.4,0,0,0,0,0,0.1,0.5
1978,0,0,0,89.3,0,0.1,5.3,0,0.1,0.1,0,0,2.6,0.3,0,0,0,0.2,0,0,0,0,0.1,4.6,0,1.8,5.3,0.3,5.2,0.9,0,5,5.1,1.6,0,0.1,0,0,0,0,0.1,0,0.3,0,0,0,0.5,0,0,0,0,0,0.1,0.4
1979,0,0,0,93.3,0,0.1,5.4,0,0,0,0,0,2.6,0.3,0,0,0,0.2,0,0,0.1,0,0.1,4.5,0,3.6,4,0.4,5.2,0.9,0,2.8,7.5,1.7,0,0.1,0,0,0,0,0.1,0,0.3,0,0,0,0.4,0,0,0,0,0,0.1,0.3
1980,0,0,0,92.2,0,0.1,6.4,0,0,0,0,0,2.7,0.3,0,0,0,0.2,0,0,0.1,0,0.1,5.3,0,3.5,3.4,0.3,6.3,2.9,0,6.7,6.4,1.8,0,0.1,0,0,0,0,0.1,0,0.3,0,0,0,0.4,0,0,0,0,0,0.1,0.3
1981,0,0,0,92.1,0,0.1,5.7,0,0,0.1,0,0,2.7,0.2,0,0,0,0.1,0,0,0.1,0,0,6,0,2.2,2.4,0.4,4.1,6.3,0,6.7,6.5,1.7,0,0.1,0,0,0,0,0.1,0,0.3,0,0,0,0.4,0,0,0,0,0,0.1,0.4
1982,0,0,0,96.5,0,0.1,6.4,0,0.1,0.1,0,0,2.6,0.3,0,0,0,0.2,0,0,0.1,0,0,5.4,0,3.9,2.8,0.4,5.2,5.2,0,1.3,13.7,1.9,0,0.1,0,0,0,0,0.1,0,0.3,0,0,0,0.4,0,0,0,0,0,0.1,0.4
1983,0,0,0,96.6,0,0.1,6.1,0,0.1,0.1,0,0,2.7,0.2,0,0,0,0.2,0,0,0.1,0,0,6,0,4.7,2.4,0.5,8.4,5.9,0,5.9,4.1,1.9,0.1,0.1,0,0,0,0,0.1,0,0.2,0,0,0,0.4,0,0,0,0,0,0.1,0.3
1984,0,0,0,98.1,0,0.2,4.6,0,0.1,0.1,0,0,2.6,0.2,0,0,0,0.2,0,0,0.1,0,0,3.1,0,3.3,2.6,0.4,5.5,7.7,0,12.2,4.4,2,0,0.1,0,0,0,0,0.1,0,0.3,0,0,0,0.4,0,0,0,0,0,0.1,0.4
