year,alcoholic_beverages_beverages_alcoholic,alcoholic_beverages_beverages_fermented,alcoholic_beverages_grapes,animal_products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy_roots_cassava,starchy_roots_potatoes,starchy_roots_roots_other,starchy_roots_sweet_potatoes,starchy_roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,3.3,0,337.3,559.7,24.4,0,23.6,0,0,13.4,5.5,0,449.3,62.5,5.8,1.9,0.3,117.5,0,4.7,34.5,0,0,0.8,0,2.2,1.1,27.7,0.3,1.6,0.5,2.5,0.8,14.2,5.5,0.5,7.4,0,0,0,0,0,150.7,0,1.1,0,1.1,5.8,0,67.4,1.1,17.3,89.6,258.1
1962,3.6,0,340.5,563,27.4,0,22.7,0,0,13.7,2.5,0,448.8,56.4,7.1,1.9,0.3,116.7,0,5.2,35.3,0,0,0.8,0,2.5,1.1,29.3,1.4,2.5,0.5,3,1.9,14.2,5.8,0.5,8.5,0,0,0,0,0,134,0,1.1,0,1.1,6,0,68.8,1.1,16.2,85.8,237.5
1963,4.1,0,335.9,590.1,27.9,0,15.6,0,0,13.4,1.6,0,454.8,78.4,8.5,2.2,0.3,131.2,0,6.8,37.8,0,0,0.8,0,3.6,1.4,30.7,1.6,1.9,0.8,3,1.6,15.3,7.1,0.5,8.5,0,0,0,0,0,141.9,0,1.1,0,1.1,6.3,0,71.5,1.1,17.5,102.7,267.1
1964,4.4,0,320.8,596.2,28.2,0,15.1,0,0,13.4,1.6,0,454.8,76.4,5.2,2.2,0.3,140.5,0,8.5,45.8,0,0,0.8,0,3.6,1.1,30.1,0,1.4,0.8,3,1.1,15.9,7.9,0.5,7.9,0,0,0,0,0,128.5,0,1.4,0,1.4,6.3,0,74.8,1.1,19.2,100,294
1965,3.8,0,343,614.8,33.2,0,15.1,0,0,12.9,1.6,0,460.5,66.6,12.9,1.4,0,133.2,0,8.2,47.7,0,0,0.8,0,3.8,1.4,30.1,0,2.2,0.8,3.8,1.9,14.2,7.4,0.5,8.5,0,0,0,0,0,117.5,0,1.4,0,1.4,6.3,0.3,73.7,1.1,19.5,107.4,294.8
1966,4.1,0,341.6,652.9,32.1,0,14,0,0,12.6,1.4,0,460,68.8,12.9,1.9,0.3,144.1,0.3,9,53.4,0.3,0,0.8,0,4.1,1.6,28.8,0,2.5,1.1,4.7,2.7,14.8,7.4,0.5,7.9,0,0,0,0,0,123.6,0,1.1,0,1.1,6.6,0,75.1,1.1,17.5,118.9,297.8
1967,4.4,0,345.5,699.2,31.2,0,14,0,0,11.2,1.4,0,471.8,59.2,12.6,1.6,0.3,142.5,0.3,12.1,58.9,0.3,0,0.8,0,3.8,2.5,29.3,0,3.8,0.8,6,4.1,15.1,7.7,0.5,7.7,0,0.3,0,0,0,124.1,0,1.4,0,1.6,7.7,0,77,1.1,20.8,114.2,294
1968,4.4,0,357.8,719.5,32.6,0,13.7,0,0,12.6,1.1,0,475.9,62.2,17,1.6,0.3,142.7,0.3,15.9,65.2,0.3,0,0.8,0,4.1,1.6,28.8,0,5.2,1.1,5.5,5.2,15.6,6.8,1.1,7.7,0,0,0,0,0,130.1,0,1.1,0,1.4,7.9,0,77.3,1.4,19.2,107.4,297
1969,4.7,0,356.2,720,34.8,0,13.7,0,0,10.1,1.1,0,476.4,62.7,16.2,1.1,0,138.1,0.8,14.2,72.1,0.3,0,1.1,0,3.8,1.6,30.1,0,6.3,1.1,5.8,4.7,14.2,7.1,1.1,7.7,0,0.3,0,0,0,134.2,0,1.1,0,1.4,7.9,0.3,81.4,1.4,20.5,138.6,308.5
1970,4.9,0,351.5,741.6,36.7,0,13.7,0,0,10.4,0.8,0,486.3,66.3,13.4,1.4,0.3,143.6,2.5,18.6,69.6,0.5,0,0.5,0,3.6,1.4,32.6,0,6.6,1.4,8.8,3.8,15.9,6.3,1.9,5.8,0,0,0,0,0,120.3,0,0.8,0,1.6,8.5,0.3,82.7,1.4,19.7,131.5,321.1
