"year","alcoholic-beverages_beverages_alcoholic","alcoholic-beverages_beverages_fermented","alcoholic-beverages_grapes","animal-products_animal_products","cereals_barley","cereals_cereals_other","cereals_maize","cereals_millets","cereals_oats","cereals_rice","cereals_rye","cereals_sorghum","cereals_wheat","fruits_apples","fruits_bananas_and_plantains","fruits_citrus_other","fruits_dates","fruits_fruits_other","fruits_grapefruit","fruits_lemons_and_limes","fruits_oranges_and_mandarines","fruits_pineapples","miscellaneous_miscellaneous","oilcrops_coconuts","oilcrops_cottonseed_oil","oilcrops_groundnut","oilcrops_oilcrops_other","oilcrops_olives","oilcrops_palm_oil","oilcrops_rape_and_mustard","oilcrops_sesame","oilcrops_soybean","oilcrops_sunflower","oilcrops_treenuts","pulses_beans","pulses_peas","pulses_pulses_other","spices_cloves","spices_pepper","spices_pimento","spices_spices_other","starchy-roots_cassava","starchy-roots_potatoes","starchy-roots_roots_other","starchy-roots_sweet_potatoes","starchy-roots_yams","stimulants_cocoa_beans","stimulants_coffee","stimulants_tea","sugarcrops_sugar","sugarcrops_sweeteners_other","vegetables_onions","vegetables_tomatoes","vegetables_vegetables_other,"
1961,0,0,0.8,209.3,1.6,0.3,1.6,338.4,0,5.8,0,89.6,2.7,0,0,0,2.5,15.6,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,27.4,0,0,0.3,0.3,95.9,0,0,20.3,0,0,0,0,6.3,0,19.2,2.7,"18.4,"
1962,0,0,1.1,209.9,0.8,0.3,5.5,325.2,0,5.8,0,86,3.6,0,0,0,3.6,15.1,0,0,0,0,0,0,0,11.8,0,0,0,0,0,0,0,0,0,0,30.1,0,0.3,0.3,0.3,95.3,0,0,21.6,0,0,0,0.3,8.5,0,12.6,2.5,"18.1,"
1963,0,0,1.1,218.6,1.6,0.3,1.6,316.7,0,6.8,0,98.9,2.5,0,0,0,4.1,14.5,0,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,35.6,0,0,0.5,0.3,94.8,0,0.8,16.7,0,0,0,0.3,7.9,0,15.3,2.7,"17.3,"
1964,0,0,0.8,220,1.4,0.3,2.7,355.1,0,5.2,0,107.4,2.2,0,0,0,3.6,14.5,0,0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,11.8,0,0,0.5,0.3,100.5,0,0,15.9,0,0,0,0.3,7.9,0,15.1,2.5,"17.8,"
1965,0,0,0.8,219.2,1.1,0.3,1.9,331.2,0,6.8,0,156.7,1.9,0,0,0,3.8,13.7,0,0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,40.3,0,0,0.5,0.3,98.1,0,0,12.9,0,0,0,0.3,8.2,0,24.7,2.7,"17,"
1966,0,0,0.5,228.8,0.8,0.3,1.4,349.9,0,9.6,0,137.3,3.3,0,0,0,3.3,14,0,0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,40.3,0,0,0.3,0.3,94.2,0,0,4.1,0,0,0,0.3,6.3,0,20.3,2.7,"19.2,"
1967,0,0,0.8,233.7,1.6,0.3,1.6,357.5,0,10.1,0,141.6,3.3,0,0,0,3,14.2,0,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,43.6,0,0,0.5,0.3,104.1,0,0,7.7,0,0,0,0.3,6,0,25.2,2.7,"18.6,"
1968,0,0,0.5,242.2,1.1,0.3,1.4,397.8,0,14,0,155.1,3,0,0,0,3,14.5,0,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,0,0,27.7,0,0,0.5,0.3,118.4,0,0,5.8,0,0,0,0.3,6.3,0,21.6,2.7,"17.5,"
1969,0,0,0.5,241.1,1.4,0.3,0.8,407.7,0,15.1,0,119.7,3.6,0,0,0,3,14,0,0,0,0,0,0,0,8.2,0,0,0.3,0,0,0,0,0,0,0,32.6,0,0,0.3,0.5,114.8,0,0,5.2,0,0,0,0.3,7.1,0,14.8,2.2,"16.7,"
1970,0,0,0.5,249.9,1.4,0.3,0.8,399.7,0,14.5,0,127.1,5.2,0,0,0,2.7,14.2,0,0,0,0,0,0,0,4.1,0,0,0.5,0,0,0,0,0,0,0,32.6,0,0,0.3,0.5,102.5,0,0,4.7,0,0,0,0.3,7.4,0,14.5,1.4,"15.9,"
1971,0,0,0.3,235.1,1.9,0.3,3.6,463,0,14,0,123.3,4.7,0,0,0,2.7,11,0,0,0,0,0,0,0,3.3,0,0,0.5,0,0,0,0,0.8,0,0,27.9,0,0,0.3,0.5,90.7,0,0,5.2,0,0,0,0.3,7.7,0,13.7,1.4,"12.6,"
