year,alcoholic_beverages_beverages_alcoholic,alcoholic_beverages_beverages_fermented,alcoholic_beverages_grapes,animal_products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy_roots_cassava,starchy_roots_potatoes,starchy_roots_roots_other,starchy_roots_sweet_potatoes,starchy_roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,0.3,106.8,1.9,101.9,3.3,39.2,2.7,188.5,0,160,0,23,17.5,0,0,0,0,16.4,0,0,0,0,0,0,0,38.1,0.3,0,12.3,0,0,0,0,0.3,0,0,11.2,0,0,0,0,43,1.1,0,0,0,0,0,0.3,31,0,0,0,36.2
1962,0.3,103.3,1.6,108.5,3.3,38.4,2.5,182.5,0,168.2,0,22.7,18.9,0,0,0,0,16.2,0,0,0,0,0,0,0,37.3,0.3,0,12.6,0,0,0,0,0.3,0,0,11.8,0,0,0,0,41.9,0.5,0,0,0,0,0,0,29.6,0,0,0,35.1
1963,0.3,109,1.9,105.5,3.3,37.8,2.5,192.1,0,178.1,0,22.2,17,0,0,0,0,15.9,0,0,0,0,0,0,0,40.8,0.3,0,11,0,0,0,0,0.3,0,0,12.3,0,0,0,0,40,0.8,0,0,0,0.3,0,0,17.8,0,0,0,35.3
1964,0,106.6,1.4,102.7,3,40.3,2.7,187.9,0,185.2,0,21.9,14.8,0,0,0,0,15.9,0,0,0,0,0,0,0,43.8,0.3,0,11.5,0,0,0,0,0.3,0,0,12.6,0,0,0,0,38.9,0.8,0,0,0,0,0,0,9.6,0,0,0,34
1965,0.3,103.3,1.4,106.3,3,39.7,3.3,182.2,0,190.4,0,16.7,15.1,0,0,0,0,15.6,0,0,0,0,0,0,0,46.6,0.3,0,14,0,0,0,0,0.5,0,0,13.4,0,0,0,0,51,0.5,0,0,0,0,0,0,38.9,0,0,0,34.2
1966,0,95.6,1.1,106,3,38.9,3.8,168.8,0,180.8,0,35.1,15.9,0,0,0,0,15.3,0,0,0,0,0,0,0,44.9,0.5,0,13.7,0,0,0,0,0.3,0,0,15.3,0,0,0,0,49.9,0.5,0,0,0,0,0,0,27.4,0,0,0,40
1967,0,84.7,1.9,107.4,3,38.6,7.9,149.3,0,191,0,31.2,19.2,0,0,0,0,14.8,0,0,0,0,0,0,0,45.2,0.3,0,13.4,0,0,0,0,0.3,0,0,14,0,0,0,0,42.7,0.5,0,0,0,0,0,0,49.9,0,0,0,40.8
1968,0,89.9,1.6,118.4,3.8,38.9,12.9,158.4,0,177,0,32.6,22.2,0,0,0,0,17.3,0,0,0,0,0,0,0,44.7,0.3,0,13.2,0,0,0,0,0.3,0,0,13.4,0,0,0,0,46,0.8,0,0,0,0,0,0.3,54.5,0,0,0.3,39.5
1969,0,92.1,1.4,109.6,4.1,38.4,13.4,162.2,0,181.6,0,33.4,17.8,0,0,0,0,17,0,0,0,0,0,0,0,44.1,0.5,0,12.3,0,0,0,0,0.3,0,0,13.4,0,0,0,0,44.9,0.8,0,0,0,0,0,1.1,52.3,0,0,0,37.5
1970,0,82.2,1.4,121.1,4.1,38.9,14.8,144.9,0,185.2,0,45.2,18.1,0,0,0,0,16.4,0,0,0,0,0,0,0,38.6,0.3,0,12.1,0,0,0,0,0,0,0,12.3,0,0,0,0,44.1,0.5,0,0,0,0.3,0,0.8,42.7,0,0,0,37.3
