year,alcoholic_beverages_beverages_alcoholic,alcoholic_beverages_beverages_fermented,alcoholic_beverages_grapes,animal_products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy_roots_cassava,starchy_roots_potatoes,starchy_roots_roots_other,starchy_roots_sweet_potatoes,starchy_roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,0,46,0.3,102.2,5.8,0.5,32.3,23.3,0.3,19.5,0,25.8,34,0,217.8,0,0,11.8,0,1.6,9,6.3,0,52.3,0,6.6,4.4,0,5.8,0,0,0,0,1.9,0,0,3,0,0,2.5,0,294.5,0.8,235.9,0,368.2,0,0,0,37.8,0,9.9,11.8,42.7
1962,0,43.8,0,93.2,7.9,1.4,30.7,18.4,0.3,23,0,26.3,26.3,0,212.1,0,0,12.3,0,1.6,8.8,6.8,0,43.8,0,6.3,3.8,0,6.3,0,0,0,0,1.9,0,0,5.8,0,0,2.5,0,285.5,0.3,231.5,0,356.4,0,0,0,39.7,0,10.1,11.5,42.5
1963,0,44.1,0,95.3,7.1,0.3,24.4,18.6,0.3,15.1,0,26.3,16.4,0,221.9,0,0,10.1,0,2.5,7.7,7.7,0,42.7,0,6.3,3.6,0,6.6,0,0,0,0,1.6,0,0,3.8,0,0,2.2,0,315.3,0.5,229.6,0,344.9,0,0,0,29.3,0,9,7.9,42.7
1964,0,44.9,0,91.5,8.8,0.8,23,18.4,0.3,18.1,0,27.1,18.6,0,215.3,0,0,9.9,0,2.7,6.8,7.4,0,45.2,0,7.1,3.6,0,6.6,0,0,0,0,1.6,0,0,3.3,0,0,2.2,0,323.8,0.3,226,0,351.8,0,0,0,29.3,0,7.7,5.8,43
1965,0,34.5,0,97.8,11.2,0.3,26.3,14.5,0.3,17.5,0,20.5,17.8,0,218.6,0,0,10.1,0,3,9.3,6.8,0,45.5,0,4.1,4.4,0,7.9,0,0,0.3,0,1.6,0,0,2.2,0,0,2.2,0,351.8,0,231.5,0,313.7,0,0,0,36.7,0.3,6.3,9,43.6
1966,0,47.9,0,102.7,9.9,0.5,35.1,20,0.3,24.7,0,28.8,23.8,0,218.4,0,0,8.2,0,3,11.5,6.8,0,41.6,0,4.9,3.8,0,7.9,0,0,0.3,0,1.6,0,0,3,0,0,2.7,0,380,0.3,264.4,0,252.9,0,0,0,35.3,0,6.6,10.7,44.1
1967,0,40.3,0,103.3,8.2,1.1,50.1,23,0.5,23.8,0,21.4,24.4,0,226.3,0,0,7.7,0,2.2,17.5,6.3,0,50.7,0,4.4,3.8,0,7.7,0,0,0.3,0,3.8,0,0,3,0,0,4.4,0,378.4,0.3,241.4,0,323,0,0,0,34,0.3,4.7,14.8,48.2
1968,0,32.9,0,93.2,9,0.5,36.2,17.5,0.3,22.5,0,17.8,27.4,0,229.9,0,0,7.7,0,4.1,17.8,8.2,0,48.2,0,7.1,4.1,0,7.7,0,0,0.3,0,1.6,0,0,2.7,0,0,4.1,0,339.5,0,257.8,0,345.5,0,0,0,32.9,0,4.7,12.9,47.9
1969,0,33.7,0,111.5,11,0.3,34.5,20.5,0.3,20.3,0,17.3,24.1,0,237.3,0,0,9.6,0,5.2,18.4,7.7,0,29.3,0,7.9,4.1,0,7.4,0,0,0.5,0,1.6,0,0,3,0,0,4.1,0,346.6,0.3,258.1,0,362.2,0,0,0,38.1,0,4.7,11.2,50.1
1970,0,52.1,0,137.8,12.6,0.3,40.8,32.9,0.3,24.1,0,26,26.6,0,231.8,0,0,9.3,0,4.4,36.7,8.5,0,57.5,0,12.3,4.1,0,7.7,0,0,0.5,0,1.4,0,0,3.6,0,0,4.1,0,349,0.3,286.8,0,241.4,0,0,0,35.9,0,4.7,27.9,58.4
