year,alcoholic_beverages_beverages_alcoholic,alcoholic_beverages_beverages_fermented,alcoholic_beverages_grapes,animal_products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy_roots_cassava,starchy_roots_potatoes,starchy_roots_roots_other,starchy_roots_sweet_potatoes,starchy_roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,2.2,0,0.3,194.8,22.2,0.3,0,0,0,122.7,0,0,197,0,4.9,0,0,13.2,0,0,1.4,3.6,0,225.2,0,4.1,0.8,0,0,1.4,0,0,0,0.3,0,0,11,0,0.3,0,1.6,421.6,26,290.7,9.9,5.2,0.8,0.3,2.5,80.8,0,10.7,0,18.4
1962,1.9,0,0.3,204.7,19.2,0.3,0,0,0,115.1,0,0,211,1.6,7.4,0,0,14.5,0,0,3,3.6,0,219.7,0,4.4,1.1,0,0,0.8,0,1.9,0,0.3,0,0,13.2,0,0.3,0,1.6,406.8,24.7,299.2,9.3,4.9,0.5,0.5,2.7,80.8,0,9.9,0,16.2
1963,2.5,0,0.3,239.2,18.9,0.3,0,0,1.6,112.3,0,0,218.9,1.1,6,0,0,14.5,0,0,5.2,3.3,0,224.1,0,6.8,1.4,0,0,1.4,0,0.8,0,0.3,0,0,15.9,0,0.3,0,1.9,383,27.1,284.4,9,4.9,0.5,0.5,2.7,81.1,0,11,0.3,21.4
1964,3.3,0,0.3,320.3,23.8,0.3,0,0,1.6,107.1,0,0,218.1,1.6,8.5,0,0,17.3,0,0,1.6,2.7,0,216.7,0,5.8,1.1,0,0,0.8,0,0.5,0,0.3,0,0,16.7,0,0.3,0,1.9,371.2,30.7,257.5,9.3,4.7,0.8,0.3,2.5,81.9,0,13.7,0.5,20
1965,3.6,0,0.3,297,24.7,0.3,0,0,1.9,111.2,0,0,257.5,2.2,10.7,0,0,15.1,0,0,2.7,2.7,0,204.7,0,7.4,1.4,0,0,0.8,0,1.1,0,0.3,0,0,14,0,0.3,0,1.6,354.8,28.2,283.3,11,4.7,0.8,0.5,2.7,81.9,0,13.2,0.3,20
1966,2.7,0,0.3,282.7,25.2,0.3,0,0,1.4,109.9,0,0,206.3,1.9,10.4,0,0,13.4,0,0,1.6,2.7,0,197,0,7.7,1.1,0,0,0.8,0,0.5,0,0.3,0,0,14.8,0,0.3,0,1.6,351,30.4,252.6,9,4.4,0.5,0.3,2.5,82.7,0,9.6,0.5,20
1967,1.9,0,0.3,272.9,24.7,0.3,0,0,1.4,94.8,0,0,219.7,1.9,11.5,0,0,13.2,0,0,2.7,5.2,0,194.5,0,6.3,1.1,0,0,0.5,0,2.5,0,0.3,0,0,12.9,0,0.3,0,1.4,351.8,25.8,207.7,8.8,4.7,0.5,0.3,2.5,83.6,0,12.1,0.5,17.8
1968,2.7,0,0.5,238.9,31.2,0.3,0,0,1.6,88.5,0,0,216.7,2.2,10.1,0,0,12.1,0,0,3.3,8.8,0,197,0,6.8,1.4,0,0,0.5,0,3,0,0.3,0,0,16.7,0,0.3,0,1.6,349,24.4,223,8.5,5.8,0.8,0.5,2.7,84.9,0,12.1,0.5,24.7
1969,3.3,0,3.3,255.3,35.9,1.4,0,0,0.5,82.7,0,0,240.3,3,11,0,0,10.1,0,0,1.6,6,0,201.6,0,4.4,1.9,0,0,0.3,0,1.6,0,0.3,0,0,12.9,0,0.3,0,1.4,327.4,40.3,238.9,8.2,5.8,0.8,0.5,2.7,86,0.3,9.3,0.8,19.7
1970,3,0,3,286,41.6,0.8,0,0,0.5,105.2,0,0,107.7,2.5,11.2,0,0.3,13.7,0,0,2.7,4.1,0,190.1,0,3.6,1.4,0,0,0,0,4.1,0,0.3,0,0,14.8,0,0.3,0,1.6,343.3,32.6,179.5,12.9,4.7,0.8,0.5,3,86.3,0.5,15.3,0.8,20.5
1971,3.8,0,3.3,270.4,51.2,1.1,0,0,0.8,98.1,0,0,253.2,3,14,0,0,16.2,0,0,3.8,5.5,0,195.9,0,3,1.1,0,0,0,0,1.9,0,0.3,0,0,14,0,0.3,0.3,1.9,269,27.7,141.6,8.5,3.8,1.1,0.5,3,87.9,0.8,11.5,1.6,21.1
1972,4.4,0,3.3,270.4,54.2,0.8,0,0,1.1,95.1,0,0,262.2,3,12.9,0,0,15.9,0,0,2.5,4.7,0,197,0,1.6,1.1,0,0,0,0,1.6,0,0.5,0,0,17,0,0.5,0,1.4,158.4,29.6,94,12.3,2.7,0.8,0.5,2.7,87.4,0.8,15.1,1.9,22.2
1973,5.5,0,4.9,332.1,64.1,5.5,0.3,0,1.1,124.7,0,0,218.4,3,19.2,0,0.3,20.5,0,0,3.3,5.2,0,187.4,0,1.6,1.1,0,0,0,0,3.3,0,0.8,0,0,12.6,0,0.5,0.3,1.9,73.4,36.2,64.9,12.1,1.4,0.8,0.5,3.6,88.5,1.1,14.5,1.6,23.3
1974,4.7,0,2.7,302.2,74,0.8,0.3,0,0.5,114,0,0,192.3,2.7,17.8,0,0.3,19.5,0,0,1.6,4.9,0,195.6,0,2.2,0.8,0,0,0,0,3.6,0,1.1,0,0,16.7,0,0.5,0,1.9,43.3,34.5,47.9,11.8,0.3,0.8,1.4,2.5,87.9,1.1,14.8,2.2,24.7
1975,3.8,0,3.8,321.6,78.1,0.8,0.3,0,0.5,136.7,0,0,187.1,3,18.4,0,0.3,17.5,0,0,4.7,4.9,0,183.6,0,1.9,0.8,0,0,0,0,3.6,0,0.8,0,0,12.9,0,0.5,0,1.6,50.7,35.6,46.8,4.9,0.3,0.8,0.5,3.3,87.9,0.5,17,1.9,23.8
1976,4.1,0,4.4,305.8,75.3,0.8,0.3,0,0.5,113.7,0,0,189.9,3.3,18.1,0,0,17.5,0,0,3.3,4.7,0,190.1,0,1.6,0.5,0,0,0.3,0,10.1,0,0.3,0,0,15.1,0,0.5,0.3,1.4,28.5,35.1,25.2,3,0.8,0.5,0.8,3,87.9,0.5,14.8,3,23.6
1977,4.7,0,4.4,317.8,77.3,1.4,0,0,0.5,113.4,0,0,205.8,4.1,18.9,0,0,17,0,0,1.6,6,0,191.8,0,1.4,1.1,0,0,0,0,14,0.3,0.5,0,0,14.8,0,0.5,0.3,2.2,37.3,37.3,22.5,2.2,0.5,0.5,0.8,3,89,0.8,18.4,2.2,24.1
1978,4.1,0,4.1,331,72.9,2.2,0.3,0,0.8,112.9,0,0,196.2,4.4,18.6,0,0,14.2,0,0,3.3,7.4,0,182.7,0,1.1,1.4,0,0,0.3,0,17.5,0,0.3,0,0,15.1,0,0.5,0,2.5,38.9,39.7,26.6,4.4,1.1,0.3,0.8,2.7,88.5,1.1,16.7,2.2,26.3
1979,4.1,0,5.2,357.5,82.2,3.8,0.3,0,1.1,124.4,0,0,196.2,6.8,18.9,0,0,17,0,0,2.7,8.2,0,170.1,0,1.1,1.9,0,0,0.8,0,18.9,0,0.3,0,0,15.6,0,0.5,0,1.9,30.7,42.7,24.9,4.4,2.7,0.5,1.1,2.7,89,1.4,17.3,3.6,23.3
1980,2.5,0,3.8,340,80.3,3.6,0,0,1.4,101.4,0,0,216.7,4.4,18.6,0,0,12.3,0,0,1.9,12.1,0,177.5,0,1.1,1.1,0,0,1.4,0,20.5,0,0.3,0,0,18.9,0,0.5,0,1.6,38.6,39.5,39.7,3.3,14.5,0.5,0.8,2.7,78.1,0.8,18.4,2.2,20.3
1981,1.9,0,4.1,354,80.5,1.9,0,0,0.8,104.4,0,0,211.2,4.1,18.9,0,0.3,12.3,0,0,3.6,14,0,167.7,0,0.8,0.5,0,0,2.2,0,30.7,0,0.3,0,0,14.5,0,0.5,0,1.9,47.4,40,44.7,3.3,14,0.5,1.1,3,76.2,1.1,17.5,3.6,17.3
1982,1.1,0,4.9,367.1,82.5,5.8,0,0,0.8,113.4,0,0,208.2,3.6,18.4,0,0,10.7,0,0,2.5,15.3,0,175.9,0,0.5,0.8,0,0,1.9,0,23.3,0,0.3,0,0,17.5,0,0.5,0,1.9,57.8,41.4,42.5,3.3,14.2,0.5,0.5,2.7,74,1.6,17.5,1.6,18.1
1983,0.5,0,4.9,375.3,77.8,2.7,0,0,0.8,103.8,0,0,195.1,4.1,18.9,0,0,9.9,0,0,1.6,15.9,0,180.3,0,1.1,0.8,0,0,2.5,0,24.1,0,0.3,0,0,21.4,0,0.5,0,2.5,72.6,43.8,78.1,5.8,23,0.5,0.5,2.5,74.5,1.4,18.4,0.8,17.3
