year,alcoholic-beverages_beverages_alcoholic,alcoholic-beverages_beverages_fermented,alcoholic-beverages_grapes,animal-products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy-roots_cassava,starchy-roots_potatoes,starchy-roots_roots_other,starchy-roots_sweet_potatoes,starchy-roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,0,0,1.1,55.6,1.6,0,22.5,0,0,150.4,0,0,7.9,0,264.1,0,0,37.5,0,0,0,0,0,278.6,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,566.6,0,0,87.7,0,0,0.8,0,7.7,0,0,0,25.5
1962,0,0,1.1,61.9,1.6,0,21.9,0,0,180.3,0,0,10.7,0,260.3,0,0,37,0,0,0,0,0,274.2,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,558.1,0,0,86.3,0,0,0.8,0,8.8,0,0,0,25.5
1963,0,0,2.2,64.4,1.6,0,21.4,0,0,189.6,0,0,12.9,0,255.1,0,0,36.2,0,0,0,0,0,243.8,0,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,0,547.1,0,0,96.7,0,0,0.8,0.3,9.9,0,0,0,24.9
1964,0,0,1.4,67.7,1.6,0,23.8,0,0,186.8,0,0,14.5,0,262.7,0,0,35.6,0,0,0,0,0,238.1,0,0,0,0,0,0,0,0,0,0,0,0,15.1,0,0,0,0,536.7,0,0,106.6,0,0,0.5,0,12.3,0,0,0,23.8
1965,0,0,1.4,69.9,1.1,0,27.1,0,0,185.2,0,0,22.2,0,282.5,0,0,34.8,0,0,0,0,0,288.2,0,0,0,0,0,0,0,0,0,0,0,0,14.8,0,0,0,0,526.6,0,0,116.4,0,0,0.8,0,12.6,0,0,0,23.3
1966,0,0,2.2,77.5,1.6,0,29,0,0,182.5,0,0,19.5,0,275.9,0,0,34,0,0,0,0,0,253.4,0,0,0,0,0,0,0,0,0,0,0,0,14.8,0,0,0,0,514.2,0,0,124.9,0,0,1.6,0,15.1,0,0,0,22.7
1967,0,0,1.9,76.4,1.6,0,30.1,0,0,199.5,0,0,14.8,0,275.6,0,0,33.4,0,0,0,0,0,248.8,0,0,0,0,0,0,0,0,0,0,0,0,14.2,0,0,0,0,502.7,0,0,111,0,0,1.6,0,16.2,0,0,0,22.2
1968,0,0,1.9,80.8,2.5,0,29.6,0,0,190.4,0,0,21.6,0,275.1,0,0,32.6,0,0,0,0,0,275.9,0,0,0,0,0,0,0,0,0,0,0,0,14.2,0,0,0,0,491.8,0,0,119.5,0,0,1.6,0,18.1,0,0,0,21.6
1969,0,0,1.4,83,2.2,0,28.8,0,0,192.9,0,0,16.7,0,273.7,0,0,31.8,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,14.2,0,0,0,0,478.9,0,0,105.8,0,0,1.6,0,18.9,1.1,0,0,21.1
1970,0,0,1.6,97,2.5,0,28.2,0,0,171.5,0,0,21.6,0,273.4,0,0,31,0,0,0,0,0,265.8,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,469,0,0,103.6,0,0,0.8,0,20.8,1.6,0,0,20.8
