year,alcoholic_beverages_beverages_alcoholic,alcoholic_beverages_beverages_fermented,alcoholic_beverages_grapes,animal_products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy_roots_cassava,starchy_roots_potatoes,starchy_roots_roots_other,starchy_roots_sweet_potatoes,starchy_roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,1.6,0,44.1,123.6,19.7,0.5,3.8,0,0,7.1,0,0,32.6,0.8,70.7,0,0,40.3,0,0,5.2,11.5,0,0,0,19.7,4.1,0,9,0,0,0,0,0,4.7,4.4,0.3,0,0,0,0,1227.7,3.3,37.3,14.2,71.2,0,0.5,0.3,11.8,1.4,0.5,7.1,36.4
1962,0.8,0,34.8,112.6,18.9,0.5,3.8,0,0,8.8,0,0,38.4,0.8,71.5,0,0,39.2,0,0,5.2,11,0,0,0,24.7,4.4,0,9,0,0,0,0,0,4.9,4.4,0.3,0,0,0,0,1195.3,3,37.3,16.2,71.5,0,0.5,0,10.7,1.1,0.5,7.1,35.3
1963,0.8,0,29,117.3,14.8,0,12.1,0,0,10.7,0,0,39.2,0.8,74.5,0,0,38.4,0,0,4.9,10.7,0,0,0,17.5,4.4,0,14.2,0,0,0,0,0.3,5.2,4.7,0.3,0,0,0,0,1140,3.3,37.5,15.6,72.1,0,0.5,0,18.4,1.1,0.5,7.9,34.5
1964,0.5,0,30.4,124.7,18.6,0,11.5,0,0,7.7,0,0,42.7,0.8,75.1,0,0,36.7,0,0,4.7,10.4,0,0,0,16.7,4.4,0,15.3,0,0,0,0,0,5.2,4.7,0.3,0,0,0,0,1181.4,3.8,36.7,17.5,70.1,0,0.5,0,16.2,1.1,0.8,7.7,35.3
1965,0.5,0,24.7,110.4,16.7,0,11,0,0,9,0,0,39.5,0.3,76.7,0,0,35.6,0,0,4.4,9.6,0,0,0,16.7,4.4,0,15.9,0,0,0,0,0,5.5,4.7,0,0,0,0,0,1149.9,2.7,37.8,17,74.5,0,0.8,0,18.6,0.8,0.5,7.4,34
1966,0.3,0,22.7,112.9,20.5,0,10.7,0,0,12.3,0,0,38.4,0.3,80.8,0,0,34.8,0,0,4.7,9.3,0,0,0,14.8,4.4,0,16.4,0,0,0,0,0,5.5,4.7,0,0,0,0,0,1072.9,3.6,37.5,18.6,78.6,0,0.5,0,20.3,0.5,0.5,8.2,33.7
1967,0.3,0,24.4,112.9,26,0.3,10.7,0,0,12.9,0,0,44.9,0.3,78.6,0,0,34.8,0,0,4.7,9.6,0,0,0,15.9,4.4,0,19.7,0,0,0,0,0,5.5,4.9,0,0,0,0,0,1011.8,2.7,37.5,18.1,84.7,0,0.3,0,26.6,0.5,0.3,8.2,28.2
1968,0.5,0,21.4,117.5,33.4,0,15.9,0,0,16.2,0,0,45.5,0.5,76.2,0,0,34.8,0,0,4.7,9.3,0,0,0,15.1,4.4,0,20.5,0,0,0,0,0,5.5,4.9,0,0,0,0,0,972.6,3.6,37.3,19.5,86.3,0,0.3,0,23.3,0.5,0.5,7.9,36.2
1969,0.3,0,23.3,124.1,34.2,0,8.5,0,0,11.5,0,0,46.6,0.5,79.7,0,0,33.7,0,0,4.4,8.5,0,0,0,15.3,4.7,0,21.1,0,0,0,0,0,5.5,4.9,0,0,0,0,0,921.6,3,37,18.9,87.4,0,0.3,0,22.5,0.5,0.5,8.5,31
1970,0.5,0,19.2,106.6,32.6,0,7.9,0,0,7.4,0,0,48.5,0.3,81.4,0,0,32.9,0,0,4.7,8.8,0,0,0,14,4.1,0,20,0,0,0,0,0,5.5,4.9,0,0,0,0,0,921.4,3,36.2,18.4,92.3,0,0.3,0,19.7,0.5,0.3,9.3,31
