"year","alcoholic-beverages_beverages_alcoholic","alcoholic-beverages_beverages_fermented","alcoholic-beverages_grapes","animal-products_animal_products","cereals_barley","cereals_cereals_other","cereals_maize","cereals_millets","cereals_oats","cereals_rice","cereals_rye","cereals_sorghum","cereals_wheat","fruits_apples","fruits_bananas_and_plantains","fruits_citrus_other","fruits_dates","fruits_fruits_other","fruits_grapefruit","fruits_lemons_and_limes","fruits_oranges_and_mandarines","fruits_pineapples","miscellaneous_miscellaneous","oilcrops_coconuts","oilcrops_cottonseed_oil","oilcrops_groundnut","oilcrops_oilcrops_other","oilcrops_olives","oilcrops_palm_oil","oilcrops_rape_and_mustard","oilcrops_sesame","oilcrops_soybean","oilcrops_sunflower","oilcrops_treenuts","pulses_beans","pulses_peas","pulses_pulses_other","spices_cloves","spices_pepper","spices_pimento","spices_spices_other","starchy-roots_cassava","starchy-roots_potatoes","starchy-roots_roots_other","starchy-roots_sweet_potatoes","starchy-roots_yams","stimulants_cocoa_beans","stimulants_coffee","stimulants_tea","sugarcrops_sugar","sugarcrops_sweeteners_other","vegetables_onions","vegetables_tomatoes","vegetables_vegetables_other,"
1961,0.5,0,27.1,198.4,2.2,0,0,0,0,45.8,0,0,284.7,7.1,0,0.5,29.9,38.6,0.3,1.1,6.8,0,0,0.3,1.1,0,0.3,1.4,0,0,0.3,0.3,2.2,4.4,4.4,0,11.2,0,0,0.3,1.4,0,25.2,0,0,0,0,0,1.9,63.3,0.3,9.9,12.1,"134.5,"
1962,0.5,0,28.5,201.4,1.9,0,0,0,0,64.9,0,0,260,6.8,0,0.5,29.6,38.6,0.3,1.1,7.1,0,0,0,0.8,0,0.5,1.4,0,0,0.3,1.6,2.2,3.8,4.4,0,11,0,0,0.3,1.4,0,24.4,0,0,0,0,0,2.2,62.2,0.3,9.6,11.8,"141.9,"
1963,0.5,0,26,189.6,1.4,0,0,0,0,62.2,0,0,276.4,6.6,0,0.5,31.5,33.4,0.3,1.4,7.4,0,0,0,1.1,0,1.4,1.4,0,0,0.3,1.9,1.9,2.2,4.1,0,10.7,0,0,0.3,1.1,0,28.8,0,0,0,0,0,2.2,63.6,0,11.5,13.4,"147.9,"
1964,0.5,0,37.8,191.2,1.4,0,0,0,0,64.1,0,0,283.8,6.8,0,0.5,26.3,35.1,0.3,1.6,7.7,0,0,0,1.1,0,2.5,1.4,0,0,0.3,3.8,2.2,3.3,4.1,0,11.5,0,0,0.3,1.1,0,28.2,0,0,0,0,0,1.9,66.3,0,9.9,12.1,"153.4,"
1965,0.5,0,40.5,190.7,2.5,0,0,0,0,72.1,0,0,275.3,7.4,0.5,0.5,26.6,34.2,0.3,2.2,7.9,0,0,0.3,1.6,0,3.6,1.4,0,0,0.3,2.7,1.9,3.6,4.1,0,11.2,0,0,0.3,1.1,0,26.8,0,0,0,0,0,2.5,68.5,0,10.1,12.6,"155.1,"
1966,0.5,0,36.4,183.6,3,0,0,0,0,76.2,0,0,320.5,7.4,0.3,0.8,24.7,36.4,0.3,2.7,11.2,0,0,0.5,1.4,0,2.5,1.1,0,0,0.3,3,1.9,2.2,4.1,0,11,0,0,0.3,0.8,0,17.3,0,0,0,0,0,1.9,73.7,0,14.2,12.9,"159.7,"
1967,0.5,0,37.3,187.9,2.2,0,0,0,0,62.5,0,0,337.3,7.4,0,1.1,24.1,35.6,0.3,3.6,14,0,0,0.3,0.8,0,4.9,1.1,0,0,0.3,1.1,2.2,3.6,4.1,0,11.2,0,0.3,0,1.1,0,31.5,0,0,0,0,0,2.2,70.1,0.3,15.3,12.3,"164.4,"
1968,1.1,0,33.4,192.3,4.1,0,0.3,0,0,63.8,0,0,364.7,7.1,0,1.4,23.3,35.6,0.3,4.1,17,0,0,0.5,1.1,0,7.9,1.1,0,0,0.3,2.7,1.6,4.7,4.1,0,11.2,0,0,0,1.1,0,28.2,0,0,0,0,0,2.5,67.9,0.3,16.4,13.7,"166.8,"
1969,1.1,0,41.4,195.6,4.1,0,0,0,0,62.2,0,0,337.3,7.7,0,1.6,22.5,36.4,0.3,4.4,17.8,0,0,0.3,1.4,0,1.1,0.8,0,0,0.3,2.7,3.8,3.6,4.1,0,11.2,0,0,0,1.1,0,28.2,0,0,0,0,0,2.5,65.8,0.3,22.2,15.6,"169.3,"
1970,0.8,0,42.5,202.5,4.1,0,0,0,0,63.6,0,0,344.1,7.7,0.3,1.6,22.5,35.6,0.3,4.7,19.5,0,0,0.3,0.8,0,0.3,1.1,0,0,0.3,8.5,3,3.3,4.1,0,10.4,0,0,0,1.1,0,27.1,0,0,0,0,0,2.2,66.3,0,19.7,15.6,"171.8,"
