"year","alcoholic-beverages_beverages_alcoholic","alcoholic-beverages_beverages_fermented","alcoholic-beverages_grapes","animal-products_animal_products","cereals_barley","cereals_cereals_other","cereals_maize","cereals_millets","cereals_oats","cereals_rice","cereals_rye","cereals_sorghum","cereals_wheat","fruits_apples","fruits_bananas_and_plantains","fruits_citrus_other","fruits_dates","fruits_fruits_other","fruits_grapefruit","fruits_lemons_and_limes","fruits_oranges_and_mandarines","fruits_pineapples","miscellaneous_miscellaneous","oilcrops_coconuts","oilcrops_cottonseed_oil","oilcrops_groundnut","oilcrops_oilcrops_other","oilcrops_olives","oilcrops_palm_oil","oilcrops_rape_and_mustard","oilcrops_sesame","oilcrops_soybean","oilcrops_sunflower","oilcrops_treenuts","pulses_beans","pulses_peas","pulses_pulses_other","spices_cloves","spices_pepper","spices_pimento","spices_spices_other","starchy-roots_cassava","starchy-roots_potatoes","starchy-roots_roots_other","starchy-roots_sweet_potatoes","starchy-roots_yams","stimulants_cocoa_beans","stimulants_coffee","stimulants_tea","sugarcrops_sugar","sugarcrops_sweeteners_other","vegetables_onions","vegetables_tomatoes","vegetables_vegetables_other,"
1961,1.6,140.3,1.4,323,46.3,0,127.9,0.5,0,0,0,173.2,20.3,0,0,0,0,26,0,0,5.8,0,0,0,1.6,2.7,0,0,0,0,0,0,0,0,0,0,66.3,0,0,0,0,0,3,134.8,0,0,0,0,2.2,45.5,1.6,3,0,"41.4,"
1962,1.4,130.7,1.4,333.7,45.2,0,134.5,0.5,0,0,0,161.4,22.7,0,0,0,0,25.8,0,0,5.8,0,0,0,1.4,2.2,0,0,0,0,0,0,0,0,0,0,49.3,0,0,0,0,0,2.7,131.5,0,0,0,0,2.5,44.4,1.6,2.7,0,"41.9,"
1963,1.4,143,1.1,346,48.2,0,130.7,0.5,0,0,0,176.4,25.2,0,0,0,0,26.6,0,0,5.5,0,0,0,1.4,2.2,0,0,0,0,0,0,0,0,0,0,48.2,0,0,0,0,0,2.7,132.6,0,0,0,0,2.5,44.9,1.6,2.7,0,"41.6,"
1964,1.4,133.7,1.1,346.3,46.8,0,137.3,1.1,0,0,0,164.9,35.9,0,0,0,0,27.1,0,0,5.2,0,0,0,3,2.2,0,0,0,0,0,0,0,0,0,0,46.8,0,0,0,0,0,2.7,133.2,0,0,0,0,2.5,44.1,1.6,2.7,0,"41.6,"
1965,1.4,146.3,1.1,354.2,45.5,0,119.7,2.7,0,0,0,180.8,40.5,0,0,0,0,26.6,0,0,5.5,0,0,0,3,0.8,0,0,0,0,0,0,0,0,0,0,45.5,0,0,0,0,0,2.7,129.3,0,0,0,0,2.5,43.8,1.6,2.5,0,"42.2,"
1966,1.4,156.2,1.1,351,49,0,114.8,1.1,0,0,0,192.9,23.6,0,0,0,0,27.1,0,0,5.5,0,0,0,2.5,2.5,0,0,0,0,0,0,0.3,0,0,0,40,0,0,0,0,0,2.7,129.9,0,0,0,0,2.7,43.3,1.6,6,0,"41.1,"
1967,1.4,149.6,1.1,346.6,49,0,142.5,24.9,0,0,0,184.7,3.3,0,0,0,0,26.8,0,0,5.2,0,0,0,1.1,3,0,0,0,0,0,0,0.3,0,0,0,42.2,0,0,0,0,0,2.7,126,0,0,0,0,2.7,42.5,1.6,1.9,0,"41.9,"
1968,1.4,135.3,1.1,338.6,48.5,0,142.5,28.5,0,0,0,167.1,32.3,0,0,0,0,26.3,0,0,5.2,0,0,0,1.1,6,0,0,0,0,0,0,0.3,0,0,0,40.8,0,0,0,0,0,2.7,126,0,0,0,0,2.5,42.2,1.4,2.7,0,"41.4,"
1969,1.4,143,1.1,341.4,48.5,0,113.4,24.4,0,0,0,176.4,34.5,0,0,0,0,28.8,0,0,3.3,0,0,0,1.4,6,0,0,0,0,0,0,0.3,0,0,0,41.6,0,0,0,0,0,3,125.8,0,0,0,0,3.3,43,1.6,2.7,0,"41.4,"
1970,1.6,143.6,1.1,366,49,0,133.2,3,0,0,0,177.3,34.8,0,0,0,0,28.2,0,0,3.8,0,0,0,0.5,4.4,0,0,0,0,0,0,0.3,0,0,0,38.9,0,0,0,0,0,3,132.3,0,0,0,0,3.3,43.3,1.4,2.2,0,"43,"
1971,1.6,141.4,1.4,364.9,52.1,0,143,20.5,0,0,0,174.5,34.2,0,0,0,0,29,0,0,3.8,0,0,0,1.4,4.7,0,0,0,0,0,0,0.3,0,0,0,39.2,0,0,0,0,0,3,127.9,0,0,0,0,3,44.1,1.4,3.8,0,"42.2,"
1972,1.6,160.8,1.4,369.9,62.2,0,136.2,0.8,0,0,0,198.4,33.2,0,0,0,0,29,0,0,3.6,0,0,0,1.1,5.5,0,0,0,0,0,0,0.3,0,0,0,40,0,0,0,0,0,3,127.1,0,0,0,0,3.8,43.6,1.4,3,0,"41.6,"
1973,1.6,150.1,1.4,323.3,77,0,113.7,4.1,0,0,0,185.2,44.9,0,0,0,0,28.8,0,0,3.6,0,0,0,1.1,5.2,0,0,0,0,0,0,0.3,0,0,0,41.9,0,0,0,0,0,3,123,0,0,0,0,3.6,42.5,1.4,3,0,"41.9,"
1974,1.6,95.1,1.4,300.3,49.3,6.3,142.5,12.1,0,1.4,0,117.3,52.9,0,0,0,0,28.8,0,0,3.8,0,0,0,1.1,3.8,1.6,0,0,0,0,0,1.4,0,0,0,40.3,0,0,0,0.5,0,2.5,121.6,0,0,0.3,0.5,3.6,41.4,4.7,3.8,0,"43,"
1975,2.2,92.3,1.4,296.7,66.6,4.7,159.7,11.8,0,1.9,0,114,55.6,0,0,0,0,30.7,0,0,4.7,0,0,0,1.1,2.7,1.6,0,0,0,0,0,2.2,0,0,0,48.2,0,0,0,0.5,0,1.6,123.3,0,0,0.3,0.8,4.4,39.7,6,3.8,0,"46.6,"
1976,2.5,88.8,0.8,299.5,54.8,4.7,148.2,9.6,0,3,0,109.3,57.8,0,0,0,0,29.9,0,0,4.4,0,0,0,1.1,4.7,2.2,0,0,0,0,0,1.9,0,0,0,49,0,0,0,0.5,0,4.7,124.1,0,0,0.5,0.5,3.8,41.9,5.8,4.4,0,"47.4,"
1977,3.8,86.8,1.4,308.2,42.5,8.8,172.1,7.7,0,3,0,107.1,62.7,0,0,0,0,30.7,0,0,4.4,0,0,0,1.1,1.9,2.5,0,0,0,0,0,3.3,0,0,0,55.1,0,0,0,0.5,0,4.9,122.2,0,0,0.5,0.5,3,34,3.6,4.4,0,"50.1,"
1978,3.8,46.8,2.5,306.6,25.5,10.4,180.8,6.3,0,3,0,57.8,64.1,0,0,0,0,30.7,0,0,4.9,0,0,0,0.8,5.2,2.5,0,0,0,0,0,2.2,0,0,0,49.6,0,0,0,0.5,0,5.2,127.9,0,0,0.3,0.5,4.4,41.9,3.6,4.7,0,"58.6,"
1979,3,51.2,1.9,415.3,26.6,20.5,186.8,1.9,0,2.7,0,63,64.7,0,0,0,0,34.8,0,0,4.7,0,0,0,0.8,2.7,4.1,0,0,0,0,0,3,0,0,0,52.6,0,0,0,0.8,0,5.8,123,0,0,0.3,1.1,2.5,44.1,4.1,4.1,0,"63.6,"
1980,2.7,51.5,1.6,360.5,33.7,17.5,165.2,6.8,0,4.1,0,63.6,72.9,0,0,0,0,37,0,0,4.9,0,0,0,0.8,6,3.6,0,0,0,0,0,3.8,0,0,0,44.4,0,0,0,1.4,0,5.2,118.6,0,0,0.3,1.4,2.5,49.6,5.2,3.8,0,"57.8,"
1981,2.2,46.3,2.7,325.5,39.2,17,179.7,3.8,0,4.1,0,57.3,76.2,0,0,0,0,37.8,0,0,4.7,0,0,0,0.8,5.2,3.3,0,0,0,0,0,5.2,0,0,0,40,0,0,0,1.6,0,5.5,116.7,0,0,0.5,1.1,2.7,50.4,9.6,3.3,0,"60,"
1982,1.4,41.4,2.2,331.8,40.8,18.4,196.7,0.5,0,5.2,0,50.1,66,0,0,0,0,36.4,0,0,4.4,0,0,0,0.8,5.2,4.1,0,0,0,0,0,5.2,0,0,0,42.7,0,0,0,1.4,0,7.1,121.6,0,0,0.3,0.8,2.7,52.9,10.1,4.1,0,"50.1,"
1983,0.5,47.9,2.7,314.5,40.5,20.8,238.1,0.3,0,5.8,0,58.4,62.5,0,0,0,0,36.2,0,0,5.5,0,0,0,0.8,0.5,7.1,0,0,0,0,0,3.8,0,0,0,34.5,0,0,0,0.8,0,8.5,119.7,0,0,0.3,1.1,2.7,53.7,9,3.8,0,"47.7,"
1984,1.1,63.3,8.8,468.8,38.9,34.5,174.5,1.1,0,7.9,0,76.7,75.3,0,0,0,0,34.5,0,0,7.7,0,0,0,0.8,0.5,7.4,0,0,0,0,0,4.4,0,0,0,36.4,0,0,0,0.8,0,9.6,118.1,0,0,0.3,1.6,2.5,53.4,8.8,4.1,0,"49.6,"
1985,0.5,91.2,1.6,392.6,43.6,31.2,165.8,3.3,0,9,0,111,67.9,0,0,0,0,33.2,0,0,6.3,0,0,0,0.8,0.5,4.1,0,0,0,0,0,3,0,0,0,41.6,0,0,0,1.1,0,11,116.2,0,0,0.5,1.4,1.9,52.9,7.9,4.9,0,"49,"
1986,0.8,87.1,2.7,346,44.7,24.7,199.5,2.2,0,11.2,0,106.6,58.1,0,0,0,0,32.1,0,0,5.2,0,0,0,0.8,0.3,6.3,0,0,0,0,0,4.4,0,0,0,32.6,0,0,0,0.8,0,8.5,116.4,0,0,0.5,1.1,2.2,52.3,10.1,4.9,0,"48.2,"
1987,0.5,78.4,1.9,325.8,50.1,37.3,179.7,0.3,0,12.3,0,96.2,58.9,0,0,0,0,33.4,0,0,4.4,0,0,0,0.5,0.5,12.1,0,0,0,0,0,4.9,0,0,0,31.5,0,0,0,1.1,0,17.8,118.6,0,0,0.5,1.1,2.2,52.1,14.2,4.9,0,"47.9,"
