"year","alcoholic-beverages_beverages_alcoholic","alcoholic-beverages_beverages_fermented","alcoholic-beverages_grapes","animal-products_animal_products","cereals_barley","cereals_cereals_other","cereals_maize","cereals_millets","cereals_oats","cereals_rice","cereals_rye","cereals_sorghum","cereals_wheat","fruits_apples","fruits_bananas_and_plantains","fruits_citrus_other","fruits_dates","fruits_fruits_other","fruits_grapefruit","fruits_lemons_and_limes","fruits_oranges_and_mandarines","fruits_pineapples","miscellaneous_miscellaneous","oilcrops_coconuts","oilcrops_cottonseed_oil","oilcrops_groundnut","oilcrops_oilcrops_other","oilcrops_olives","oilcrops_palm_oil","oilcrops_rape_and_mustard","oilcrops_sesame","oilcrops_soybean","oilcrops_sunflower","oilcrops_treenuts","pulses_beans","pulses_peas","pulses_pulses_other","spices_cloves","spices_pepper","spices_pimento","spices_spices_other","starchy-roots_cassava","starchy-roots_potatoes","starchy-roots_roots_other","starchy-roots_sweet_potatoes","starchy-roots_yams","stimulants_cocoa_beans","stimulants_coffee","stimulants_tea","sugarcrops_sugar","sugarcrops_sweeteners_other","vegetables_onions","vegetables_tomatoes","vegetables_vegetables_other,"
1961,0,0,0,52,0,0,148,0,0,833,0,0,11,0,13,0,0,14,0,0,1,0,0,102,0,39,0,0,4,0,0,28,0,0,25,0,0,0,0,0,1,266,1,31,58,0,0,0,1,84,28,2,0,"15,"
1962,0,0,0,53,0,0,147,0,0,809,0,0,6,0,13,0,0,14,0,0,1,0,0,101,0,40,0,0,5,0,0,25,0,0,26,0,0,0,2,0,1,268,1,31,85,0,0,1,0,85,29,2,0,"15,"
1963,0,0,0,52,0,0,165,0,0,813,0,0,7,0,13,0,0,14,0,0,1,1,0,108,0,35,0,0,5,0,0,20,0,0,23,0,0,0,1,0,1,265,1,31,69,0,0,1,0,74,29,2,0,"15,"
1964,0,0,0,53,0,0,161,0,0,800,0,0,3,0,13,0,0,14,0,0,1,1,0,128,0,38,0,0,5,0,0,24,0,0,23,0,0,0,1,0,1,273,1,33,87,0,0,1,0,85,29,2,0,"15,"
1965,0,0,0,52,0,0,170,0,0,816,0,0,3,0,14,0,0,14,0,0,1,1,0,126,0,34,0,0,5,0,0,24,0,0,24,0,0,0,1,0,1,273,1,33,56,0,0,0,0,83,29,2,0,"15,"
1966,0,0,0,53,0,0,187,0,0,853,0,0,4,0,14,0,0,14,0,0,1,1,0,121,0,35,0,0,5,0,0,22,0,0,24,0,0,0,0,0,2,228,1,33,51,0,0,0,0,67,30,1,0,"16,"
1967,0,0,0,52,0,0,178,0,0,867,0,0,14,0,13,0,0,14,0,0,1,1,0,119,0,32,0,0,4,0,0,23,0,1,22,0,0,0,0,0,2,216,1,33,43,0,0,0,0,88,30,1,0,"16,"
1968,0,0,0,53,0,0,148,0,0,896,0,0,32,0,13,0,0,14,0,0,1,1,0,107,0,35,0,0,4,0,0,23,0,1,19,0,0,0,0,0,2,230,1,35,47,0,0,1,0,80,31,1,0,"16,"
1969,0,0,0,52,0,0,131,0,0,991,0,0,25,0,14,0,0,15,0,0,1,1,0,112,0,32,0,0,4,0,0,21,0,1,19,0,0,0,0,0,2,191,1,36,43,0,0,0,0,83,31,1,0,"16,"
1970,0,0,0,56,0,0,134,0,0,1019,0,0,30,0,23,0,0,13,0,0,1,1,0,109,0,32,0,0,6,0,0,26,0,0,19,0,0,0,0,0,3,175,1,35,41,0,0,1,0,84,31,2,0,"16,"
1971,0,0,0,58,0,0,121,0,0,1071,0,0,20,0,21,0,0,13,0,0,1,1,0,114,0,32,0,0,6,0,0,27,0,0,20,0,0,0,0,0,2,163,2,35,40,0,0,1,0,93,31,1,0,"17,"
1972,0,0,0,58,0,0,135,0,0,1101,0,0,28,0,21,0,0,14,0,0,1,1,0,98,0,32,0,0,5,0,0,26,0,0,21,0,0,0,0,0,3,164,2,36,37,0,0,1,0,88,31,2,0,"16,"
1973,1,0,0,57,0,0,173,0,0,1080,0,0,48,0,27,0,0,12,0,0,1,1,0,118,0,30,0,0,4,0,0,25,0,1,22,0,0,0,0,0,3,191,2,36,41,0,0,0,0,83,25,1,0,"16,"
1974,1,0,0,59,1,0,149,0,0,1089,0,0,41,0,24,0,0,13,0,0,1,1,0,130,0,34,0,0,7,0,0,27,0,1,25,0,0,0,1,0,3,191,1,34,42,0,0,0,0,96,30,1,0,"16,"
1975,0,0,0,57,0,0,133,0,0,1140,0,0,37,0,21,0,0,12,0,0,1,1,0,116,0,41,0,0,5,0,0,27,0,1,19,0,0,0,1,0,3,194,1,11,40,0,0,0,0,97,25,1,0,"17,"
1976,0,0,0,61,0,0,119,0,0,1142,0,0,49,0,14,0,0,11,0,0,1,1,0,109,0,37,0,0,5,0,0,31,0,1,13,0,0,0,0,0,3,194,2,6,38,0,0,0,0,105,22,1,0,"12,"
1977,0,0,0,64,0,0,139,0,0,1135,0,0,40,0,20,0,0,12,0,0,1,1,0,135,0,43,0,0,8,0,0,27,0,1,15,0,0,0,0,0,4,189,3,6,39,0,0,0,0,113,17,1,0,"11,"
1978,0,0,0,64,0,0,176,0,0,1146,0,0,40,0,14,0,0,11,0,0,1,1,0,129,0,46,0,0,12,0,0,30,0,1,16,0,0,0,0,0,4,182,3,6,32,0,0,0,0,118,14,1,0,"12,"
1979,0,0,0,69,0,0,151,0,0,1212,0,0,37,0,17,0,0,12,0,0,1,1,0,141,0,43,0,0,20,0,0,34,0,1,18,0,0,0,0,0,4,163,2,8,33,0,0,0,0,122,14,1,0,"12,"
1980,0,0,0,73,1,0,154,0,0,1211,0,0,68,0,20,0,0,12,0,0,1,1,0,122,0,47,0,0,24,0,0,29,0,1,19,0,0,0,0,0,4,181,2,7,30,0,0,0,0,121,14,1,0,"13,"
1981,1,0,0,74,1,0,156,0,0,1220,0,0,62,0,21,0,0,12,0,0,2,1,0,139,0,47,0,0,51,0,0,40,0,1,18,0,0,0,0,0,4,175,2,5,29,0,0,1,0,145,14,1,0,"13,"
1982,1,0,0,77,1,0,112,0,0,1293,0,0,65,0,20,0,0,12,0,0,1,2,0,113,0,47,0,0,81,0,0,30,0,1,15,0,0,0,0,0,4,167,2,5,23,0,0,0,0,137,14,1,0,"12,"
1983,0,0,0,85,1,0,169,0,0,1254,0,0,72,0,17,0,0,13,0,0,2,2,0,127,0,47,0,0,88,0,0,26,0,1,32,0,0,0,0,0,4,161,2,5,30,0,0,0,0,132,14,2,0,"11,"
1984,0,0,0,90,0,0,174,0,0,1265,0,0,57,0,19,0,0,13,0,0,2,2,0,124,0,50,0,0,92,0,0,37,0,2,30,0,0,0,0,0,4,160,4,7,28,0,0,0,0,129,14,2,0,"12,"
1985,0,0,0,92,0,0,139,0,0,1337,0,0,52,0,18,0,0,12,0,0,2,1,0,118,0,48,0,0,97,0,0,32,0,4,29,0,0,0,0,0,4,159,4,6,28,0,0,0,0,122,14,2,0,"12,"
1986,0,0,0,97,0,0,189,0,0,1281,0,0,62,0,21,0,0,13,0,0,2,2,0,121,0,55,0,0,91,0,0,42,0,2,28,1,0,0,1,0,4,159,4,7,26,0,0,0,0,122,14,2,0,"14,"
1987,0,0,0,98,1,0,160,0,0,1361,0,0,63,0,20,0,0,13,0,0,2,1,0,139,0,47,0,0,101,0,0,38,0,2,25,0,0,0,1,0,4,145,3,6,25,0,0,0,0,123,14,2,1,"15,"
1988,0,0,0,100,0,0,200,0,0,1388,0,0,58,0,20,0,0,14,0,0,2,1,0,126,0,49,0,0,123,0,0,47,0,2,30,0,0,0,1,0,4,147,3,6,26,0,0,0,0,123,14,2,1,"15,"
1989,0,0,0,104,1,0,175,0,0,1413,0,0,67,0,19,0,0,13,0,0,1,0,0,135,0,49,0,0,134,0,0,39,0,3,30,0,0,0,1,0,5,138,5,6,27,0,1,0,0,121,14,2,1,"17,"
1990,0,0,0,107,1,0,191,0,0,1252,0,0,63,0,20,0,0,13,0,0,1,1,0,88,0,53,0,0,74,0,0,47,0,4,33,1,0,0,1,0,5,120,5,6,23,0,1,0,0,119,14,3,1,"17,"
