year,alcoholic_beverages_beverages_alcoholic,alcoholic_beverages_beverages_fermented,alcoholic_beverages_grapes,animal_products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy_roots_cassava,starchy_roots_potatoes,starchy_roots_roots_other,starchy_roots_sweet_potatoes,starchy_roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,4,0,41,388,18,0,669,0,0,17,16,0,756,8,0,0,0,45,0,0,1,0,0,0,0,0,0,37,0,0,0,0,21,24,28,0,1,0,0,0,0,0,11,0,0,0,0,0,0,109,0,0,8,33
1962,5,0,43,381,14,0,668,0,0,20,18,0,764,6,0,0,0,34,0,0,1,0,0,0,0,0,0,54,0,0,0,0,24,17,29,0,3,0,0,0,0,0,11,0,0,0,0,0,0,111,0,0,7,33
1963,2,0,17,358,16,0,669,0,0,33,8,0,709,6,0,0,0,29,0,0,1,0,0,0,0,0,0,52,0,0,0,0,26,15,36,0,4,0,0,0,0,0,12,0,0,0,0,0,0,120,0,0,7,40
1964,3,0,33,351,17,0,683,0,0,28,14,0,732,6,0,0,0,29,0,0,1,0,0,0,0,0,0,105,0,0,0,0,27,9,38,0,4,0,0,0,0,0,17,0,0,0,0,0,0,128,0,0,7,42
1965,4,0,34,367,14,0,663,0,0,35,7,0,779,5,0,0,0,26,0,0,1,0,0,0,0,0,0,53,0,0,0,0,29,9,39,0,4,0,0,0,0,0,10,0,0,0,0,0,0,130,0,0,7,40
1966,4,0,41,380,16,0,645,0,0,36,12,0,746,6,0,0,0,32,0,0,1,0,0,0,0,0,0,54,0,0,0,0,38,12,38,0,2,0,0,0,0,0,29,0,0,0,0,0,0,132,0,0,8,23
1967,6,0,35,385,18,0,643,0,0,36,15,0,738,6,0,0,0,27,0,0,1,0,0,0,0,0,0,43,0,0,0,0,53,11,42,0,3,0,0,0,0,0,38,0,0,0,0,0,0,134,0,0,8,22
1968,6,0,42,381,14,0,644,0,0,40,12,0,806,6,0,0,0,30,0,0,1,0,0,0,0,0,0,37,0,0,0,0,59,12,45,0,2,0,0,0,0,0,42,0,0,0,0,0,0,136,0,0,7,21
1969,8,0,39,377,13,0,649,0,0,44,16,0,842,7,0,0,0,32,0,0,2,0,0,0,0,0,0,36,0,0,0,0,68,12,37,0,2,0,0,0,0,0,45,0,0,0,0,0,0,143,0,0,7,25
1970,9,0,43,392,13,0,644,0,0,36,21,0,804,5,0,0,0,28,0,0,1,0,0,0,0,0,0,47,0,0,0,0,74,12,48,0,2,0,0,0,0,0,49,0,0,0,0,0,0,142,0,0,6,40
1971,7,0,30,372,13,0,636,0,0,32,16,0,815,6,0,0,0,28,0,0,2,0,0,0,0,0,0,51,0,0,0,0,71,11,40,0,1,0,0,0,0,0,48,0,0,0,0,0,0,145,0,0,6,36
1972,10,0,30,339,12,0,626,0,0,34,16,0,906,6,0,0,0,28,0,0,2,0,0,0,0,0,0,55,0,0,0,0,53,11,37,0,2,0,0,0,0,0,31,0,0,0,0,0,0,151,0,0,5,39
1973,9,0,35,362,13,0,608,0,0,43,16,0,924,8,0,0,0,27,0,0,2,0,0,0,0,0,0,63,0,0,0,0,71,11,30,0,2,0,0,0,0,0,25,0,0,0,0,0,0,152,0,0,5,39
1974,10,0,31,367,14,0,593,0,0,33,15,0,967,7,0,0,0,28,0,0,2,0,0,0,0,0,0,63,0,0,0,0,92,11,37,0,2,0,0,0,0,0,36,0,0,0,0,0,0,158,0,0,5,40
1975,8,0,33,363,14,0,580,0,0,36,14,0,977,7,0,0,0,30,0,0,2,0,0,0,0,0,0,67,0,0,0,0,112,10,27,0,1,0,0,0,0,0,39,0,0,0,0,0,0,159,0,0,5,34
1976,9,0,35,371,15,0,569,0,0,37,18,0,1125,8,0,0,0,30,0,0,3,0,0,0,0,0,0,60,0,0,0,0,140,10,37,0,2,0,0,0,0,0,39,0,0,0,0,0,0,160,0,0,6,41
1977,9,0,32,370,15,0,556,0,0,37,18,0,1233,7,0,0,0,30,0,0,3,0,0,0,0,0,0,71,0,0,0,0,146,11,40,0,5,0,0,0,0,0,38,0,0,0,0,0,0,148,0,0,5,44
1978,11,0,35,385,15,0,543,0,0,52,17,0,1139,7,0,0,0,31,0,0,3,0,0,0,0,0,0,48,0,0,0,0,151,10,39,0,4,0,0,0,0,0,37,0,0,0,0,0,0,157,0,0,5,45
1979,10,0,30,389,15,0,532,0,0,39,16,0,1057,7,0,0,0,29,0,0,3,0,0,0,0,0,0,50,0,0,0,0,183,10,35,0,1,0,0,0,0,0,35,0,0,0,0,0,0,166,0,0,4,45
1980,12,0,26,389,14,0,522,0,0,52,17,0,1079,7,0,0,0,29,0,0,4,0,0,0,0,0,0,43,0,0,0,7,166,10,32,0,0,0,0,0,0,0,34,0,0,0,0,0,0,169,0,0,2,43
1981,13,0,29,418,14,0,482,0,0,37,7,0,1202,7,0,0,0,30,0,0,3,0,0,0,0,0,0,33,0,0,0,8,166,11,34,0,1,0,0,0,0,0,35,0,0,0,0,0,0,167,0,0,4,44
1982,11,0,35,403,14,0,494,0,0,61,10,0,1117,11,0,0,0,34,0,0,4,0,0,0,0,0,0,24,0,0,0,9,166,11,33,0,1,0,0,0,0,0,34,0,0,0,0,0,0,168,0,0,3,46
1983,12,0,34,414,14,0,476,0,0,42,15,0,1252,9,0,0,0,33,0,0,4,0,0,0,0,0,0,31,0,0,0,9,198,11,32,0,1,0,0,0,0,0,33,0,0,0,0,0,0,165,0,0,4,50
1984,12,0,27,394,13,0,450,0,0,34,18,0,1259,9,0,0,0,28,0,0,4,0,0,0,0,0,0,28,0,0,0,9,189,10,32,0,0,0,0,0,0,0,26,0,0,0,0,0,0,165,0,0,4,45
1985,11,0,30,390,13,0,450,0,0,48,16,0,1131,8,0,0,0,25,0,0,4,0,0,0,0,0,0,27,0,0,0,9,161,11,34,0,1,0,0,0,0,0,28,0,0,0,0,0,0,165,0,0,2,42
1986,8,0,24,392,14,0,421,0,0,53,15,0,1265,6,0,0,0,29,0,0,4,0,0,0,0,0,0,15,0,0,0,11,165,11,48,0,1,0,0,0,0,0,32,0,0,0,0,1,0,177,0,0,1,45
1987,9,0,30,408,14,0,379,0,0,48,14,0,1126,7,0,0,0,24,0,0,3,0,0,0,0,0,0,17,0,0,0,6,167,10,40,0,1,0,0,0,0,0,30,0,0,0,0,0,0,175,0,0,1,42
1988,10,0,27,432,14,0,365,0,0,53,12,0,1225,6,2,0,0,23,0,0,4,0,0,0,0,0,0,14,0,0,0,11,166,10,42,0,2,0,0,0,0,0,20,0,0,0,0,0,0,178,0,0,1,31
1989,10,0,30,441,13,0,288,0,0,55,12,0,1214,7,1,0,0,29,0,0,4,0,0,0,0,0,0,7,0,0,0,13,187,10,54,0,2,0,0,0,0,0,30,0,0,0,0,1,0,181,0,0,2,39
