"year","alcoholic-beverages_beverages_alcoholic","alcoholic-beverages_beverages_fermented","alcoholic-beverages_grapes","animal-products_animal_products","cereals_barley","cereals_cereals_other","cereals_maize","cereals_millets","cereals_oats","cereals_rice","cereals_rye","cereals_sorghum","cereals_wheat","fruits_apples","fruits_bananas_and_plantains","fruits_citrus_other","fruits_dates","fruits_fruits_other","fruits_grapefruit","fruits_lemons_and_limes","fruits_oranges_and_mandarines","fruits_pineapples","miscellaneous_miscellaneous","oilcrops_coconuts","oilcrops_cottonseed_oil","oilcrops_groundnut","oilcrops_oilcrops_other","oilcrops_olives","oilcrops_palm_oil","oilcrops_rape_and_mustard","oilcrops_sesame","oilcrops_soybean","oilcrops_sunflower","oilcrops_treenuts","pulses_beans","pulses_peas","pulses_pulses_other","spices_cloves","spices_pepper","spices_pimento","spices_spices_other","starchy-roots_cassava","starchy-roots_potatoes","starchy-roots_roots_other","starchy-roots_sweet_potatoes","starchy-roots_yams","stimulants_cocoa_beans","stimulants_coffee","stimulants_tea","sugarcrops_sugar","sugarcrops_sweeteners_other","vegetables_onions","vegetables_tomatoes","vegetables_vegetables_other,"
1961,1,17,1,82,5,0,184,22,0,13,0,87,22,0,72,0,0,1,1,0,5,0,0,0,2,221,35,0,14,0,30,0,0,0,0,0,21,0,0,0,0,1169,0,59,0,152,0,0,0,15,0,0,0,"11,"
1962,1,14,6,83,5,0,133,43,0,13,0,179,21,0,70,0,0,2,1,0,5,0,0,0,6,216,35,0,24,0,54,0,0,0,0,0,20,0,0,0,0,1005,0,58,0,179,0,0,0,16,0,0,0,"11,"
1963,1,13,5,86,6,0,115,42,0,12,0,175,26,0,72,0,0,2,1,0,5,0,0,0,5,211,36,0,12,0,40,0,0,0,0,0,20,0,0,0,0,971,1,56,0,191,0,0,0,19,0,0,0,"11,"
1964,1,13,6,86,7,0,113,42,0,15,0,189,27,0,74,0,0,2,1,0,5,0,0,0,6,200,36,0,13,0,49,0,0,0,0,0,20,0,0,0,0,937,1,55,0,173,0,0,0,17,0,0,0,"11,"
1965,1,12,2,85,7,0,109,39,0,22,0,173,29,0,74,0,0,2,1,0,5,0,0,0,4,196,37,0,21,0,42,0,0,0,0,0,19,0,0,0,0,1174,0,54,0,141,0,0,0,14,0,0,0,"11,"
1966,1,13,4,91,8,2,124,44,0,24,0,145,41,0,72,0,0,2,1,0,5,0,0,0,3,208,38,0,33,0,52,0,0,0,0,0,19,0,0,0,0,853,0,53,0,194,0,0,0,19,0,0,0,"11,"
1967,1,14,5,96,8,4,140,44,0,23,0,139,42,0,71,0,0,2,1,0,5,0,0,0,3,254,39,0,40,0,66,0,0,0,0,0,19,0,0,0,0,908,0,52,0,176,0,0,0,19,0,0,0,"12,"
1968,1,15,5,97,7,1,160,40,0,26,0,106,42,0,70,0,0,2,1,0,5,0,0,0,2,230,39,0,44,0,76,0,0,0,0,0,18,0,0,0,0,948,0,54,0,173,0,0,0,22,0,0,0,"11,"
1969,0,15,5,100,7,1,152,38,0,34,0,102,44,0,72,0,0,2,1,0,5,0,1,0,0,215,40,0,62,0,88,0,0,0,0,0,20,0,0,0,0,992,0,59,0,156,0,0,0,22,0,0,0,"12,"
1970,0,15,4,104,7,2,159,37,0,35,0,112,47,0,73,0,0,3,1,0,4,0,0,0,7,217,39,0,61,0,87,0,0,0,0,0,21,0,0,0,0,1037,0,49,0,159,0,0,0,22,0,0,0,"11,"
1971,1,22,4,108,8,1,148,35,0,22,0,91,45,0,75,0,0,3,1,0,4,0,0,0,6,222,38,0,63,0,79,0,0,0,0,0,21,0,0,0,0,1092,0,42,0,156,0,1,0,21,0,0,0,"12,"
1972,1,15,3,111,8,4,155,34,0,21,0,45,36,0,76,0,0,3,1,0,4,0,0,0,7,227,38,0,91,0,74,0,0,0,0,0,21,0,0,0,0,1140,0,35,0,159,0,1,0,12,0,0,0,"12,"
1973,1,14,2,116,9,0,145,38,0,24,0,42,41,0,78,0,0,3,1,0,4,0,0,0,8,228,38,0,88,0,72,0,0,0,0,0,21,0,0,0,0,1211,0,35,0,156,0,1,0,15,0,0,0,"11,"
1974,1,25,2,119,10,1,192,39,0,39,0,72,22,0,79,0,0,3,1,0,4,0,0,0,8,314,38,0,86,0,75,0,0,0,0,0,21,0,0,0,0,1129,1,34,0,165,0,1,0,15,0,0,0,"11,"
1975,1,13,3,124,8,2,129,38,0,39,0,117,35,0,79,0,0,3,1,0,4,0,0,0,8,247,39,0,103,0,75,0,0,0,0,0,21,0,0,0,0,1046,0,33,0,162,0,1,0,9,0,0,0,"11,"
1976,1,12,3,135,8,1,110,37,0,35,0,116,34,0,80,0,0,3,1,0,4,1,0,0,8,280,38,0,104,0,69,0,0,0,0,0,21,0,0,0,0,1024,0,33,0,192,0,2,0,9,0,0,0,"11,"
1977,1,20,2,133,11,0,106,36,0,46,0,112,28,0,80,0,0,3,1,0,4,1,0,0,9,279,38,0,89,0,60,0,0,0,0,0,21,0,0,0,0,1060,1,32,0,177,0,1,0,12,0,0,0,"12,"
1978,1,12,2,135,13,0,112,31,0,39,0,105,11,0,79,0,0,3,1,0,4,1,0,0,9,266,39,0,77,0,50,0,0,0,0,0,21,0,0,0,0,1081,0,31,0,173,0,2,0,13,0,0,0,"12,"
1979,1,12,2,132,12,1,112,34,0,38,0,120,34,0,77,0,0,3,1,0,4,2,0,0,9,292,38,0,65,0,60,0,0,0,0,0,21,0,0,0,0,1055,0,32,0,158,0,2,0,13,0,0,0,"12,"
