year,alcoholic-beverages_beverages_alcoholic,alcoholic-beverages_beverages_fermented,alcoholic-beverages_grapes,animal-products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy-roots_cassava,starchy-roots_potatoes,starchy-roots_roots_other,starchy-roots_sweet_potatoes,starchy-roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,11,0,0,211,3,0,85,0,1,222,0,0,114,0,325,0,0,73,0,2,10,1,0,21,5,82,0,1,0,0,1,0,0,2,48,2,62,0,0,0,3,99,3,18,45,13,7,5,0,225,1,4,1,7
1962,18,0,0,224,10,0,93,0,3,202,0,0,122,0,315,0,0,72,0,2,11,1,1,30,6,96,0,3,0,0,1,0,0,2,49,2,58,0,0,0,3,101,5,20,46,14,7,5,0,313,1,4,1,7
1963,18,0,1,225,12,0,73,0,2,279,0,0,98,0,314,0,0,70,0,2,10,1,1,19,10,85,0,2,0,0,1,0,0,2,54,2,58,0,0,0,3,97,3,17,44,13,6,5,0,311,1,5,1,7
1964,18,0,1,247,13,0,75,0,2,273,0,0,103,0,317,0,0,70,0,2,10,1,2,19,8,86,1,3,0,0,1,1,0,2,52,2,59,0,0,0,4,97,7,18,44,13,4,5,0,287,1,5,1,7
1965,16,0,0,215,8,4,48,0,1,286,0,0,112,0,311,0,0,67,0,2,10,1,1,23,5,76,0,1,0,0,1,19,0,1,69,2,59,0,0,0,3,94,6,17,42,13,6,5,0,255,1,4,3,6
1966,18,0,1,241,9,0,53,0,2,278,0,0,115,0,304,0,0,69,0,2,10,1,2,35,18,118,0,3,0,0,1,28,0,2,65,2,57,0,0,0,3,91,7,16,41,14,3,5,0,276,1,5,6,9
1967,17,0,0,237,7,0,69,0,3,262,0,0,149,0,260,0,0,66,0,2,10,1,1,30,2,140,0,2,0,0,1,42,0,1,60,2,56,0,0,0,3,86,7,16,39,14,3,6,0,259,2,4,7,7
1968,16,0,0,254,9,0,60,0,4,278,0,0,151,0,257,0,0,66,0,2,10,1,1,41,1,84,0,2,0,0,1,84,0,1,48,2,55,0,0,0,3,86,6,16,39,14,3,6,0,309,2,4,8,7
1969,16,0,0,248,11,0,69,0,7,267,0,0,146,0,300,0,0,65,0,2,10,2,2,33,16,127,0,2,0,0,1,45,0,1,64,2,57,0,0,0,3,88,7,15,40,14,2,4,0,295,3,4,8,6
1970,18,0,0,253,12,0,68,0,5,277,0,0,145,0,301,0,0,63,0,2,10,2,2,31,5,141,0,2,0,0,1,45,0,1,58,1,59,0,0,0,3,87,7,14,40,13,2,3,0,269,3,4,7,7
1971,18,0,0,256,14,0,75,0,5,278,0,0,143,0,301,0,0,62,0,2,10,3,3,26,5,136,0,3,0,0,1,52,0,1,64,2,53,0,0,0,3,92,7,14,40,13,3,4,0,287,3,4,8,6
