year,alcoholic_beverages_beverages_alcoholic,alcoholic_beverages_beverages_fermented,alcoholic_beverages_grapes,animal_products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy_roots_cassava,starchy_roots_potatoes,starchy_roots_roots_other,starchy_roots_sweet_potatoes,starchy_roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,15,0,3,277,13,2,63,0,8,127,0,0,536,0,61,0,0,64,2,3,15,2,3,193,0,3,0,0,0,0,0,0,0,0,12,4,6,0,1,0,1,6,11,10,12,59,3,1,0,379,3,2,1,9
1962,15,0,3,304,15,5,65,0,8,127,0,0,564,0,59,0,0,63,2,4,23,1,3,208,0,3,0,0,0,0,0,0,0,0,18,4,6,0,1,3,1,6,11,10,11,67,3,1,0,385,4,2,0,9
1963,15,0,3,318,13,4,63,0,8,145,1,0,538,0,58,0,0,65,2,5,17,2,4,216,0,3,0,0,0,0,0,0,0,0,15,4,7,0,1,2,1,6,11,11,14,66,3,1,0,385,3,2,1,10
1964,16,0,3,342,16,4,74,0,9,168,0,0,565,1,58,0,0,65,3,6,20,0,4,223,0,5,0,1,0,0,0,1,0,0,21,4,6,0,1,1,1,5,9,13,20,72,3,1,0,406,5,2,1,12
1965,16,0,2,318,18,5,67,0,9,177,0,0,573,1,54,0,0,61,2,6,16,0,4,207,0,4,27,1,0,0,0,2,0,0,15,3,5,0,0,7,2,5,11,19,19,74,2,1,0,416,5,3,1,13
1966,15,0,4,335,20,4,65,0,8,171,0,0,563,1,56,0,0,47,2,6,18,0,5,196,0,5,0,1,0,0,0,40,0,0,7,6,9,0,1,4,1,7,15,20,26,81,3,1,0,434,7,2,2,11
1967,16,0,3,362,21,3,70,0,8,182,0,0,593,1,62,0,0,45,2,6,24,1,6,188,0,4,0,1,0,0,0,64,0,0,9,9,13,0,1,12,1,9,12,15,14,94,4,1,0,447,8,3,2,11
1968,15,0,3,389,22,4,76,0,6,130,0,0,627,0,63,0,0,26,2,6,28,1,5,183,0,6,0,1,0,0,0,80,0,0,11,10,14,0,1,12,2,5,8,12,15,82,4,1,0,466,8,3,1,9
1969,16,0,3,387,27,22,66,0,6,143,0,0,579,0,63,0,0,28,2,5,19,1,5,185,0,5,0,1,0,0,0,82,0,0,18,8,12,0,1,2,1,6,11,13,19,77,4,1,0,500,8,3,1,8
1970,16,0,5,428,29,37,65,0,6,176,0,0,663,1,65,0,0,28,2,6,23,2,6,195,0,7,0,1,0,0,0,71,0,0,14,8,11,0,1,1,1,11,11,24,15,98,4,1,0,437,7,3,2,10
1971,16,0,5,425,29,23,61,0,4,169,0,0,663,1,82,0,0,27,2,6,23,3,5,173,0,9,0,1,0,0,0,70,0,0,9,12,11,0,1,7,1,10,12,31,23,143,4,1,0,469,9,3,2,15
1972,19,0,6,456,33,25,63,0,4,170,0,0,655,1,83,0,0,28,3,6,32,3,6,170,0,9,0,2,0,0,0,94,0,1,9,12,16,0,1,5,2,11,9,33,23,147,5,1,0,481,9,3,2,16
1973,21,0,4,387,37,23,73,0,6,189,1,0,646,0,81,0,0,25,5,7,18,2,5,197,0,10,0,0,0,0,0,48,0,0,9,8,11,0,1,3,4,8,8,24,19,144,4,1,0,475,8,2,3,16
1974,21,0,2,444,36,35,77,0,6,193,0,0,641,0,82,0,0,25,5,7,20,2,5,199,0,9,37,1,0,0,0,10,0,0,8,9,10,0,1,4,4,8,13,27,23,148,4,1,0,455,23,2,4,16
1975,26,0,2,440,39,36,82,0,5,203,0,0,626,0,72,0,0,23,5,7,20,2,9,190,0,9,47,0,0,0,0,9,0,1,11,8,12,0,1,7,5,10,10,33,17,150,4,1,0,492,7,3,2,16
1976,31,0,2,458,39,51,88,0,5,196,0,0,607,0,70,0,0,26,5,7,16,1,1,202,0,5,41,0,0,0,0,43,0,1,8,8,8,0,1,13,3,11,7,30,18,132,4,1,0,507,7,3,4,20
1977,27,0,1,398,37,46,86,0,5,187,0,0,560,0,93,0,0,24,4,7,14,2,0,207,0,9,52,0,0,0,0,74,0,1,3,12,7,0,1,4,2,14,7,29,24,135,3,0,0,527,8,2,5,18
1978,30,0,1,451,43,11,90,0,3,192,0,0,561,0,98,0,0,26,4,7,16,1,0,143,0,12,0,0,0,0,0,143,0,1,3,21,15,0,1,3,4,15,8,33,42,161,3,1,0,524,6,3,5,20
1979,30,0,1,382,35,6,96,0,5,192,0,0,555,0,116,0,0,25,3,8,10,1,0,147,0,14,0,0,0,0,0,166,0,0,1,18,14,0,1,1,4,14,8,32,22,167,3,0,0,471,4,1,5,22
1980,33,0,0,379,39,14,120,0,4,194,0,0,563,0,118,0,0,24,4,8,14,1,0,153,0,12,0,0,0,0,0,156,0,0,2,15,13,0,1,1,2,11,5,28,22,139,3,1,0,540,2,1,6,21
1981,30,0,1,372,36,10,103,0,3,210,0,0,571,0,138,0,0,26,3,7,5,2,0,143,0,11,0,0,0,0,0,163,0,0,3,17,13,0,1,8,3,10,9,24,25,140,5,0,0,453,3,1,5,25
