year,alcoholic_beverages_beverages_alcoholic,alcoholic_beverages_beverages_fermented,alcoholic_beverages_grapes,animal_products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy_roots_cassava,starchy_roots_potatoes,starchy_roots_roots_other,starchy_roots_sweet_potatoes,starchy_roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,12,0,0,213,5,0,593,0,0,42,0,170,93,0,29,0,0,22,0,3,6,5,0,11,78,0,0,2,0,0,0,0,0,2,67,0,0,0,0,0,0,6,3,0,0,0,5,3,0,207,2,2,2,13
1962,12,0,0,216,5,0,590,0,0,46,0,173,101,0,29,0,0,22,0,3,6,5,0,10,79,0,2,2,0,0,0,1,0,2,85,0,0,0,0,0,0,6,4,0,0,0,5,3,0,205,2,2,2,13
1963,12,0,0,216,4,1,618,0,1,46,0,167,92,0,29,0,0,23,0,3,6,5,0,10,88,0,0,2,0,0,0,0,0,2,83,0,0,0,0,0,0,6,4,0,0,0,5,3,0,224,2,2,2,13
1964,14,0,0,197,4,1,602,0,1,47,0,165,118,0,30,0,0,24,0,2,6,5,0,10,92,0,0,2,0,0,0,0,0,2,81,0,0,0,0,0,0,7,4,0,0,0,5,3,0,205,2,2,2,14
1965,15,0,0,198,4,1,602,0,1,51,0,161,121,0,31,0,0,23,0,2,6,5,0,10,100,0,0,2,0,0,0,0,0,2,80,0,0,0,0,0,0,7,10,0,0,0,7,3,0,254,1,2,2,14
1966,14,0,0,208,4,1,604,0,0,50,0,177,123,0,34,0,0,24,0,2,7,5,0,10,98,0,0,2,0,0,0,0,0,2,76,0,0,0,0,0,0,7,4,0,0,0,5,3,0,240,3,2,2,16
1967,13,0,0,207,4,1,609,0,0,57,0,168,127,0,28,0,0,25,0,2,7,5,1,11,98,0,0,2,0,0,0,2,0,2,70,0,0,0,0,0,0,7,5,0,0,0,6,3,0,255,3,2,3,16
1968,14,0,0,194,4,2,612,0,1,76,0,173,125,0,28,0,0,24,0,2,7,6,0,12,95,0,0,2,0,0,0,3,0,2,86,0,0,0,0,0,0,7,7,0,0,0,4,3,0,254,3,2,3,16
1969,13,0,0,189,4,2,612,0,8,78,0,167,126,0,28,0,0,23,0,2,7,6,0,12,97,0,0,2,0,0,0,2,0,2,81,0,0,0,0,0,0,7,4,0,0,0,4,3,0,254,2,2,3,17
1970,13,0,0,183,5,2,637,0,0,74,0,167,123,0,27,0,0,24,0,2,7,6,0,13,93,0,0,2,0,0,0,3,0,2,77,0,0,0,0,0,0,7,7,0,0,0,5,3,0,250,2,3,3,18
1971,13,0,0,186,5,2,653,0,0,69,0,187,144,0,29,0,0,22,0,2,7,6,0,15,86,0,0,2,0,0,0,3,0,2,70,0,0,0,0,0,0,8,8,0,0,0,5,3,0,260,3,2,2,16
1972,12,0,0,185,6,1,632,0,1,62,0,192,139,0,28,0,0,22,0,2,7,6,5,15,90,0,0,2,0,0,2,2,0,2,75,0,0,0,0,0,0,8,6,0,0,0,5,3,0,275,3,2,2,14
1973,13,0,0,189,6,1,685,0,0,61,0,176,139,0,29,0,0,21,0,2,7,5,2,17,98,0,1,2,0,0,2,1,0,2,78,0,0,0,0,0,0,8,8,0,0,0,4,3,0,281,3,2,2,13
1974,20,0,0,210,8,0,717,0,0,60,0,171,115,0,34,0,0,21,0,2,7,4,3,18,103,0,2,3,0,0,2,2,0,2,80,0,0,0,0,0,0,8,10,0,0,0,4,3,0,283,4,1,2,12
1975,23,0,0,225,9,1,761,0,0,59,0,203,133,0,30,0,0,22,0,2,7,5,3,20,110,0,1,3,0,0,1,0,0,1,82,0,0,0,0,0,0,9,10,0,0,0,3,3,0,304,3,2,3,12
1976,26,0,0,257,10,0,729,0,0,61,0,171,154,0,33,0,0,23,0,2,8,4,4,27,85,0,0,3,0,0,2,14,0,1,82,0,0,0,0,0,0,6,8,0,0,0,4,3,0,344,3,1,2,12
1977,27,0,0,255,10,0,759,0,0,63,0,167,180,1,39,0,0,23,0,2,8,3,4,30,97,0,0,0,0,0,2,4,0,1,80,0,0,0,0,0,0,6,7,0,0,0,3,3,0,332,4,1,2,11
1978,25,0,0,256,10,0,760,0,0,59,0,149,186,1,40,0,0,24,0,2,15,3,11,30,104,0,0,3,0,0,3,3,0,2,77,0,0,0,0,0,0,8,13,0,0,0,3,3,0,353,4,1,3,11
1979,25,0,0,266,10,1,792,0,0,75,0,168,185,1,43,0,0,21,0,2,15,4,7,27,93,0,4,3,0,0,7,8,0,1,76,0,0,0,0,0,0,10,18,0,0,0,4,3,0,337,6,2,3,12
1980,25,0,0,269,10,0,792,0,0,82,0,173,195,0,44,0,0,21,0,2,16,3,5,31,92,0,1,3,0,0,12,8,0,2,72,0,0,0,0,0,1,9,9,0,0,0,5,3,0,357,2,2,3,13
1981,26,0,0,261,10,4,809,0,0,85,0,183,199,0,40,0,0,22,0,2,16,3,6,33,94,0,4,3,0,0,13,16,0,1,69,0,0,0,0,0,0,12,10,0,0,0,3,3,0,345,5,2,3,12
1982,24,0,0,235,9,7,807,0,0,78,0,153,217,1,37,0,0,21,0,2,15,3,4,35,88,1,2,3,0,0,10,19,0,1,70,0,0,0,0,0,0,11,11,0,0,0,5,3,0,363,5,3,4,12
1983,24,0,0,214,7,9,819,0,0,83,0,161,219,1,30,0,0,20,0,2,16,3,4,35,86,0,2,3,0,0,10,17,0,1,71,0,0,0,0,0,0,11,7,0,0,0,4,3,0,355,4,2,4,13
1984,22,0,0,241,8,4,836,0,0,89,0,162,217,1,30,0,0,21,0,2,14,3,4,37,76,0,3,3,0,0,8,20,0,3,74,0,0,0,0,0,1,13,6,0,0,0,5,3,0,340,3,2,4,13
1985,22,0,0,238,9,0,829,0,0,96,0,161,219,1,27,0,0,20,0,2,14,3,3,37,79,1,2,3,0,0,6,16,0,1,71,0,0,0,0,0,0,13,7,0,0,0,3,3,0,341,3,2,5,14
1986,18,0,0,236,11,0,820,0,0,90,0,135,212,1,30,0,0,21,0,2,14,3,2,37,74,0,6,3,0,0,4,16,0,1,70,0,0,0,0,0,0,13,7,0,0,0,3,3,0,337,3,1,5,14
