year,alcoholic_beverages_beverages_alcoholic,alcoholic_beverages_beverages_fermented,alcoholic_beverages_grapes,animal_products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy_roots_cassava,starchy_roots_potatoes,starchy_roots_roots_other,starchy_roots_sweet_potatoes,starchy_roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,0,0,0,148,12,0,549,28,0,734,0,0,106,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,54,0,1,0,0,6,0,55,0,0,5,4,0,30,9,0,0,0,0,0,10,0,0,0,5
1962,0,0,0,149,14,0,539,42,0,729,0,0,107,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,55,0,1,0,0,7,0,55,0,0,5,4,0,29,9,0,0,0,0,0,10,0,0,0,5
1963,0,0,0,150,15,0,534,44,0,715,0,0,106,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,59,0,1,0,0,6,0,63,0,0,5,4,0,30,9,0,0,0,0,0,11,0,0,0,6
1964,0,0,0,150,16,0,527,62,0,730,0,0,104,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,60,0,1,0,0,7,0,60,0,0,5,4,0,20,9,0,0,0,0,0,12,0,0,0,6
1965,0,0,0,148,17,0,518,69,0,722,0,0,91,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,43,0,1,0,0,7,0,67,0,0,5,4,0,35,10,0,0,0,0,0,12,0,0,0,7
1966,0,0,0,148,18,0,486,80,0,704,0,0,106,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,7,0,64,0,0,5,4,0,33,10,0,0,0,0,0,14,0,0,0,6
1967,0,0,0,148,18,0,438,77,0,741,0,0,98,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,45,0,1,0,0,6,0,63,0,0,5,4,0,35,10,0,0,0,0,0,10,0,0,0,7
1968,0,0,0,148,14,0,441,78,0,758,0,0,138,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,41,0,1,0,0,7,0,64,0,0,5,4,0,28,10,0,0,0,0,0,11,0,0,0,8
1969,0,0,0,149,14,0,448,78,0,757,0,0,135,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,41,0,1,0,0,6,0,66,0,0,5,4,0,28,10,0,0,0,0,0,15,0,0,0,8
1970,0,0,0,150,14,0,463,74,0,755,0,0,141,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,43,0,1,0,0,6,0,65,0,0,5,4,0,30,10,0,0,0,0,0,16,0,0,0,8
