"year","alcoholic-beverages_beverages_alcoholic","alcoholic-beverages_beverages_fermented","alcoholic-beverages_grapes","animal-products_animal_products","cereals_barley","cereals_cereals_other","cereals_maize","cereals_millets","cereals_oats","cereals_rice","cereals_rye","cereals_sorghum","cereals_wheat","fruits_apples","fruits_bananas_and_plantains","fruits_citrus_other","fruits_dates","fruits_fruits_other","fruits_grapefruit","fruits_lemons_and_limes","fruits_oranges_and_mandarines","fruits_pineapples","miscellaneous_miscellaneous","oilcrops_coconuts","oilcrops_cottonseed_oil","oilcrops_groundnut","oilcrops_oilcrops_other","oilcrops_olives","oilcrops_palm_oil","oilcrops_rape_and_mustard","oilcrops_sesame","oilcrops_soybean","oilcrops_sunflower","oilcrops_treenuts","pulses_beans","pulses_peas","pulses_pulses_other","spices_cloves","spices_pepper","spices_pimento","spices_spices_other","starchy-roots_cassava","starchy-roots_potatoes","starchy-roots_roots_other","starchy-roots_sweet_potatoes","starchy-roots_yams","stimulants_cocoa_beans","stimulants_coffee","stimulants_tea","sugarcrops_sugar","sugarcrops_sweeteners_other","vegetables_onions","vegetables_tomatoes","vegetables_vegetables_other,"
1961,33,1,55,1021,114,0,40,0,6,41,324,0,566,75,6,0,0,75,0,1,9,0,1,43,0,32,68,4,2,14,0,0,37,16,3,3,1,0,0,1,1,0,156,0,0,0,7,2,0,382,5,4,1,"36,"
1962,22,1,58,1044,121,0,38,0,7,34,330,0,554,77,7,0,1,49,0,1,9,0,0,37,0,33,65,3,2,23,0,1,44,16,3,3,1,0,0,1,1,0,148,0,0,0,8,2,0,400,5,4,1,"32,"
1963,26,1,68,1042,130,0,38,0,7,32,314,0,567,77,7,0,0,61,0,1,8,0,0,35,3,34,50,1,4,22,0,24,76,15,3,4,1,0,0,1,1,0,152,0,0,0,8,3,0,371,6,4,2,"40,"
1964,31,1,71,1053,130,0,33,0,7,34,296,0,582,76,9,0,0,55,0,2,10,0,0,41,10,30,39,2,2,23,0,32,87,16,1,4,1,0,0,1,1,0,148,0,0,0,8,3,0,378,0,3,2,"39,"
1965,19,1,71,1041,139,0,25,0,7,36,305,0,565,46,10,0,0,52,0,1,11,0,1,33,14,30,47,1,1,29,0,30,81,14,1,4,2,0,0,1,1,0,139,0,0,0,11,3,0,386,6,4,2,"40,"
1966,21,1,72,1018,138,0,29,0,7,41,298,0,561,64,12,0,0,52,0,1,10,0,1,43,9,26,45,1,0,38,0,14,110,16,0,5,1,0,0,1,1,0,142,0,0,0,11,3,0,387,0,3,2,"39,"
1967,21,1,75,1028,144,0,29,0,7,35,282,0,551,60,12,0,0,49,0,1,11,0,1,39,5,23,57,1,0,9,0,5,146,16,1,5,1,0,1,1,2,0,139,0,0,0,8,3,0,375,0,4,2,"37,"
1968,23,1,74,1033,138,0,30,0,9,34,264,0,553,47,13,0,0,64,0,1,11,0,1,24,0,26,59,1,0,26,0,5,151,20,4,5,1,0,0,1,2,0,135,0,0,0,8,4,0,395,0,5,2,"37,"
1969,22,1,78,1037,137,0,27,0,8,35,264,0,551,54,13,0,0,54,0,1,12,0,2,24,0,25,52,1,0,39,0,7,144,19,4,4,1,0,1,1,2,0,130,0,0,0,7,4,0,344,1,4,2,"36,"
1970,27,2,80,1041,136,0,25,0,5,41,258,0,560,48,12,0,0,59,0,1,13,0,2,22,2,17,66,1,5,68,0,20,108,20,4,5,1,0,1,1,2,0,124,0,0,0,8,4,0,389,1,3,3,"36,"
1971,29,1,81,1064,144,0,23,0,5,48,243,0,546,44,14,0,0,53,0,2,12,0,2,33,0,18,69,1,9,74,0,23,90,19,4,3,1,0,1,2,2,0,117,0,0,0,8,5,0,396,2,4,3,"37,"
1972,31,1,82,1081,145,0,22,0,6,43,228,0,538,36,16,0,0,47,0,1,13,0,2,26,3,19,66,1,4,81,0,32,91,19,5,5,1,0,1,2,2,0,112,0,0,0,12,5,0,383,2,4,3,"39,"
1973,31,1,79,1085,143,0,18,0,5,28,222,0,541,54,17,0,0,55,1,1,13,0,1,32,5,20,73,1,3,62,0,29,118,25,6,3,1,0,1,2,1,0,121,0,0,0,14,5,0,433,2,5,3,"40,"
1974,32,2,79,1081,140,0,20,0,4,33,210,0,500,46,15,0,0,46,0,1,13,0,1,21,15,14,76,1,7,31,0,49,104,19,4,4,1,0,1,2,2,0,118,0,0,0,14,5,0,446,3,5,4,"40,"
1975,31,1,82,1082,140,0,18,0,4,36,205,0,511,52,14,0,0,49,1,1,14,0,0,56,1,13,71,1,10,24,0,74,69,24,4,2,1,0,1,2,2,0,112,0,0,0,13,6,0,363,3,4,4,"44,"
1976,32,1,81,1142,140,0,19,0,5,33,192,0,504,52,15,0,0,52,1,2,14,0,1,43,3,12,71,1,12,33,0,79,90,23,3,3,1,0,1,2,2,0,111,0,0,0,17,6,0,392,4,5,4,"35,"
1977,32,1,79,1130,141,0,18,0,6,35,184,0,500,48,16,0,0,46,1,1,14,0,1,28,3,13,74,1,12,20,0,83,99,23,4,1,1,0,1,3,2,0,110,0,0,0,21,5,0,393,6,5,4,"42,"
1978,31,2,81,1147,138,0,17,0,6,37,173,0,485,47,19,0,0,43,1,2,13,2,3,31,0,13,70,1,10,26,0,89,98,30,3,4,1,0,1,4,2,0,110,0,0,0,21,6,0,381,11,4,4,"41,"
1979,34,2,83,1171,141,0,13,0,6,37,172,0,486,56,18,0,0,49,1,2,13,3,2,23,0,13,82,1,11,35,0,85,105,33,5,1,1,0,1,2,2,0,110,0,0,0,20,7,0,383,11,5,5,"44,"
1980,35,2,81,1175,142,0,16,0,5,36,170,0,472,53,16,0,0,48,1,2,14,2,2,23,0,16,89,1,13,35,0,119,105,33,3,2,1,0,1,3,2,0,110,0,0,0,21,8,0,417,12,5,5,"43,"
1981,35,1,72,1212,145,0,19,0,6,35,167,0,480,44,16,0,0,37,1,1,15,2,3,23,0,11,102,1,13,60,0,79,107,27,5,2,1,0,1,4,2,0,111,0,0,0,18,8,0,394,15,4,5,"47,"
1982,34,2,86,1202,149,0,20,0,7,35,164,0,462,65,16,0,0,45,1,2,15,2,3,22,0,13,103,1,17,64,0,104,91,38,4,1,2,0,1,2,2,0,111,0,0,0,18,10,0,399,11,5,6,"47,"
1983,34,2,85,1219,152,0,21,0,7,37,159,0,469,58,15,0,0,44,1,2,14,2,1,21,0,11,98,2,17,91,0,64,99,36,5,1,1,0,1,3,2,0,113,0,0,0,21,11,0,382,11,3,5,"27,"
1984,34,2,79,1216,148,0,27,0,9,36,161,0,475,58,16,0,0,44,1,2,15,2,1,19,0,11,96,2,15,81,0,68,97,34,3,4,1,0,1,4,2,0,114,0,0,0,25,9,0,384,10,6,6,"32,"
1985,35,2,78,1252,159,0,29,0,8,37,156,0,480,47,17,0,0,43,1,2,14,2,1,21,0,12,101,3,16,96,0,41,99,32,2,2,1,0,1,3,2,0,114,0,0,0,26,9,0,369,10,7,6,"31,"
1986,56,2,80,1242,154,0,30,0,8,40,149,0,479,58,19,0,0,44,1,2,17,3,0,27,0,15,102,3,7,107,1,38,103,38,4,4,1,0,1,4,3,0,114,0,0,0,25,9,0,371,10,6,6,"33,"
1987,46,2,83,1235,157,0,28,0,10,39,159,0,472,48,20,0,0,45,1,2,15,3,0,19,0,17,117,3,13,67,1,26,146,35,3,11,1,0,1,4,2,0,113,0,0,0,20,10,0,374,10,6,7,"34,"
1988,66,2,82,1183,160,0,37,0,9,46,130,0,481,57,23,0,0,52,1,2,17,3,2,22,0,17,80,4,11,118,1,29,125,40,5,6,1,0,1,2,3,0,114,0,0,0,15,11,0,388,16,6,7,"32,"
1989,40,2,83,1191,166,0,38,0,9,46,135,0,494,66,24,0,0,50,0,2,18,3,2,21,0,16,91,3,15,174,1,31,102,41,4,3,2,0,1,2,2,0,115,0,0,0,17,13,0,383,13,6,8,"32,"
1990,35,2,81,1203,166,0,47,0,9,55,131,0,496,54,26,0,0,47,0,2,18,4,2,27,0,18,97,5,19,162,1,15,103,48,5,11,1,0,1,2,2,0,115,0,0,0,16,14,0,395,13,6,8,"34,"
1991,38,3,80,1223,172,0,57,0,10,48,127,0,515,53,25,0,0,48,0,2,19,4,3,29,0,18,96,5,18,176,2,10,102,44,6,3,2,0,1,2,3,0,118,0,0,0,19,12,0,394,16,8,7,"33,"
1992,26,2,82,1245,166,0,53,0,9,58,119,0,503,58,24,0,0,50,1,2,19,3,4,27,0,20,86,6,33,186,2,9,97,46,5,3,2,0,1,2,2,0,114,0,0,0,13,11,0,391,16,6,7,"31,"
1993,32,3,77,1224,159,0,52,0,8,67,115,0,491,76,23,0,0,50,0,2,22,3,4,25,0,18,92,6,15,170,2,39,98,52,5,3,1,0,1,2,3,0,114,0,0,0,9,12,0,371,18,7,8,"33,"
1994,33,3,79,1265,158,0,89,0,8,49,102,0,498,50,23,0,0,47,0,2,23,4,3,31,0,18,97,12,7,150,2,44,77,41,5,2,1,0,1,2,3,0,114,0,0,0,10,10,0,441,16,7,8,"33,"
1995,38,3,74,1252,155,0,102,0,8,47,86,0,562,49,17,0,0,39,1,2,14,2,4,26,0,12,85,1,12,159,1,61,81,38,4,2,1,0,2,2,4,0,125,0,0,0,15,8,0,427,18,6,7,"42,"
1996,35,3,71,1262,154,0,108,0,10,43,92,0,597,43,13,0,1,42,0,1,9,2,3,29,0,12,86,3,16,180,3,36,90,34,5,1,2,0,2,2,3,0,116,0,0,0,10,9,0,431,15,7,7,"41,"
1997,41,3,74,1289,156,0,114,0,10,41,103,0,489,55,17,0,1,44,0,1,14,2,3,24,0,10,95,8,12,181,2,29,85,33,3,2,1,0,2,2,3,0,117,0,0,0,10,10,0,433,11,6,7,"39,"
1998,42,1,67,1285,156,0,133,0,9,39,103,0,648,42,16,0,1,39,0,1,8,2,4,14,0,14,80,9,14,155,3,43,115,38,2,1,1,0,2,3,3,0,114,0,0,0,8,10,0,424,17,8,4,"37,"
1999,53,0,72,1282,158,0,137,0,9,38,101,0,634,51,19,0,0,48,0,1,10,2,4,13,0,16,91,12,12,148,4,50,123,38,3,4,1,0,1,3,2,0,118,0,0,0,11,10,0,417,15,12,7,"44,"
2000,59,0,71,1253,152,0,156,0,12,34,103,0,647,70,15,2,0,48,0,1,8,1,4,16,0,15,111,14,11,164,3,32,120,39,4,2,1,0,1,3,3,0,117,0,0,0,7,7,0,421,15,6,7,"41,"
2001,56,0,66,1248,153,0,157,0,14,35,98,0,641,64,15,1,1,54,0,1,12,1,5,12,0,15,80,15,13,180,4,97,86,38,3,2,2,0,1,2,3,0,121,0,0,0,10,9,0,410,17,12,7,"43,"
2002,53,0,67,1241,153,0,135,0,12,38,97,0,650,63,15,1,1,45,0,1,9,3,4,13,0,16,75,13,12,143,4,100,101,34,3,2,1,0,1,2,2,0,122,0,0,0,8,8,0,404,16,9,7,"45,"
2003,57,0,63,1163,153,0,129,0,12,31,95,0,676,72,15,1,1,59,0,1,9,4,4,15,0,15,89,14,16,132,4,105,88,39,3,2,1,0,1,2,2,0,112,0,0,0,15,8,0,412,21,8,8,"46,"
2004,45,0,78,1099,148,0,110,0,12,29,98,0,649,61,16,1,1,59,1,1,11,4,4,19,1,17,101,19,21,236,5,101,46,42,3,2,1,0,1,3,3,0,117,0,0,0,20,9,0,416,27,10,8,"52,"
2005,39,0,75,1120,148,0,103,0,12,30,97,0,713,64,16,1,1,54,1,1,13,4,9,13,3,19,62,22,18,140,5,97,86,39,2,2,1,0,2,2,3,0,115,0,0,0,13,6,1,432,35,8,8,"48,"
2006,40,0,75,1076,148,0,118,0,11,30,92,0,694,65,22,1,1,56,1,1,13,4,14,9,2,14,49,21,13,271,7,99,95,37,2,3,1,0,2,3,3,0,115,0,0,0,28,6,1,417,28,8,9,"47,"
2007,46,0,69,1131,148,0,124,0,13,34,98,0,715,81,16,0,2,59,1,1,10,5,6,21,6,14,41,27,23,177,6,100,133,39,2,3,1,0,2,2,3,0,116,0,0,0,9,10,1,412,30,9,10,"47,"
2008,34,0,70,1113,142,0,119,0,13,38,90,0,675,92,19,1,1,57,0,1,11,6,5,22,3,13,53,32,31,209,4,91,152,43,1,3,2,0,1,2,4,0,116,0,0,0,6,10,0,415,40,13,10,"51,"
2009,51,0,76,1138,144,0,133,0,13,35,93,0,646,55,19,0,1,59,0,1,8,4,6,16,3,15,100,27,20,241,3,65,115,42,2,3,2,0,1,2,4,0,119,0,0,0,9,8,0,400,37,13,9,"51,"
