year,alcoholic-beverages_beverages_alcoholic,alcoholic-beverages_beverages_fermented,alcoholic-beverages_grapes,animal-products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy-roots_cassava,starchy-roots_potatoes,starchy-roots_roots_other,starchy-roots_sweet_potatoes,starchy-roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,15,1,28,1246,100,0,11,0,1,30,8,0,776,21,19,0,2,15,0,1,15,8,0,46,1,40,0,11,2,1,0,4,2,8,4,8,0,0,1,0,1,0,58,0,0,0,5,2,3,546,5,5,6,29
1962,17,1,27,1268,101,0,14,0,0,22,6,0,797,21,17,0,1,19,0,1,14,8,0,51,1,28,0,14,0,1,0,5,1,8,4,8,0,0,0,0,1,0,67,0,0,0,5,2,3,534,3,4,6,29
1963,16,1,28,1248,105,0,24,0,1,30,7,0,807,23,17,0,1,20,1,1,16,8,0,47,1,38,0,11,4,1,0,10,3,8,3,7,0,0,1,0,1,0,86,0,0,0,4,1,3,534,4,5,6,29
1964,18,1,29,1240,108,0,23,0,7,30,7,0,783,22,18,0,2,18,0,1,14,8,0,52,2,39,0,10,0,6,0,10,2,8,3,8,0,0,0,0,1,0,70,0,0,0,6,2,3,542,4,4,6,30
1965,19,1,29,1230,108,0,24,0,8,30,14,0,733,23,17,0,1,17,0,1,17,8,0,48,11,35,0,10,3,8,0,11,2,9,2,9,0,0,1,0,1,0,62,0,0,0,3,2,3,542,4,5,6,31
1966,17,0,28,1221,107,0,28,0,12,23,11,0,802,21,15,0,1,17,0,1,14,9,0,47,14,46,2,9,4,12,0,9,3,11,6,10,0,0,0,0,1,0,78,0,0,0,5,1,3,528,4,4,6,35
1967,17,0,29,1189,110,0,21,0,9,25,12,0,798,23,16,0,1,18,0,1,16,10,0,50,8,54,3,10,0,11,0,10,2,12,1,9,0,0,1,0,1,0,75,0,0,0,7,2,3,518,5,5,7,31
1968,19,1,31,1225,113,0,24,0,11,28,18,0,777,23,16,0,1,17,1,1,15,11,0,41,15,37,1,9,3,10,0,16,5,11,1,14,0,0,1,0,1,0,77,0,0,0,4,2,2,522,3,4,6,34
1969,18,0,30,1235,117,0,23,0,4,19,8,0,765,27,15,0,1,17,1,1,18,11,0,50,16,22,2,11,0,19,0,11,9,12,2,17,0,0,0,0,1,0,92,0,0,0,4,2,3,531,3,6,6,36
1970,21,0,33,1197,120,0,23,0,3,32,18,0,756,25,16,0,2,24,1,1,16,10,0,40,13,55,2,12,10,35,0,17,13,11,1,15,0,0,1,0,1,0,83,0,0,0,5,2,2,535,3,5,6,31
