"year","alcoholic-beverages_beverages_alcoholic","alcoholic-beverages_beverages_fermented","alcoholic-beverages_grapes","animal-products_animal_products","cereals_barley","cereals_cereals_other","cereals_maize","cereals_millets","cereals_oats","cereals_rice","cereals_rye","cereals_sorghum","cereals_wheat","fruits_apples","fruits_bananas_and_plantains","fruits_citrus_other","fruits_dates","fruits_fruits_other","fruits_grapefruit","fruits_lemons_and_limes","fruits_oranges_and_mandarines","fruits_pineapples","miscellaneous_miscellaneous","oilcrops_coconuts","oilcrops_cottonseed_oil","oilcrops_groundnut","oilcrops_oilcrops_other","oilcrops_olives","oilcrops_palm_oil","oilcrops_rape_and_mustard","oilcrops_sesame","oilcrops_soybean","oilcrops_sunflower","oilcrops_treenuts","pulses_beans","pulses_peas","pulses_pulses_other","spices_cloves","spices_pepper","spices_pimento","spices_spices_other","starchy-roots_cassava","starchy-roots_potatoes","starchy-roots_roots_other","starchy-roots_sweet_potatoes","starchy-roots_yams","stimulants_cocoa_beans","stimulants_coffee","stimulants_tea","sugarcrops_sugar","sugarcrops_sweeteners_other","vegetables_onions","vegetables_tomatoes","vegetables_vegetables_other,"
1961,14,0,34,452,24,0,0,0,4,269,0,0,797,1,8,1,0,21,1,0,2,4,9,145,0,74,2,3,0,0,0,0,0,1,0,0,35,0,0,0,0,119,33,131,0,0,7,1,0,339,5,4,1,"27,"
1962,9,0,28,484,25,0,0,0,5,204,0,0,789,1,8,1,0,22,1,0,2,4,8,152,0,86,20,6,0,0,0,0,0,1,0,0,20,0,0,0,2,116,40,130,0,0,4,3,0,350,6,4,1,"30,"
1963,15,0,36,407,24,0,0,0,6,248,0,0,778,2,8,1,0,16,1,0,2,1,8,151,0,111,9,3,0,0,0,1,0,0,0,0,22,0,0,0,0,103,39,128,0,0,5,1,0,363,4,4,1,"31,"
1964,7,0,50,504,38,0,0,0,15,156,0,0,774,3,8,1,0,25,1,0,3,2,11,123,0,135,11,4,0,0,0,0,0,0,0,0,24,0,0,0,0,100,62,126,0,0,8,3,0,352,5,5,1,"33,"
1965,14,0,61,545,38,0,0,0,22,201,0,0,780,5,8,1,0,32,1,0,4,2,16,115,0,130,14,5,0,0,0,1,0,1,0,0,33,0,1,0,1,97,59,124,0,0,12,3,0,303,8,6,1,"42,"
1966,19,0,90,622,59,0,0,0,8,272,0,0,772,7,8,1,0,63,1,0,6,2,18,105,0,105,13,3,0,0,0,1,0,1,0,0,32,0,0,0,1,96,65,122,0,0,12,6,0,254,17,6,1,"58,"
1967,40,0,83,657,68,0,0,0,6,233,0,0,741,6,8,1,0,33,1,0,7,2,18,101,0,98,23,4,0,0,0,1,0,1,0,0,27,0,1,0,1,94,86,118,0,0,10,5,0,279,24,6,1,"45,"
1968,52,0,105,705,57,0,0,0,8,185,0,0,749,8,8,1,0,38,1,0,7,2,20,99,0,49,24,3,0,0,0,2,0,1,0,0,28,0,1,0,1,93,73,117,0,0,16,7,0,243,39,7,2,"60,"
1969,36,0,55,625,53,0,0,0,7,247,0,0,723,6,8,1,0,36,1,0,7,2,21,112,0,137,36,4,0,0,0,2,0,1,0,0,26,0,1,0,2,91,61,114,0,0,8,4,0,303,31,7,2,"37,"
1970,43,0,74,650,60,0,0,0,6,210,0,0,725,6,8,1,0,39,1,0,6,2,22,108,0,111,55,4,0,0,0,1,0,1,0,0,26,0,1,0,2,90,95,112,0,0,11,5,0,309,37,7,2,"44,"
1971,55,0,71,664,51,0,0,0,9,212,0,0,730,6,8,1,0,30,1,0,4,1,21,107,0,86,63,3,0,0,0,1,0,1,0,0,28,0,1,0,1,88,72,109,0,0,12,6,0,233,37,6,2,"41,"
1972,36,0,53,645,49,0,0,0,12,247,0,0,723,4,8,1,0,28,1,0,4,2,19,115,0,125,73,4,0,0,0,0,0,1,0,0,26,0,0,0,2,87,71,108,0,0,11,4,0,277,39,7,2,"41,"
1973,36,0,56,640,54,0,0,0,14,219,0,0,733,4,8,1,0,30,1,0,4,3,20,115,0,140,78,3,0,0,0,0,0,0,0,0,27,0,0,0,2,86,72,106,0,0,10,4,0,270,37,6,2,"36,"
1974,37,0,60,633,61,0,0,0,11,223,0,0,752,4,8,1,0,29,1,0,4,3,20,112,0,77,79,3,0,0,0,16,0,1,0,0,28,0,0,0,1,84,89,104,0,0,12,4,0,284,52,7,3,"37,"
1975,35,0,48,647,52,0,0,0,13,225,0,0,742,5,8,1,0,34,1,0,4,4,18,109,0,93,67,2,0,0,0,63,0,1,0,0,28,0,1,0,1,83,67,102,0,0,14,5,0,314,34,6,3,"34,"
1976,41,0,57,669,47,0,0,0,24,225,0,0,733,4,8,1,0,35,1,0,4,3,19,108,0,109,53,2,0,0,0,67,0,1,0,0,27,0,0,0,1,82,59,100,0,0,12,4,0,309,30,7,3,"35,"
1977,34,0,47,634,48,0,0,0,24,232,0,0,726,5,8,1,0,27,1,0,4,8,21,107,0,116,46,4,0,0,0,59,1,1,0,0,28,0,0,0,1,81,46,99,0,0,11,4,0,342,9,6,11,"36,"
1978,34,0,52,664,41,0,0,0,24,253,0,0,723,4,8,1,0,21,0,0,4,11,20,110,0,86,33,4,0,0,0,66,39,0,0,0,28,0,0,0,1,80,36,97,0,0,11,4,0,297,21,5,9,"39,"
1979,40,1,53,702,40,0,0,0,23,244,0,0,720,5,8,1,0,35,0,0,6,9,26,108,0,83,22,8,0,0,0,82,23,1,0,0,28,0,0,0,1,79,41,95,0,0,13,5,0,238,20,6,10,"43,"
1980,34,0,53,639,45,0,0,0,24,273,0,0,691,5,8,1,0,19,1,0,9,8,26,107,0,65,19,6,0,0,0,62,46,1,0,0,27,0,1,0,1,78,39,94,0,0,14,6,0,273,13,6,4,"39,"
1981,29,0,47,676,38,0,0,0,12,267,0,0,672,6,7,0,0,20,0,0,8,7,33,108,0,78,17,6,0,0,0,65,43,1,0,0,30,0,0,0,1,74,35,90,0,0,16,6,0,257,12,6,3,"46,"
1982,30,0,52,667,46,0,0,0,18,260,0,0,697,5,7,1,0,20,1,0,6,4,36,107,0,77,14,3,0,0,0,81,48,0,0,0,32,0,0,0,1,68,31,78,0,0,15,3,0,274,23,5,3,"46,"
1983,22,1,48,690,46,0,0,0,16,259,0,0,707,6,5,1,0,21,0,0,6,7,38,130,0,90,12,4,0,0,0,60,19,1,0,0,32,0,1,0,1,63,33,65,0,0,18,5,0,273,28,6,3,"47,"
1984,24,0,50,700,51,0,0,0,21,285,0,0,663,5,5,1,0,22,0,0,6,11,43,135,0,73,14,3,0,0,0,80,44,0,0,0,27,0,1,0,1,58,30,63,0,0,15,6,0,266,15,6,3,"49,"
1985,21,0,42,702,49,0,0,0,24,268,0,0,672,6,7,1,0,34,0,0,4,8,42,125,0,71,16,4,0,0,0,83,61,1,0,0,29,0,0,0,1,55,30,60,0,0,17,5,0,279,10,6,3,"46,"
1986,30,0,48,742,51,0,0,0,0,279,0,0,644,6,6,1,0,23,0,0,5,8,49,123,0,68,17,8,0,0,0,78,59,1,0,0,65,0,1,0,2,51,28,55,0,0,20,4,0,234,39,7,6,"60,"
1987,21,0,43,722,48,0,0,0,0,286,0,0,640,6,4,1,0,28,0,0,5,8,55,114,0,93,15,4,0,0,0,74,43,1,0,0,56,0,1,0,1,50,26,52,0,0,18,5,0,230,40,7,4,"60,"
1988,18,0,36,762,50,0,0,0,0,257,0,0,675,6,4,1,0,25,0,0,7,10,65,122,0,91,10,3,0,0,0,67,45,1,0,0,45,0,0,0,1,55,23,50,0,0,17,4,0,247,36,6,5,"55,"
1989,21,0,36,775,38,0,0,0,0,260,0,0,678,5,5,1,0,21,0,0,8,13,66,114,0,101,9,4,0,0,0,63,39,0,0,0,27,0,0,0,2,53,20,48,0,0,17,5,0,286,23,7,4,"53,"
1990,22,0,39,755,42,24,3,0,0,298,0,0,667,8,4,1,0,22,0,0,4,13,26,107,0,89,12,5,0,9,1,71,63,7,15,2,15,0,0,0,1,53,38,46,0,0,20,3,0,250,15,7,3,"45,"
1991,25,0,37,796,51,0,2,0,0,286,0,0,668,5,5,1,0,24,1,0,4,15,74,115,0,74,15,3,0,0,0,55,52,1,0,0,27,0,0,0,2,48,22,35,0,0,19,3,0,250,23,8,5,"54,"
1992,19,0,40,796,53,24,4,0,1,306,0,0,623,9,4,1,0,30,0,0,4,10,28,108,0,86,15,5,0,8,1,60,92,6,11,1,14,0,1,0,2,50,45,27,0,0,22,3,0,281,12,6,4,"38,"
1993,19,0,36,802,49,26,2,0,1,315,0,0,636,7,5,1,0,29,0,0,6,9,29,107,0,83,15,5,0,12,2,47,86,6,13,2,17,0,1,0,2,52,42,19,0,0,23,3,0,253,13,7,3,"45,"
1994,18,0,37,799,44,21,2,0,0,338,0,0,573,7,5,1,0,23,1,0,6,13,31,107,0,82,13,6,0,12,1,59,102,8,13,1,17,0,1,0,1,51,40,47,0,0,25,4,0,260,13,7,3,"43,"
1995,13,0,31,841,51,23,2,0,0,340,0,0,537,6,5,2,0,23,1,0,7,14,32,105,0,76,15,8,0,12,1,47,117,7,13,2,17,0,1,0,1,50,37,50,0,0,24,3,0,246,22,7,3,"44,"
1996,11,0,27,808,50,20,3,0,0,323,0,0,587,6,5,1,0,24,1,0,5,10,33,107,0,76,11,7,0,11,0,41,121,7,12,0,19,0,1,0,2,45,31,66,0,0,19,5,0,275,25,7,3,"36,"
1997,16,1,24,796,50,20,1,0,0,337,0,0,545,6,5,2,0,24,1,0,6,10,24,103,0,77,13,8,0,11,2,41,120,8,12,0,18,0,1,0,1,41,32,44,0,0,25,4,0,298,21,7,3,"38,"
1998,18,1,23,778,49,20,1,0,0,333,0,0,564,7,4,1,0,22,1,0,5,13,31,101,0,75,19,10,0,14,1,49,125,9,12,0,18,0,1,0,2,39,41,42,0,0,29,5,0,238,27,6,3,"42,"
