year,alcoholic_beverages_beverages_alcoholic,alcoholic_beverages_beverages_fermented,alcoholic_beverages_grapes,animal_products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy_roots_cassava,starchy_roots_potatoes,starchy_roots_roots_other,starchy_roots_sweet_potatoes,starchy_roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,3,23,2,59,3,6,274,298,0,79,0,0,9,0,7,0,0,7,0,0,3,0,0,18,0,22,6,0,112,0,8,0,0,3,59,0,20,0,0,10,0,562,0,23,7,387,0,0,0,21,1,0,1,14
1962,4,22,2,62,2,71,281,289,0,59,0,0,23,0,7,0,0,7,0,0,3,0,0,18,0,102,15,0,120,0,8,0,0,1,62,0,27,0,0,8,0,558,0,22,5,369,0,0,0,41,1,0,1,13
1963,3,19,2,68,3,37,305,255,0,78,0,0,27,0,7,0,0,7,0,0,3,0,0,17,0,67,13,0,118,0,8,0,0,4,68,0,33,0,0,10,0,575,0,21,6,351,0,0,0,24,1,0,1,13
1964,4,28,3,75,3,24,248,375,0,96,0,0,28,0,7,0,0,7,0,0,3,0,0,18,0,72,8,0,115,0,7,0,0,2,55,0,35,0,0,11,0,587,0,19,9,340,0,0,0,28,1,0,1,15
1965,3,27,2,76,3,23,279,350,0,99,0,0,31,0,7,0,0,7,0,0,3,0,0,25,0,90,8,0,114,0,7,0,0,2,71,0,31,0,0,9,0,598,0,20,7,356,0,0,0,20,1,0,1,14
1966,3,31,2,77,3,17,285,402,0,68,0,0,43,0,7,0,0,7,0,0,3,0,0,25,0,31,6,0,108,0,8,0,0,2,69,0,20,0,0,9,0,602,0,20,10,323,0,0,0,47,1,0,1,14
1967,2,35,2,79,3,5,340,458,0,69,0,0,29,0,7,0,0,7,0,0,3,0,0,24,0,53,8,0,101,0,7,0,0,3,73,0,20,0,0,9,0,575,0,20,9,316,0,0,0,49,1,0,1,13
1968,3,28,2,71,4,5,320,373,0,83,0,0,30,0,7,0,0,7,0,0,3,0,0,24,0,46,12,0,97,0,7,1,0,2,68,0,21,0,0,8,0,567,0,20,10,307,0,0,0,64,0,0,1,14
1969,6,21,2,77,6,6,369,278,0,57,0,0,38,0,7,0,0,7,0,0,3,0,0,20,0,13,23,0,96,0,7,1,0,4,61,0,19,0,0,8,0,565,0,19,7,305,0,0,0,45,0,0,1,13
1970,4,22,2,69,6,13,384,287,0,51,0,0,52,0,7,0,0,7,0,0,3,0,1,14,0,55,19,4,88,0,7,1,0,2,54,0,25,0,0,8,0,568,0,19,1,283,0,0,0,40,0,0,1,13
