"year","alcoholic-beverages_beverages_alcoholic","alcoholic-beverages_beverages_fermented","alcoholic-beverages_grapes","animal-products_animal_products","cereals_barley","cereals_cereals_other","cereals_maize","cereals_millets","cereals_oats","cereals_rice","cereals_rye","cereals_sorghum","cereals_wheat","fruits_apples","fruits_bananas_and_plantains","fruits_citrus_other","fruits_dates","fruits_fruits_other","fruits_grapefruit","fruits_lemons_and_limes","fruits_oranges_and_mandarines","fruits_pineapples","miscellaneous_miscellaneous","oilcrops_coconuts","oilcrops_cottonseed_oil","oilcrops_groundnut","oilcrops_oilcrops_other","oilcrops_olives","oilcrops_palm_oil","oilcrops_rape_and_mustard","oilcrops_sesame","oilcrops_soybean","oilcrops_sunflower","oilcrops_treenuts","pulses_beans","pulses_peas","pulses_pulses_other","spices_cloves","spices_pepper","spices_pimento","spices_spices_other","starchy-roots_cassava","starchy-roots_potatoes","starchy-roots_roots_other","starchy-roots_sweet_potatoes","starchy-roots_yams","stimulants_cocoa_beans","stimulants_coffee","stimulants_tea","sugarcrops_sugar","sugarcrops_sweeteners_other","vegetables_onions","vegetables_tomatoes","vegetables_vegetables_other,"
1961,98,0,136,345,7,0,343,6,0,129,68,0,488,9,6,0,0,74,0,0,14,0,0,1,0,56,0,161,4,0,1,0,0,47,52,0,13,0,0,0,0,0,162,0,3,0,1,2,0,181,0,9,6,"46,"
1962,76,0,136,343,7,0,348,7,0,127,100,0,594,8,5,0,0,69,0,1,17,0,0,1,0,43,0,165,13,0,1,0,0,52,37,0,14,0,0,0,0,0,162,0,3,0,1,2,0,179,0,8,9,"43,"
1963,114,0,171,352,6,0,344,7,0,128,140,0,554,13,5,0,0,81,0,0,11,0,0,1,0,40,0,161,22,0,4,1,0,37,46,0,22,0,0,0,0,0,170,0,3,0,1,2,0,172,0,10,8,"48,"
1964,110,0,117,369,7,0,274,8,0,127,99,0,524,11,6,0,0,84,0,0,16,0,0,7,0,39,3,169,17,0,4,0,0,49,52,0,16,0,0,0,0,0,184,0,3,0,2,1,0,174,0,8,12,"50,"
1965,115,0,125,384,8,0,242,6,0,130,134,0,656,13,7,0,0,82,0,1,16,0,0,4,0,191,4,173,17,0,8,1,0,30,37,0,6,0,0,0,0,0,179,0,4,1,2,2,0,178,0,9,17,"50,"
1966,116,0,177,382,11,1,273,8,0,141,64,0,567,12,7,0,0,37,0,1,14,0,0,12,0,131,0,190,23,0,5,0,0,51,56,0,22,0,0,0,0,0,177,0,4,1,1,2,0,205,0,5,17,"55,"
1967,100,0,186,419,12,0,257,9,0,137,124,0,593,13,8,0,0,45,0,1,14,0,0,6,0,167,0,173,28,0,6,1,0,52,53,0,27,0,0,0,0,0,208,0,4,1,1,2,0,209,0,9,16,"57,"
1968,101,0,192,408,14,0,254,10,0,133,140,0,653,10,8,0,0,35,0,0,11,0,0,16,0,139,4,182,20,0,5,1,0,42,49,0,21,0,0,0,0,0,196,0,4,0,1,2,0,233,0,7,13,"63,"
1969,108,0,207,435,16,6,257,11,0,141,114,0,635,12,10,0,0,31,0,0,13,0,0,1,0,152,0,177,43,0,6,2,0,46,54,0,17,0,0,0,0,0,201,0,4,1,2,3,0,258,0,7,22,"60,"
1970,83,0,165,447,20,1,263,6,0,147,105,0,651,12,12,0,0,44,0,0,12,0,0,2,0,104,7,177,44,0,2,11,0,56,53,0,20,0,0,0,0,0,199,0,4,0,2,2,0,261,0,9,11,"63,"
