"year","alcoholic-beverages_beverages_alcoholic","alcoholic-beverages_beverages_fermented","alcoholic-beverages_grapes","animal-products_animal_products","cereals_barley","cereals_cereals_other","cereals_maize","cereals_millets","cereals_oats","cereals_rice","cereals_rye","cereals_sorghum","cereals_wheat","fruits_apples","fruits_bananas_and_plantains","fruits_citrus_other","fruits_dates","fruits_fruits_other","fruits_grapefruit","fruits_lemons_and_limes","fruits_oranges_and_mandarines","fruits_pineapples","miscellaneous_miscellaneous","oilcrops_coconuts","oilcrops_cottonseed_oil","oilcrops_groundnut","oilcrops_oilcrops_other","oilcrops_olives","oilcrops_palm_oil","oilcrops_rape_and_mustard","oilcrops_sesame","oilcrops_soybean","oilcrops_sunflower","oilcrops_treenuts","pulses_beans","pulses_peas","pulses_pulses_other","spices_cloves","spices_pepper","spices_pimento","spices_spices_other","starchy-roots_cassava","starchy-roots_potatoes","starchy-roots_roots_other","starchy-roots_sweet_potatoes","starchy-roots_yams","stimulants_cocoa_beans","stimulants_coffee","stimulants_tea","sugarcrops_sugar","sugarcrops_sweeteners_other","vegetables_onions","vegetables_tomatoes","vegetables_vegetables_other,"
1961,24,0,0,173,4,0,1038,0,3,13,0,4,130,1,33,5,0,10,0,0,0,2,0,1,24,1,16,1,0,0,0,0,0,0,76,0,15,0,0,0,0,1,3,0,0,0,0,4,0,206,2,2,4,"11,"
1962,23,0,0,164,3,0,1041,0,3,17,0,4,134,1,33,5,0,10,0,0,0,2,0,1,41,1,15,1,0,0,0,0,0,0,75,0,12,0,0,0,0,1,4,0,0,0,0,4,0,223,2,2,4,"12,"
1963,23,0,0,181,4,0,1048,0,4,19,0,4,134,1,33,5,0,10,0,0,0,2,0,1,50,1,19,1,0,0,0,0,0,0,84,0,14,0,0,0,0,1,3,0,0,0,0,4,0,214,2,2,4,"11,"
1964,22,0,0,187,4,0,1073,0,5,22,0,4,139,0,35,6,0,10,0,0,0,2,0,1,62,1,11,1,0,0,0,0,0,0,88,0,13,0,0,0,0,1,3,0,0,0,0,4,0,225,1,2,4,"12,"
1965,22,0,0,169,5,0,1056,0,3,21,0,4,142,0,35,5,0,10,0,0,0,2,0,2,68,1,11,1,0,0,0,1,0,0,95,0,14,0,0,0,0,2,3,0,0,0,0,5,0,254,2,2,5,"12,"
1966,21,0,0,158,5,0,1063,0,2,23,0,4,143,1,34,6,0,10,0,0,0,2,0,2,78,1,1,0,0,0,0,0,0,0,95,0,11,0,0,0,1,2,4,0,0,0,0,4,0,263,1,2,5,"11,"
1967,18,0,0,166,5,0,1062,0,2,22,0,4,144,1,33,6,0,9,0,0,0,2,0,2,70,1,1,1,0,0,0,1,0,0,104,0,10,0,0,0,2,2,4,0,0,0,0,4,0,264,3,2,6,"11,"
1968,18,0,0,170,5,0,1051,0,0,22,0,4,156,1,32,6,0,10,0,0,0,2,0,1,76,1,1,1,0,0,0,0,0,0,105,0,10,0,0,0,2,2,4,0,0,0,0,4,0,270,3,2,6,"11,"
1969,17,0,0,175,5,0,1105,0,1,21,0,4,148,1,31,5,0,10,0,0,0,2,0,1,74,1,1,1,0,0,3,0,0,0,93,0,10,0,0,0,2,2,3,0,0,0,0,4,0,264,2,2,6,"11,"
1970,16,0,0,183,5,1,1103,0,2,27,0,5,139,1,30,5,0,10,0,0,0,2,0,1,76,1,0,1,0,0,4,1,0,0,89,0,10,0,0,0,3,2,3,0,0,0,0,4,0,270,3,2,6,"10,"
1971,19,0,0,180,6,0,1057,0,1,25,0,7,154,1,29,5,0,11,0,0,0,2,0,1,81,1,0,1,0,0,3,0,0,0,94,0,10,0,0,0,2,2,2,0,0,0,0,4,0,269,2,2,6,"12,"
1972,21,0,0,177,6,0,1059,0,0,29,0,7,148,1,28,5,0,11,0,0,0,2,2,1,82,1,0,1,0,0,2,2,0,0,88,0,10,0,0,0,2,2,2,0,0,0,0,4,0,278,3,2,6,"12,"
1973,29,0,0,169,7,0,1079,0,0,28,0,7,146,1,27,5,0,12,0,0,0,2,1,1,87,1,1,1,0,0,3,0,0,0,99,0,10,0,0,0,4,2,3,0,0,0,0,5,0,298,2,2,6,"13,"
1974,28,0,0,164,8,0,1068,0,0,28,0,9,144,1,27,5,0,11,0,0,0,2,2,1,92,1,0,0,0,0,5,1,0,0,94,0,10,0,0,0,4,2,4,0,0,0,0,5,0,290,2,2,6,"13,"
1975,27,0,0,165,8,0,1100,0,2,29,0,14,146,1,26,6,0,12,0,0,0,3,1,1,99,1,0,0,0,0,4,0,0,0,94,0,10,0,0,0,5,2,5,0,0,0,0,4,0,325,2,2,5,"12,"
1976,28,0,1,155,9,0,1032,0,0,27,0,13,170,1,25,5,0,9,0,0,0,2,3,1,95,1,0,1,0,0,5,2,0,0,97,0,10,0,0,0,5,2,6,0,0,0,0,5,0,325,3,2,5,"12,"
1977,21,0,1,155,9,0,1000,0,4,28,0,13,206,1,24,5,0,10,0,0,0,3,4,1,113,1,1,0,0,0,2,4,0,0,99,0,10,0,0,0,8,2,6,0,0,0,0,5,0,340,2,1,5,"12,"
1978,19,0,1,167,10,0,988,0,4,27,0,13,222,1,25,5,0,10,0,0,0,3,5,1,120,2,0,0,0,0,2,4,0,0,96,0,10,0,0,0,11,2,8,0,0,0,0,5,0,334,2,1,5,"12,"
1979,19,0,1,166,10,0,1006,0,4,41,0,12,206,1,23,5,0,7,0,0,0,3,5,1,126,0,0,1,0,0,1,7,0,0,91,0,10,0,0,0,8,2,7,0,0,0,0,5,0,334,3,1,5,"10,"
1980,20,0,0,162,10,0,1002,0,3,37,0,17,205,1,16,0,0,5,0,4,6,3,5,1,128,0,0,1,0,0,3,10,0,0,89,0,10,0,0,0,10,2,8,0,0,0,0,8,0,369,3,1,4,"10,"
1981,21,0,1,153,11,0,1136,0,0,32,0,19,265,1,22,0,0,8,0,4,6,3,5,2,136,0,1,0,0,0,16,17,0,0,98,0,10,0,0,0,1,2,9,0,0,0,0,9,0,363,4,3,5,"14,"
1982,25,0,0,154,10,0,1152,0,2,41,0,16,152,1,25,0,0,10,0,4,7,3,5,1,99,1,4,0,0,0,1,10,0,0,94,0,10,0,0,0,5,2,19,0,0,0,1,10,0,362,4,2,5,"14,"
1983,25,0,1,160,8,0,1073,0,1,32,0,17,159,0,25,0,0,9,0,4,7,3,1,1,67,1,1,0,2,0,9,13,0,0,96,0,10,0,0,0,8,2,10,0,0,0,1,8,0,329,3,2,5,"14,"
1984,27,0,1,152,9,1,917,0,1,33,0,19,173,1,25,0,0,7,0,4,7,3,1,1,56,1,0,0,1,0,23,19,0,1,91,0,10,0,0,0,7,2,12,0,0,0,1,8,0,350,3,2,5,"14,"
1985,27,0,1,148,9,1,1070,0,1,21,0,20,166,1,29,0,0,9,0,5,7,3,1,0,61,0,7,0,1,0,15,29,8,1,125,0,10,0,0,0,3,2,7,0,0,0,1,5,0,359,2,2,5,"14,"
1986,23,0,1,151,7,1,1213,0,0,39,0,19,141,3,26,0,0,7,0,5,7,3,1,0,58,1,1,0,14,0,12,13,43,1,101,0,9,0,0,0,1,2,11,0,0,0,1,3,0,377,1,4,5,"16,"
1987,23,0,1,160,9,0,1169,0,0,37,0,19,181,3,20,0,0,5,0,5,8,5,1,0,9,2,1,0,12,0,6,38,38,5,113,0,28,0,0,0,1,2,11,0,0,0,0,2,0,379,3,2,5,"16,"
1988,26,0,1,166,10,0,1219,0,0,35,0,21,168,3,18,0,0,7,0,6,8,5,0,2,18,2,1,0,14,0,4,33,34,6,97,0,30,0,0,0,1,3,5,0,0,0,0,2,0,367,3,3,6,"18,"
1989,22,0,2,166,7,0,1060,0,0,32,0,18,164,3,22,0,0,8,0,6,8,5,0,0,44,2,0,0,14,0,3,34,40,7,88,0,27,0,0,0,1,3,6,0,0,0,1,2,0,374,3,7,7,"23,"
1990,26,0,2,161,7,0,1123,0,0,25,0,18,175,3,18,0,0,12,0,5,8,5,0,1,20,2,0,0,15,0,3,38,68,8,111,0,27,0,0,0,1,4,7,0,0,0,1,2,0,411,4,7,7,"22,"
1991,18,0,2,153,7,0,1115,0,0,30,0,17,184,3,16,0,0,10,0,5,8,5,0,0,20,1,1,0,14,0,2,59,36,12,105,0,28,0,0,0,1,3,6,0,0,0,1,1,0,408,3,6,6,"21,"
1992,19,0,2,162,7,0,1008,0,0,68,0,12,217,3,13,0,0,6,0,5,8,6,0,3,33,2,0,0,11,0,2,50,25,12,107,0,28,0,0,0,1,3,7,0,0,0,1,2,0,336,4,6,6,"21,"
1993,15,0,2,167,7,3,1135,0,0,45,0,11,200,3,11,0,0,25,0,5,8,6,1,3,6,1,3,2,8,0,1,55,44,13,87,0,32,0,0,0,1,4,6,0,0,0,2,2,0,341,4,5,7,"15,"
1994,11,0,2,184,7,3,1112,0,0,33,0,10,221,3,11,0,0,29,0,5,7,6,1,1,13,2,1,0,11,0,2,51,26,13,79,0,30,0,0,0,3,3,6,0,0,0,3,1,0,356,4,6,7,"14,"
1995,14,0,3,189,9,5,1043,0,0,41,0,11,199,2,10,0,0,34,0,5,9,6,1,2,10,2,0,1,12,0,3,35,60,13,75,0,31,0,0,0,3,4,6,0,0,0,1,0,0,352,4,7,8,"15,"
1996,14,0,3,194,10,7,1049,0,0,23,0,10,209,3,11,0,0,34,0,5,9,6,1,3,11,3,0,1,21,0,3,31,40,13,64,0,30,0,0,0,1,3,8,0,0,0,2,4,0,327,5,5,8,"14,"
1997,12,0,3,207,9,4,905,0,0,26,0,9,242,3,11,1,0,34,0,5,9,6,1,4,3,2,0,1,19,0,2,36,59,13,56,0,30,0,0,0,1,3,8,0,0,0,2,3,0,322,4,8,8,"14,"
1998,8,0,3,204,9,3,897,0,0,16,0,7,258,3,11,1,0,34,0,5,10,6,1,4,2,3,0,1,29,0,5,43,52,12,64,0,29,0,0,0,2,3,7,0,0,0,3,5,0,324,5,9,7,"16,"
1999,7,0,3,199,7,7,862,0,0,37,0,5,232,4,9,1,0,33,0,5,9,6,1,4,2,2,0,1,32,0,13,59,47,12,65,0,29,0,0,0,3,4,8,0,0,0,2,3,0,338,5,7,7,"16,"
2000,8,0,3,199,10,7,847,0,0,46,0,4,221,3,7,1,0,33,0,5,10,6,1,4,3,3,0,1,34,0,16,73,39,12,67,0,28,0,0,0,3,4,10,0,0,0,3,2,0,344,4,7,6,"17,"
2001,11,0,3,225,8,11,860,0,0,43,0,4,247,3,7,1,0,23,0,5,11,6,4,4,1,3,1,2,39,0,16,78,40,12,68,0,27,0,0,0,2,3,11,0,0,0,2,2,0,332,5,8,6,"18,"
2002,14,0,3,256,8,14,878,0,0,63,0,4,235,2,7,1,0,28,0,5,14,6,6,5,1,4,1,2,37,0,15,99,39,12,71,0,26,0,0,0,1,3,8,0,0,0,2,2,0,326,5,7,7,"20,"
2003,9,0,2,258,8,12,804,0,1,49,0,4,255,2,6,1,0,27,0,3,13,3,4,5,2,5,0,1,33,0,21,120,23,12,69,0,26,0,0,0,2,3,15,0,0,0,2,2,0,324,4,9,8,"26,"
2004,9,0,3,255,8,16,785,0,0,62,0,5,254,2,6,1,0,27,0,3,13,3,4,5,1,5,0,1,36,0,34,119,22,11,67,0,25,0,0,0,2,3,16,0,0,0,2,5,0,318,4,3,8,"23,"
