"year","alcoholic-beverages_beverages_alcoholic","alcoholic-beverages_beverages_fermented","alcoholic-beverages_grapes","animal-products_animal_products","cereals_barley","cereals_cereals_other","cereals_maize","cereals_millets","cereals_oats","cereals_rice","cereals_rye","cereals_sorghum","cereals_wheat","fruits_apples","fruits_bananas_and_plantains","fruits_citrus_other","fruits_dates","fruits_fruits_other","fruits_grapefruit","fruits_lemons_and_limes","fruits_oranges_and_mandarines","fruits_pineapples","miscellaneous_miscellaneous","oilcrops_coconuts","oilcrops_cottonseed_oil","oilcrops_groundnut","oilcrops_oilcrops_other","oilcrops_olives","oilcrops_palm_oil","oilcrops_rape_and_mustard","oilcrops_sesame","oilcrops_soybean","oilcrops_sunflower","oilcrops_treenuts","pulses_beans","pulses_peas","pulses_pulses_other","spices_cloves","spices_pepper","spices_pimento","spices_spices_other","starchy-roots_cassava","starchy-roots_potatoes","starchy-roots_roots_other","starchy-roots_sweet_potatoes","starchy-roots_yams","stimulants_cocoa_beans","stimulants_coffee","stimulants_tea","sugarcrops_sugar","sugarcrops_sweeteners_other","vegetables_onions","vegetables_tomatoes","vegetables_vegetables_other,"
1961,7,0,3,293,12,22,258,0,5,76,0,0,389,6,57,0,0,12,0,2,11,1,0,0,2,41,0,0,0,0,0,4,0,0,4,6,10,0,0,0,0,72,171,14,6,0,1,1,0,192,0,8,7,"36,"
1962,6,0,3,292,11,25,258,0,5,93,0,0,388,6,66,0,0,12,0,2,11,1,0,0,2,39,3,0,0,0,0,2,0,0,4,6,9,0,0,0,0,65,173,13,6,0,1,1,0,199,0,8,7,"37,"
1963,12,0,3,311,11,28,247,0,5,76,0,0,421,6,75,0,0,12,0,2,11,1,0,0,2,34,9,0,0,0,0,3,0,0,6,6,10,0,0,0,0,65,175,14,6,0,1,1,0,198,0,7,7,"39,"
1964,15,0,2,292,12,35,201,0,5,81,0,0,370,6,84,0,0,11,0,2,11,1,0,0,3,37,12,0,0,0,0,13,0,2,6,6,9,0,0,0,0,64,178,14,6,0,1,2,0,203,0,8,6,"38,"
1965,12,0,2,294,12,26,224,0,5,87,0,0,420,6,87,0,0,11,0,2,11,0,0,0,3,43,2,0,0,0,0,6,0,3,6,5,9,0,0,0,0,66,177,14,6,0,1,1,0,221,0,8,8,"42,"
1966,11,0,2,315,12,26,239,0,5,91,1,0,379,6,93,0,0,11,0,2,12,1,1,0,3,41,2,0,0,0,0,5,0,2,6,5,8,0,0,0,0,70,165,13,5,0,1,1,0,231,0,9,8,"47,"
1967,12,0,2,316,13,22,231,0,5,92,1,0,419,6,99,0,0,11,0,2,12,1,1,0,4,47,1,0,0,0,0,5,0,3,6,5,8,0,0,0,0,77,154,14,5,0,1,2,0,243,0,9,8,"46,"
1968,14,0,2,321,13,23,224,0,5,117,1,0,390,6,102,0,0,11,0,2,12,1,1,0,3,52,1,0,0,0,0,2,0,2,6,5,8,0,0,0,0,83,189,14,5,0,1,2,0,250,0,9,9,"46,"
1969,13,0,2,345,13,22,231,0,4,104,1,0,337,6,103,0,0,11,0,1,9,1,1,0,6,54,1,0,0,0,0,5,0,2,7,5,9,0,0,0,0,87,194,14,5,0,1,2,0,261,0,8,6,"37,"
1970,11,0,2,359,14,24,217,0,5,114,1,0,392,6,106,0,0,11,0,2,10,1,1,0,7,41,9,0,0,0,0,7,0,7,1,5,10,0,0,0,1,88,198,15,5,0,1,2,0,278,0,9,5,"41,"
