year,alcoholic_beverages_beverages_alcoholic,alcoholic_beverages_beverages_fermented,alcoholic_beverages_grapes,animal_products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy_roots_cassava,starchy_roots_potatoes,starchy_roots_roots_other,starchy_roots_sweet_potatoes,starchy_roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,17,8,25,101,2,0,431,84,0,32,0,0,64,0,48,10,0,6,0,0,0,2,1,0,1,30,1,15,86,0,2,0,10,1,72,0,0,0,0,0,0,604,4,0,42,0,0,0,0,51,0,0,0,18
1962,15,8,18,106,5,0,423,89,0,25,0,0,74,0,49,10,0,6,0,0,0,3,1,0,9,53,2,16,85,0,2,0,9,1,73,0,0,0,0,0,0,568,3,0,46,0,1,0,0,71,0,0,0,18
1963,10,8,22,107,6,0,392,88,0,32,0,0,79,0,52,10,0,6,0,0,0,2,1,0,4,52,3,15,70,0,2,0,9,1,74,0,0,0,0,0,0,615,8,0,56,0,0,0,0,83,0,0,0,18
1964,6,8,26,117,6,0,408,92,0,28,0,0,81,0,53,10,0,6,0,0,0,3,1,0,4,42,3,18,75,0,2,0,10,1,90,0,0,0,0,0,0,584,11,0,62,0,0,0,0,68,0,1,0,18
1965,5,7,29,121,6,0,387,70,0,39,0,0,100,0,53,10,0,6,0,0,0,3,1,0,10,48,4,15,72,0,2,0,10,1,63,0,0,0,0,0,0,624,9,0,65,0,0,0,0,69,0,1,0,18
1966,4,7,32,121,8,0,380,85,0,33,0,0,88,0,51,10,0,6,0,0,0,3,1,0,8,47,4,17,77,0,2,0,10,1,70,0,0,0,0,0,0,652,8,0,54,0,0,0,0,67,0,0,0,18
1967,4,8,28,130,7,0,383,90,0,36,0,0,100,0,51,10,0,6,0,0,0,2,1,0,11,47,5,17,69,0,2,0,11,1,76,0,0,0,0,0,0,643,8,0,61,0,0,0,0,73,0,0,0,18
1968,7,7,26,130,9,0,336,88,0,16,0,0,113,0,48,10,0,6,0,0,0,3,1,0,17,50,6,19,64,0,2,0,8,1,69,0,0,0,0,0,0,618,9,0,58,0,0,0,0,94,0,0,0,18
1969,6,8,26,133,11,0,398,89,0,17,0,0,122,0,54,10,0,6,0,0,0,3,1,0,19,23,6,20,71,0,1,0,9,2,61,0,0,0,0,0,0,664,9,0,59,0,0,0,0,80,1,0,0,18
1970,9,7,23,141,13,0,342,87,0,28,0,0,128,1,61,10,0,6,0,0,0,3,1,0,22,30,8,20,65,0,2,0,13,1,71,0,0,0,0,0,0,669,9,0,59,0,0,0,0,101,0,0,0,18
1971,11,7,17,135,15,0,361,86,0,28,0,0,135,1,56,10,0,6,0,0,0,3,1,0,18,38,7,24,72,0,2,0,8,1,74,0,0,0,0,0,0,672,8,0,59,0,0,0,0,110,0,0,0,18
1972,8,7,13,126,16,0,379,85,0,20,0,0,140,1,41,10,0,6,0,0,0,3,1,0,11,28,5,10,104,0,3,0,1,1,68,0,0,0,0,0,0,665,8,0,59,0,0,0,0,106,1,0,0,17
1973,14,7,12,128,18,0,345,84,0,24,0,0,126,1,46,10,0,6,0,0,0,3,2,0,31,34,3,7,83,0,3,0,5,1,66,0,0,0,0,0,0,649,9,0,60,0,0,0,0,102,1,0,0,17
1974,3,7,12,129,15,0,406,83,0,15,0,0,118,1,52,10,0,6,0,0,0,3,2,0,38,27,2,8,72,0,3,0,12,1,73,0,0,0,0,0,0,578,8,0,58,0,0,0,0,99,1,0,0,18
1975,4,7,6,131,10,0,476,76,0,30,0,0,113,0,44,8,0,4,0,0,0,5,2,0,12,26,3,3,89,0,4,0,12,1,87,0,0,0,0,0,0,525,7,0,57,0,0,0,0,84,0,0,0,16
1976,5,7,3,137,12,0,454,80,0,41,0,0,104,0,51,9,0,5,0,0,0,4,2,0,14,22,5,0,83,21,4,10,12,1,85,0,0,0,0,0,0,493,8,0,56,0,0,0,0,127,0,0,0,17
1977,4,6,1,175,12,0,445,48,0,68,0,0,109,0,44,9,0,5,0,0,0,5,3,0,12,31,15,8,85,11,5,42,12,1,88,0,0,0,0,0,0,480,9,0,55,0,0,0,0,131,0,0,0,17
