year,alcoholic-beverages_beverages_alcoholic,alcoholic-beverages_beverages_fermented,alcoholic-beverages_grapes,animal-products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy-roots_cassava,starchy-roots_potatoes,starchy-roots_roots_other,starchy-roots_sweet_potatoes,starchy-roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,23,0,33,410,18,2,1089,8,7,29,3,53,403,2,5,0,0,9,0,0,6,3,0,11,2,32,0,0,1,0,0,1,31,0,19,3,8,0,0,2,1,0,23,0,5,0,3,1,1,383,0,3,5,29
1962,24,0,37,410,19,2,1097,6,7,24,2,52,366,2,4,0,1,8,1,0,5,3,0,13,2,25,0,0,1,0,0,1,29,0,15,4,4,0,0,2,1,0,22,0,6,0,3,1,1,382,0,3,4,28
1963,32,0,36,398,22,2,1138,4,7,32,3,51,361,4,5,0,0,7,1,0,6,2,0,13,4,39,0,0,1,0,0,1,32,1,21,3,4,0,0,2,1,0,26,0,4,0,3,1,1,418,0,3,4,29
1964,38,0,39,407,26,1,1121,4,7,30,4,52,393,3,3,0,0,12,1,0,6,3,0,11,4,37,0,0,1,0,0,1,26,1,20,4,3,0,0,2,1,0,27,0,5,0,4,1,1,423,0,3,5,30
1965,30,0,45,456,28,1,1192,5,7,33,1,52,384,2,3,0,0,11,1,0,5,2,0,9,6,49,0,0,2,0,0,2,24,1,20,4,4,0,0,2,1,0,27,0,4,0,3,1,1,406,0,3,5,29
1966,33,0,41,449,31,1,1071,5,11,36,1,44,423,5,3,0,0,7,1,0,3,2,0,13,4,49,0,0,1,0,0,5,24,1,24,1,4,0,0,2,1,0,28,0,4,0,4,1,1,387,0,3,5,29
1967,31,0,41,454,29,1,1078,4,10,35,3,42,356,3,4,0,0,9,1,0,8,3,0,9,3,52,0,0,1,0,0,3,30,1,33,3,7,0,0,2,1,0,32,0,5,0,4,1,1,364,0,3,6,29
1968,20,0,47,453,31,1,1136,5,4,36,1,44,352,3,3,0,0,11,1,0,7,2,0,12,3,53,0,0,1,0,0,3,31,1,24,3,6,0,0,2,1,0,34,0,4,0,4,1,1,372,0,4,5,27
1969,33,0,46,451,35,1,1108,5,6,36,2,41,403,3,5,0,1,11,1,0,8,2,0,10,5,57,0,0,1,0,0,4,33,1,19,2,8,0,0,2,1,0,33,0,4,0,3,1,1,373,0,4,6,27
1970,30,0,38,433,33,0,1116,5,9,33,3,43,429,3,5,0,1,11,1,0,10,3,0,13,3,63,0,0,1,0,0,4,31,1,18,1,4,0,0,2,1,0,38,0,4,0,5,1,1,384,0,4,5,28
1971,44,0,48,439,33,0,1028,5,1,38,2,43,443,5,6,0,0,9,1,0,9,3,1,13,2,55,0,0,2,0,0,5,39,1,27,2,6,0,0,2,1,0,38,0,4,0,4,1,1,391,0,4,5,27
1972,45,0,45,433,40,0,1059,5,3,35,2,40,463,4,5,0,0,12,1,0,11,3,0,12,2,65,0,0,2,0,0,6,42,1,22,2,7,0,0,2,1,0,41,0,4,0,4,1,1,397,0,4,7,26
1973,43,0,44,439,44,0,1033,5,3,39,2,40,478,4,6,0,1,10,1,0,8,3,0,13,7,77,0,0,2,0,0,6,67,1,22,2,3,0,0,2,1,0,32,0,4,0,4,1,1,417,0,4,5,26
