year,alcoholic_beverages_beverages_alcoholic,alcoholic_beverages_beverages_fermented,alcoholic_beverages_grapes,animal_products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy_roots_cassava,starchy_roots_potatoes,starchy_roots_roots_other,starchy_roots_sweet_potatoes,starchy_roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,2,0,0,251,6,3,11,0,0,1183,0,0,189,1,56,0,0,19,0,0,1,12,5,205,0,34,8,0,14,0,0,9,0,2,14,4,11,0,3,4,8,27,5,1,14,0,1,1,0,282,17,3,1,11
1962,1,0,0,260,5,5,17,0,2,1255,0,0,191,1,55,0,0,20,0,0,1,16,1,189,0,31,5,0,12,0,3,9,0,3,16,4,11,0,3,4,9,23,4,2,13,0,1,1,0,233,15,3,1,13
1963,2,0,0,262,4,13,28,0,0,1260,0,0,197,1,52,0,0,19,0,0,1,13,4,207,0,30,7,0,22,0,3,8,0,3,13,4,11,0,1,3,8,25,4,2,14,0,1,1,0,212,2,3,1,11
1964,2,0,0,262,5,1,23,0,7,1197,0,0,197,1,49,0,0,21,0,0,1,15,4,211,0,35,6,0,20,0,3,9,0,4,14,4,11,0,1,4,9,13,4,3,14,0,1,1,0,253,6,3,1,10
1965,2,0,0,263,7,6,16,0,8,1149,0,0,230,1,50,0,0,18,0,0,2,19,4,204,0,33,7,0,29,0,2,9,0,3,14,4,10,0,0,3,10,19,4,4,14,0,2,1,0,255,6,3,1,10
1966,1,0,0,264,7,7,19,0,2,1146,0,0,202,1,32,0,0,22,0,0,2,19,4,209,0,35,10,0,28,0,2,9,0,3,17,3,9,0,2,4,11,32,4,3,13,0,1,1,0,273,6,3,1,11
1967,2,0,0,266,6,8,22,0,4,1153,0,0,190,1,29,0,0,21,0,0,2,21,4,219,0,34,10,0,41,0,3,9,0,3,16,3,8,0,2,4,10,35,4,3,13,0,1,1,0,263,5,3,1,9
1968,1,0,0,280,6,9,22,0,5,1125,0,0,211,1,29,0,0,21,0,0,2,20,4,203,0,35,11,0,26,11,2,11,0,4,15,4,9,0,3,3,10,29,4,1,9,0,2,1,0,328,5,3,1,15
1969,1,0,1,280,7,8,24,0,7,1167,0,0,256,1,36,0,0,20,0,0,2,22,5,202,0,25,8,0,23,6,2,11,6,4,15,4,9,0,2,3,10,29,4,2,8,0,1,1,0,317,10,4,1,14
1970,1,0,1,294,8,6,23,0,6,1176,0,0,221,1,43,0,3,17,0,0,2,22,6,210,0,26,10,0,26,1,3,10,1,3,15,4,9,0,2,3,12,39,4,2,7,0,1,1,0,344,5,4,1,15
1971,1,0,1,284,8,5,15,0,5,1227,0,0,204,1,46,0,2,17,0,0,2,21,5,209,0,23,7,0,56,1,2,9,0,3,14,3,8,0,1,3,10,37,4,2,8,0,1,1,0,258,4,3,1,14
1972,1,0,1,277,8,2,18,0,2,1183,0,0,242,1,46,0,1,17,0,0,2,21,1,188,0,31,9,0,71,1,2,9,0,3,17,3,7,0,0,2,10,40,4,2,6,0,1,1,0,296,4,4,1,16
1973,2,0,0,306,10,4,21,0,2,1218,0,0,251,1,42,0,2,17,0,0,1,18,0,160,0,32,14,0,76,1,3,9,1,3,15,4,8,0,0,4,11,44,4,2,5,0,1,1,1,290,4,4,1,12
1974,1,0,0,328,12,2,26,0,3,1236,0,0,209,1,46,0,2,17,0,0,1,18,1,158,0,29,9,0,103,0,3,8,0,5,14,2,7,0,0,2,9,57,4,2,4,0,1,1,0,296,4,4,1,10
1975,1,0,0,345,10,3,21,0,2,1184,0,0,202,1,44,0,1,19,0,0,1,14,0,172,0,31,4,0,125,0,2,8,1,6,11,2,7,0,1,3,10,48,4,2,4,0,1,1,0,284,4,4,0,12
1976,2,0,0,362,14,12,24,0,2,1147,0,0,234,1,47,0,1,18,0,0,1,12,0,181,0,29,16,0,119,0,2,8,1,5,8,2,7,0,1,4,9,44,3,1,3,0,1,1,1,273,4,4,0,13
1977,1,0,0,378,14,16,21,0,1,1039,0,0,269,1,45,0,1,20,0,0,1,12,2,151,0,29,10,0,151,0,2,9,0,5,10,2,6,0,1,2,9,57,4,2,4,0,0,0,1,341,4,4,0,12
1978,2,0,0,394,15,19,17,0,3,1042,0,0,273,1,42,0,2,24,0,0,1,11,1,140,0,27,6,0,187,0,3,10,1,4,16,2,6,0,1,2,12,54,5,2,4,0,0,1,1,319,5,4,1,10
1979,2,0,1,399,16,21,18,0,1,1085,0,0,255,2,43,0,2,24,0,0,2,14,1,97,0,28,14,0,241,0,3,11,1,3,16,3,5,0,1,2,11,46,4,2,3,0,0,1,1,332,5,5,1,11
1980,2,0,1,411,20,15,16,0,1,1060,0,0,238,2,41,0,1,24,0,0,2,11,0,88,0,30,21,0,259,0,3,24,0,3,21,4,5,0,0,4,11,49,6,3,3,0,0,1,1,358,6,6,1,12
1981,2,0,1,405,14,17,14,0,1,1066,0,0,235,2,41,0,1,20,0,0,2,11,0,88,0,33,5,0,330,0,3,21,2,1,13,4,6,0,0,6,12,54,5,2,2,0,0,1,1,295,5,4,1,13
1982,2,0,1,399,17,21,16,0,2,1018,0,0,252,2,42,0,1,20,0,0,2,11,0,91,0,21,25,0,348,0,3,5,4,1,14,1,8,0,0,5,12,60,5,2,2,0,0,1,1,298,6,5,1,13
1983,2,0,1,423,15,19,22,0,2,944,0,0,260,2,41,0,2,22,0,0,2,10,1,94,0,32,24,0,339,0,3,11,2,3,16,1,9,0,0,8,11,58,5,2,2,0,0,1,1,345,9,5,1,14
1984,2,0,1,438,14,22,24,0,1,909,0,0,263,2,39,0,1,23,0,0,2,10,1,83,0,17,69,0,357,1,4,7,3,3,32,1,9,0,0,6,12,57,5,5,2,0,0,2,1,320,7,6,1,14
1985,4,0,1,433,15,16,24,0,1,809,0,0,234,2,39,0,1,22,0,0,2,11,1,83,0,22,70,0,349,0,4,21,1,3,16,1,8,0,0,6,15,63,5,11,2,0,0,1,1,344,6,6,1,14
1986,1,0,1,424,15,6,26,0,1,805,0,0,245,1,38,0,2,24,0,0,2,8,1,85,0,18,58,0,371,0,4,24,3,2,16,1,10,0,0,8,14,53,5,7,2,0,0,1,1,350,5,6,1,14
1987,2,0,1,450,12,6,42,0,1,781,0,0,257,2,37,0,3,23,0,0,2,9,1,77,0,20,42,0,338,18,4,28,1,3,17,1,10,0,0,6,10,51,5,10,2,0,0,1,1,309,5,6,1,14
1988,2,0,1,443,15,3,49,0,0,760,0,0,262,2,36,0,2,31,0,0,2,9,7,72,0,24,35,0,305,7,4,33,1,4,16,1,10,0,0,7,11,60,5,8,1,0,1,1,1,370,3,6,1,16
1989,2,0,1,462,15,5,50,0,1,773,0,0,235,1,37,0,2,29,0,0,2,10,6,70,0,23,23,0,333,6,4,37,2,5,17,1,13,0,0,9,9,70,7,6,2,0,1,1,1,335,4,7,1,15
1990,2,0,1,485,15,10,43,0,1,811,0,0,215,1,35,0,1,28,0,0,2,8,5,74,0,23,15,0,327,4,4,40,6,4,16,2,10,0,0,7,8,62,7,6,2,0,1,1,1,351,2,7,1,15
1991,2,0,1,516,15,12,46,0,1,787,0,0,279,1,35,0,1,22,0,0,2,10,6,78,0,23,21,0,247,4,4,38,4,5,17,2,10,0,0,9,7,54,6,7,2,0,1,1,1,362,2,7,1,17
1992,1,0,1,547,12,12,48,0,1,846,0,0,290,2,35,0,1,25,0,0,2,10,6,77,0,33,25,0,245,3,4,40,1,6,16,3,8,0,0,10,8,57,6,7,2,0,0,1,1,359,5,8,1,18
1993,1,0,2,561,12,13,58,0,1,838,0,0,290,2,35,0,2,24,0,0,3,7,6,69,0,25,24,0,253,2,4,40,1,5,14,2,8,0,0,10,8,57,7,7,2,0,1,1,1,381,6,7,1,22
1994,1,0,3,585,17,14,44,0,1,853,0,0,274,3,29,0,3,28,0,0,3,8,7,68,0,33,24,0,245,3,4,40,2,5,15,2,7,2,0,5,10,52,7,7,2,0,1,1,1,409,8,8,1,20
1995,1,0,2,600,20,22,53,0,1,847,0,0,274,3,32,0,4,25,0,0,4,5,7,73,0,31,21,0,253,3,4,35,2,6,16,3,9,1,0,3,8,50,8,7,2,0,1,1,1,465,9,8,1,24
1996,1,0,3,583,22,27,45,0,0,849,0,0,266,3,32,0,5,25,0,0,3,8,8,75,0,31,19,0,222,3,4,30,2,6,23,3,12,0,0,5,7,47,8,6,2,0,0,1,1,509,8,9,1,36
1997,1,0,2,587,21,54,46,0,2,852,0,0,301,3,31,0,5,23,0,0,4,8,4,78,0,17,19,0,222,2,4,35,2,5,22,3,10,0,0,4,7,47,9,6,1,0,0,1,1,457,8,9,1,19
