"year","alcoholic-beverages_beverages_alcoholic","alcoholic-beverages_beverages_fermented","alcoholic-beverages_grapes","animal-products_animal_products","cereals_barley","cereals_cereals_other","cereals_maize","cereals_millets","cereals_oats","cereals_rice","cereals_rye","cereals_sorghum","cereals_wheat","fruits_apples","fruits_bananas_and_plantains","fruits_citrus_other","fruits_dates","fruits_fruits_other","fruits_grapefruit","fruits_lemons_and_limes","fruits_oranges_and_mandarines","fruits_pineapples","miscellaneous_miscellaneous","oilcrops_coconuts","oilcrops_cottonseed_oil","oilcrops_groundnut","oilcrops_oilcrops_other","oilcrops_olives","oilcrops_palm_oil","oilcrops_rape_and_mustard","oilcrops_sesame","oilcrops_soybean","oilcrops_sunflower","oilcrops_treenuts","pulses_beans","pulses_peas","pulses_pulses_other","spices_cloves","spices_pepper","spices_pimento","spices_spices_other","starchy-roots_cassava","starchy-roots_potatoes","starchy-roots_roots_other","starchy-roots_sweet_potatoes","starchy-roots_yams","stimulants_cocoa_beans","stimulants_coffee","stimulants_tea","sugarcrops_sugar","sugarcrops_sweeteners_other","vegetables_onions","vegetables_tomatoes","vegetables_vegetables_other"
1961,40,0,0,88,1,0,65,0,0,1614,0,0,7,0,4,0,0,7,0,0,5,6,1,0,5,3,0,0,0,0,0,10,0,0,4,0,22,0,0,8,5,10,7,0,7,0,0,1,0,8,0,0,0,16
1962,37,0,0,92,2,0,68,0,0,1578,0,0,8,0,4,0,0,7,0,0,5,6,0,0,5,3,0,0,0,0,0,8,0,0,4,0,22,0,0,8,5,11,8,0,7,0,0,1,0,11,0,0,0,16
1963,38,0,0,89,1,0,55,0,0,1609,0,0,13,0,4,0,0,7,0,0,6,6,1,0,5,5,0,0,0,0,0,8,0,0,4,0,21,0,0,8,5,11,9,0,7,0,0,1,0,10,0,0,0,16
1964,40,0,0,100,1,0,68,0,0,1637,0,0,8,0,4,0,0,7,0,0,5,6,0,0,5,4,0,0,0,0,0,9,0,0,4,0,21,0,0,8,5,9,8,0,11,0,0,2,0,11,0,0,0,15
1965,44,0,0,110,1,0,81,0,0,1618,0,0,14,0,4,0,0,7,0,0,5,6,0,0,6,4,2,0,0,0,0,8,0,0,4,0,20,0,0,8,6,9,9,0,14,0,0,2,0,12,0,0,0,15
1966,42,0,0,118,1,3,68,0,0,1646,0,0,10,0,4,0,0,7,0,0,5,7,0,0,6,4,0,0,0,0,0,8,0,0,4,0,20,0,0,8,6,9,9,0,17,0,0,2,0,11,0,0,0,14
1967,44,0,0,121,1,0,75,0,0,1634,0,0,9,0,4,0,0,7,0,0,6,6,0,0,6,4,0,0,0,0,0,9,0,0,4,0,19,0,0,8,6,10,9,0,18,0,0,1,0,13,0,0,0,14
1968,43,0,0,119,1,1,82,0,0,1618,0,0,12,0,4,0,0,7,0,0,5,6,0,0,8,4,1,0,0,0,0,9,0,0,4,0,21,0,0,8,5,11,8,0,20,0,0,1,0,19,1,0,0,14
1969,44,0,0,104,2,2,83,0,0,1578,0,0,6,0,4,0,0,7,0,0,5,7,1,0,8,6,1,1,0,0,0,8,0,0,4,0,21,0,0,8,6,11,9,0,20,0,0,1,0,19,0,0,0,13
1970,43,0,0,104,2,4,78,0,0,1612,0,0,11,0,4,0,0,7,0,0,6,7,1,0,9,6,2,0,0,0,0,9,0,0,3,0,20,0,0,8,5,13,9,0,21,0,0,1,0,20,1,0,0,13
1971,41,0,0,99,0,2,79,0,0,1618,0,0,13,0,4,0,0,7,0,0,5,6,0,0,10,7,2,0,0,0,0,8,0,0,3,0,20,0,0,8,6,14,9,0,22,0,0,1,0,17,1,0,0,13
1972,42,0,0,97,1,2,78,0,0,1608,0,0,15,0,4,0,0,7,0,0,6,6,2,0,6,9,5,0,0,0,0,8,0,0,3,0,19,0,0,8,6,16,9,0,23,0,0,1,0,12,0,0,0,12
1973,43,0,0,88,1,5,77,0,0,1614,0,0,12,0,4,0,0,6,0,0,5,6,0,0,5,9,1,0,0,0,0,8,0,0,3,0,19,0,0,8,6,17,9,0,24,0,0,1,0,11,0,0,0,11
1974,42,0,0,79,0,3,76,0,0,1601,0,0,6,0,4,0,0,6,0,0,5,6,0,0,6,9,1,0,0,0,0,8,0,0,3,0,18,0,0,8,5,18,9,0,24,0,0,0,0,8,0,0,0,11
1975,43,0,0,79,0,0,76,0,0,1599,0,0,3,0,3,0,0,6,0,0,5,5,0,0,5,5,0,0,0,0,0,7,0,0,3,0,19,0,0,7,3,15,5,0,26,0,0,1,0,12,0,0,0,10
1976,42,0,0,87,0,0,82,0,0,1579,0,0,3,0,4,0,0,6,0,0,5,6,0,0,6,9,0,0,0,0,0,4,0,0,3,0,19,0,0,7,4,24,9,0,32,0,0,0,0,14,0,0,0,10
1977,44,0,0,79,0,0,93,0,0,1624,0,0,10,0,3,0,0,6,0,0,5,6,0,0,6,12,0,0,0,0,0,10,0,0,4,0,18,0,0,7,4,31,10,0,36,0,0,1,0,19,0,0,0,10
1978,43,0,0,81,0,0,78,0,0,1515,0,0,51,0,3,0,0,6,0,0,4,6,0,0,3,17,0,0,0,0,0,7,0,0,5,0,18,0,0,7,5,39,13,0,44,0,0,0,0,19,0,0,0,11
1979,46,0,0,87,0,0,83,0,0,1462,0,0,47,0,3,0,0,7,0,0,5,6,0,0,6,19,0,0,0,0,0,7,0,0,5,0,19,0,0,7,5,42,14,0,49,0,0,1,0,17,0,0,0,12
1980,55,0,0,104,0,0,73,0,0,1453,0,0,46,0,4,0,0,7,0,0,5,7,0,0,12,19,0,0,0,0,0,7,0,0,5,0,20,0,0,8,6,47,15,0,52,0,0,1,0,8,0,0,0,13
1981,60,0,0,105,0,0,83,0,0,1433,0,0,30,0,4,0,0,8,0,1,6,7,0,0,12,20,0,0,0,0,0,7,0,0,5,0,20,0,0,8,6,47,15,0,61,0,0,2,0,15,0,0,0,11
1982,57,0,0,104,0,0,84,0,0,1454,0,0,27,0,5,0,0,8,0,1,6,7,0,0,12,22,0,0,0,0,0,8,0,0,5,0,19,0,0,8,6,47,18,0,59,0,0,1,0,12,0,0,0,11
1983,56,0,0,108,0,0,77,0,0,1429,0,0,32,0,5,0,0,8,1,1,6,6,0,0,11,20,0,0,0,0,0,7,0,0,5,0,19,0,0,8,7,45,15,0,60,0,0,1,0,14,0,0,0,11
1984,54,0,0,110,0,0,80,0,0,1415,0,0,14,0,6,0,0,9,1,1,7,6,0,0,12,21,0,0,0,0,0,7,0,0,5,0,18,0,0,8,7,42,14,0,57,0,0,1,0,19,0,0,0,11
1985,54,0,0,96,0,0,75,0,0,1478,0,0,8,0,5,0,0,10,1,1,7,6,0,0,3,10,0,0,0,0,0,3,0,0,4,0,20,0,0,9,7,42,14,0,45,0,0,1,0,21,0,0,0,10
1986,53,0,0,106,0,0,87,0,0,1495,0,0,2,0,5,0,0,10,1,1,7,6,0,0,9,11,0,0,0,0,0,6,0,0,4,0,19,0,0,8,8,41,14,0,34,0,0,0,0,19,0,0,0,9
1987,53,0,0,106,0,0,77,0,0,1498,0,0,3,0,5,0,0,10,1,1,6,6,0,0,8,14,0,0,0,0,3,6,0,0,6,0,19,0,0,7,7,37,10,0,66,0,0,0,0,26,0,0,0,9
1988,51,0,0,102,0,0,107,0,0,1387,0,0,3,0,5,0,0,10,0,0,5,5,0,0,9,9,0,0,0,0,2,7,0,0,5,0,18,0,0,6,5,34,9,0,104,0,0,0,0,28,0,0,0,13
1989,53,0,0,108,1,0,84,0,0,1436,0,0,3,0,5,0,0,10,1,1,6,5,0,0,9,12,0,0,0,0,3,8,0,0,7,0,18,0,0,6,6,34,10,0,85,0,0,0,0,39,0,0,0,12
1990,51,0,0,108,2,0,127,0,0,1447,0,0,4,0,5,0,0,11,1,1,6,5,0,0,9,12,0,0,0,0,7,7,0,0,6,0,22,0,0,7,5,34,10,0,110,0,0,0,0,35,0,0,0,12
1991,50,0,0,110,3,0,119,0,0,1476,0,0,6,0,6,0,0,11,1,1,6,5,0,0,9,5,0,0,0,0,9,8,0,0,5,0,17,0,0,7,6,34,11,0,66,0,0,0,0,39,0,0,0,10
1992,50,0,0,113,3,0,95,0,0,1472,0,0,9,0,6,0,0,12,1,1,6,5,0,0,10,3,0,0,0,0,16,7,0,0,6,0,22,0,0,7,6,33,11,0,50,0,0,0,0,35,0,0,0,13
1993,50,0,0,117,4,0,67,0,0,1485,0,0,10,0,6,0,0,12,1,1,6,5,0,0,10,2,0,0,0,0,15,6,0,0,5,0,21,0,0,6,7,33,11,0,52,0,0,0,0,40,0,0,0,19
1994,52,0,0,133,4,0,77,0,0,1465,0,0,12,0,6,0,0,13,1,1,6,4,1,0,10,3,1,0,0,0,15,8,0,0,3,0,21,0,0,8,6,34,10,0,58,0,0,1,0,42,1,0,0,23
1995,50,0,0,144,5,0,65,0,0,1473,0,0,15,0,6,0,0,11,1,1,5,4,1,0,15,4,0,0,0,0,17,6,0,0,4,0,22,0,0,7,6,34,9,0,43,0,0,0,0,47,1,0,0,11
1996,51,0,0,141,7,0,116,0,0,1474,0,0,18,0,7,0,0,10,1,1,5,4,1,0,11,16,0,0,0,0,16,4,0,0,2,0,20,0,0,7,6,35,9,0,38,0,0,1,0,48,1,0,0,14
1997,49,0,0,145,10,0,120,0,0,1460,0,0,21,0,8,0,0,11,1,1,6,4,1,0,11,17,0,0,0,0,17,3,0,0,3,0,23,0,0,8,7,34,9,0,38,0,1,1,0,47,1,0,0,14
1998,49,0,0,142,11,0,133,0,0,1444,0,0,13,0,9,0,0,11,1,1,7,4,1,0,12,22,1,0,0,0,13,5,0,0,3,0,26,0,0,8,6,33,9,0,43,0,0,1,0,58,1,0,0,17
1999,51,0,0,156,11,0,118,0,0,1443,0,0,12,0,11,0,0,10,1,1,7,4,1,0,7,17,2,0,0,0,12,7,0,0,3,0,23,0,0,7,7,29,9,0,30,0,0,0,0,60,3,0,0,29
2000,51,0,0,148,12,0,140,0,0,1444,0,0,10,0,11,0,0,11,1,1,7,4,1,0,7,19,1,0,0,0,12,7,0,0,2,0,22,0,0,7,7,31,9,0,45,0,0,2,0,60,3,0,0,71
2001,50,0,0,159,12,0,127,0,0,1445,0,0,13,0,14,0,0,11,1,1,6,5,2,0,5,24,0,0,0,0,9,4,0,0,5,0,22,0,0,7,7,31,9,0,36,0,0,2,0,61,4,0,0,69
