year,alcoholic_beverages_beverages_alcoholic,alcoholic_beverages_beverages_fermented,alcoholic_beverages_grapes,animal_products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy_roots_cassava,starchy_roots_potatoes,starchy_roots_roots_other,starchy_roots_sweet_potatoes,starchy_roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,8,1,9,57,1,0,373,10,0,66,0,164,39,0,2,0,0,25,0,0,1,2,0,12,13,36,8,4,0,0,0,0,1,4,0,0,68,0,0,0,0,859,3,2,9,0,0,0,0,65,0,0,0,10
1962,7,1,7,59,1,0,367,9,0,61,0,165,40,0,1,0,0,25,0,0,1,2,0,10,26,37,8,4,0,0,0,0,1,2,0,0,67,0,0,0,0,886,4,1,9,0,0,0,0,68,0,0,0,10
1963,3,1,8,59,2,1,377,9,0,67,0,163,53,0,2,0,0,24,0,0,1,2,0,11,12,32,8,4,0,0,1,0,0,3,0,0,63,0,0,0,0,824,4,2,9,0,0,0,0,68,0,0,0,10
1964,3,1,9,61,3,0,371,9,0,78,0,164,38,0,2,0,0,24,0,0,0,2,0,10,23,53,9,4,0,0,1,0,2,2,0,0,60,0,0,0,0,840,4,1,9,0,0,0,0,77,0,0,0,10
1965,2,1,10,66,2,1,401,9,1,66,0,163,49,0,2,0,0,24,0,0,1,2,0,7,8,61,9,4,0,0,1,0,2,3,0,0,63,0,0,0,0,822,3,4,9,0,0,0,0,77,0,0,0,10
1966,4,1,11,64,3,2,405,10,0,50,0,161,53,0,2,0,0,24,0,0,1,2,1,8,16,65,8,5,0,0,1,0,1,8,0,0,56,0,0,0,0,803,5,1,6,0,0,0,0,77,0,0,0,10
1967,5,1,9,65,3,3,374,8,2,52,0,161,63,0,1,0,0,24,0,0,1,2,1,10,18,75,9,4,4,0,1,0,0,6,0,0,45,0,0,0,0,817,8,1,6,0,0,0,0,80,0,1,0,10
1968,5,1,9,69,3,0,307,8,9,47,0,159,54,0,1,0,0,24,0,0,1,2,0,10,11,92,8,4,1,0,0,0,0,2,0,0,56,0,0,0,0,798,5,2,8,0,0,0,0,79,0,1,1,10
1969,3,1,7,67,4,1,335,8,6,58,0,168,68,0,4,0,0,24,0,0,1,1,1,8,9,100,9,4,2,0,0,0,0,14,0,0,53,0,0,0,0,781,7,2,10,0,0,0,0,89,0,0,1,9
1970,3,1,6,68,5,6,277,9,3,63,0,155,63,0,3,0,0,24,0,0,1,1,1,15,19,85,10,4,2,0,1,0,0,24,0,0,55,0,0,0,0,791,7,2,10,0,0,0,0,93,0,1,1,9
1971,2,1,3,70,6,2,270,8,3,69,0,160,75,0,9,0,0,24,0,0,1,1,1,16,11,94,10,4,1,0,0,0,2,27,0,0,51,0,0,0,0,827,8,1,10,0,0,0,0,110,0,1,1,9
1972,4,1,4,68,7,0,258,7,5,61,0,160,68,0,9,0,0,23,0,0,0,1,1,16,14,89,13,2,3,0,2,0,3,9,0,0,50,0,0,0,0,808,7,1,10,0,0,0,0,116,0,1,1,9
1973,3,1,2,70,9,4,328,7,2,72,0,159,95,0,10,0,0,23,0,0,1,1,1,19,11,91,15,3,1,0,0,0,3,22,0,0,41,0,0,0,0,813,7,1,10,0,0,0,0,122,1,1,1,9
1974,3,1,2,68,8,0,340,7,4,71,0,157,47,0,9,0,0,22,0,0,1,1,1,20,10,81,14,1,0,0,2,0,10,15,0,0,46,0,0,0,0,794,8,1,9,0,0,0,0,124,0,1,1,9
1975,3,1,1,64,6,0,310,6,3,61,0,128,82,0,8,0,0,17,0,0,1,1,0,37,10,89,15,1,0,0,1,0,5,12,0,0,48,0,0,0,0,789,7,1,8,0,0,0,0,125,0,0,1,9
1976,2,1,0,54,5,0,337,5,1,70,0,174,84,0,9,0,0,17,0,0,1,1,0,44,10,70,13,0,3,0,3,0,11,7,0,0,48,0,0,0,0,780,7,1,9,0,0,0,0,123,0,0,1,9
1977,5,1,0,56,4,0,328,5,1,100,0,155,34,0,9,0,0,17,1,0,1,1,0,52,9,69,12,0,3,0,2,0,7,6,0,0,46,0,0,0,0,772,6,1,8,0,0,0,0,123,0,0,1,8
1978,3,1,0,63,4,0,340,4,2,96,0,131,38,0,9,0,0,17,0,0,1,1,0,59,13,65,11,0,12,0,2,0,7,2,0,0,45,0,0,0,0,761,8,1,8,0,0,0,0,122,0,0,1,8
1979,4,0,0,57,4,0,341,3,2,104,0,91,95,0,8,0,0,17,0,0,1,1,1,64,7,63,10,0,19,0,2,0,15,2,0,0,31,0,0,0,0,762,8,1,9,0,0,0,0,119,0,0,1,8
1980,5,1,0,58,5,0,303,3,2,103,0,117,118,0,8,0,0,17,0,0,1,1,1,67,11,67,10,0,18,0,2,0,15,3,0,0,37,0,0,0,0,765,9,1,9,0,0,0,0,112,0,0,1,8
1981,2,1,0,57,5,0,294,3,2,90,0,119,94,0,9,0,0,17,0,0,1,1,1,67,12,65,10,0,28,0,2,0,13,4,0,0,38,0,0,0,0,747,9,1,9,0,0,0,0,107,0,0,0,7
1982,2,1,0,58,2,0,268,3,3,102,0,112,79,0,8,0,0,16,0,0,1,1,1,70,9,58,10,0,28,1,2,0,13,3,0,0,41,0,0,0,0,738,9,1,8,0,0,0,0,97,0,0,0,7
1983,1,1,1,56,2,0,237,3,3,100,0,115,70,0,8,0,0,16,0,0,1,1,1,79,4,50,11,0,46,1,2,0,13,3,0,0,65,0,0,0,0,736,8,1,8,0,0,0,0,62,0,0,0,7
1984,2,1,0,63,1,0,332,3,3,91,0,125,82,0,8,0,0,16,0,0,1,1,1,77,4,44,11,0,35,2,2,0,12,3,0,0,53,0,0,0,0,724,8,1,8,0,0,0,0,58,0,0,0,7
1985,2,1,0,61,1,0,471,3,2,117,0,141,50,0,8,0,0,16,0,0,1,1,0,66,0,43,11,0,22,1,2,0,16,4,0,0,51,0,0,0,0,695,8,1,8,0,0,0,0,26,0,0,0,7
1986,2,1,0,57,2,1,330,3,1,86,0,151,42,0,9,0,0,16,0,0,1,1,0,69,1,38,12,0,54,3,2,2,12,5,0,0,53,0,0,0,0,693,10,1,9,0,0,0,0,32,0,0,0,7
1987,2,1,0,67,1,2,260,3,0,100,0,112,89,0,9,0,0,16,0,0,1,1,1,67,4,42,12,0,71,10,2,27,12,3,0,0,71,0,0,0,0,711,9,1,10,0,0,0,0,41,0,0,0,7
1988,2,0,0,56,1,1,411,3,0,85,0,77,97,0,10,0,0,17,0,0,1,1,1,69,3,46,12,0,74,7,2,12,9,4,0,0,76,0,0,0,0,682,10,1,10,0,0,0,0,40,0,0,0,8
1989,2,0,0,54,2,2,354,3,0,96,0,95,52,0,10,0,0,17,0,0,1,1,1,77,4,44,14,0,78,6,2,0,10,5,0,0,65,0,0,0,0,696,8,1,10,0,0,0,0,31,0,1,0,8
1990,2,0,0,49,3,4,330,4,0,88,0,95,75,0,10,0,0,17,0,0,1,1,1,71,4,51,16,0,66,9,2,11,10,4,0,0,64,0,0,0,0,773,9,1,10,0,0,0,0,19,0,0,0,8
1991,2,0,1,52,5,7,352,3,0,71,0,82,93,0,9,0,0,15,0,0,1,1,1,62,6,61,13,0,59,23,2,2,6,5,0,0,50,0,0,0,0,680,10,1,11,0,0,0,0,21,0,0,0,6
1992,1,0,1,49,3,1,421,3,0,64,0,49,111,0,8,0,0,12,0,0,0,1,0,67,7,44,12,0,49,28,1,5,6,6,0,0,49,0,0,0,0,640,9,1,9,0,0,0,0,41,0,0,0,4
1993,1,0,1,48,3,4,413,12,0,74,0,73,109,0,8,0,0,14,0,0,0,1,0,67,7,35,12,0,47,13,2,2,7,5,0,0,61,0,0,0,0,618,9,1,9,0,0,0,0,43,0,0,0,5
