year,alcoholic-beverages_beverages_alcoholic,alcoholic-beverages_beverages_fermented,alcoholic-beverages_grapes,animal-products_animal_products,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,grains_barley,grains_cereals_other,grains_maize,grains_millets,grains_oats,grains_rice,grains_rye,grains_sorghum,grains_wheat,miscellaneous_miscellaneous,oils_coconuts,oils_cottonseed_oil,oils_groundnut,oils_oilcrops_other,oils_olives,oils_palm_oil,oils_rape_and_mustard,oils_sesame,oils_soybean,oils_sunflower,oils_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices-and-stimulants_cloves,spices-and-stimulants_cocoa_beans,spices-and-stimulants_coffee,spices-and-stimulants_pepper,spices-and-stimulants_pimento,spices-and-stimulants_spices_other,spices-and-stimulants_tea,starchy-roots_cassava,starchy-roots_potatoes,starchy-roots_roots_other,starchy-roots_sweet_potatoes,starchy-roots_yams,sweeteners_sugar,sweeteners_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,45,0,60,527,15,1,0,0,56,0,0,2,0,24,17,253,0,0,11,19,0,1497,0,0,0,2,0,10,0,4,0,28,23,11,78,4,2,0,1,1,0,2,0,0,0,125,0,0,0,191,0,7,6,25
1962,48,0,65,534,10,1,0,0,41,0,1,2,0,23,14,325,0,0,10,19,0,1544,0,0,0,1,0,7,5,1,1,28,65,14,77,6,1,0,1,1,0,3,0,0,0,121,0,0,0,183,0,7,6,26
1963,48,0,65,501,15,1,0,0,41,0,0,1,0,24,13,317,0,0,12,18,0,1550,0,0,0,1,0,5,1,1,1,27,91,13,74,7,1,0,2,1,0,3,0,0,0,124,0,0,0,202,0,10,7,30
1964,46,0,70,520,9,1,0,0,40,0,1,2,0,28,11,304,0,0,15,20,0,1584,0,0,0,2,2,6,1,0,1,33,99,14,77,5,1,0,1,1,0,4,0,0,0,120,0,0,0,220,0,10,7,31
1965,42,0,69,556,9,1,0,0,23,0,1,2,0,27,12,297,0,0,20,17,0,1547,0,0,0,1,0,5,5,1,0,27,103,12,76,5,1,0,2,1,0,2,0,0,0,119,0,0,0,263,0,9,7,28
1966,42,1,76,573,15,2,0,0,43,0,1,3,0,32,11,265,0,0,13,20,0,1593,0,0,0,1,2,7,2,1,0,27,119,13,80,6,1,0,2,2,1,2,1,0,0,122,0,0,0,271,0,10,6,32
1967,43,1,76,604,17,3,0,0,43,0,1,4,0,36,9,244,0,0,17,19,0,1599,0,0,0,1,2,8,0,0,1,29,111,12,78,6,2,0,1,2,0,3,1,0,0,125,0,0,0,274,0,11,7,33
1968,45,1,72,614,16,3,0,1,46,0,1,3,0,39,8,243,0,0,16,15,0,1558,0,0,0,0,0,8,0,3,1,24,129,9,77,6,2,0,2,2,0,4,0,0,0,124,0,0,0,270,0,11,6,33
1969,51,0,75,604,25,3,0,0,57,0,1,4,0,41,9,246,0,0,20,15,0,1528,0,0,0,1,0,2,1,4,1,27,145,15,75,7,2,0,1,2,0,3,0,0,0,121,0,0,0,279,0,12,6,34
1970,49,0,68,617,14,4,0,0,53,0,1,4,0,45,7,250,0,0,21,14,0,1481,0,0,0,1,0,6,0,1,1,40,172,14,67,8,2,0,2,2,0,3,1,0,0,119,0,0,0,297,0,15,7,37
1971,47,0,66,640,18,4,0,0,41,0,1,5,0,50,6,240,0,0,23,28,0,1467,0,0,0,2,0,7,0,2,1,79,139,14,76,8,1,0,2,2,1,5,0,0,0,124,0,0,0,301,0,14,8,37
1972,48,0,63,639,15,4,0,0,44,0,1,5,0,53,4,236,0,0,23,16,0,1485,0,0,0,3,0,6,0,1,1,83,118,11,68,6,1,0,2,2,0,5,0,0,0,113,0,0,0,306,0,13,8,37
1973,47,0,65,671,22,5,0,1,40,0,1,5,0,57,4,237,0,0,15,18,0,1440,0,0,0,5,0,3,0,1,1,66,139,19,67,8,2,0,2,3,1,5,0,0,0,126,0,0,0,308,0,15,9,42
1974,45,0,62,723,18,7,0,0,38,0,1,5,0,59,4,235,0,0,22,19,0,1499,0,0,0,3,1,6,0,0,1,88,133,12,65,8,2,0,2,3,0,3,1,0,0,127,0,0,0,346,0,15,8,41
1975,44,0,63,743,18,8,0,0,47,0,1,4,0,58,4,234,0,0,20,20,0,1460,0,0,0,4,1,9,0,1,0,68,150,12,66,5,1,0,2,3,0,2,0,0,0,118,0,0,0,347,0,12,8,41
1976,42,0,67,775,25,8,0,0,45,0,1,5,0,56,3,236,0,0,14,20,0,1477,0,0,0,5,0,5,0,20,0,47,157,13,65,7,1,0,1,2,0,2,0,0,0,123,0,0,0,350,0,15,9,43
1977,42,0,69,798,17,11,0,0,44,0,1,6,0,59,2,236,0,0,24,20,0,1442,0,0,0,6,5,4,0,18,0,72,134,9,67,7,1,0,2,3,1,2,0,0,0,123,0,0,0,349,0,17,11,47
1978,43,0,57,819,19,10,0,0,41,0,1,5,0,62,1,234,0,0,15,21,0,1442,0,0,0,7,6,4,0,13,1,56,144,8,66,7,2,0,2,3,0,2,0,0,0,113,0,0,0,344,0,14,7,39
1979,28,0,69,823,20,9,0,0,33,0,1,5,0,68,1,238,0,0,13,21,0,1434,0,0,0,6,3,4,2,19,1,49,156,11,66,6,2,0,3,3,0,3,0,0,0,109,0,0,0,330,0,14,9,43
1980,35,0,70,807,23,6,0,0,40,0,1,4,0,68,1,243,0,0,19,21,0,1449,0,0,0,2,3,2,1,18,0,73,124,12,61,6,1,0,2,3,0,3,0,0,0,112,0,0,0,376,0,15,9,45
1981,33,0,65,805,22,5,0,0,37,0,1,3,0,70,1,251,0,0,17,21,0,1438,0,0,0,3,0,5,4,24,0,88,148,11,53,6,1,0,2,3,1,3,0,0,0,109,0,0,0,373,0,16,10,45
1982,37,0,64,829,12,1,0,0,52,0,1,3,0,72,1,243,0,0,16,22,0,1401,0,0,0,3,0,8,0,24,1,76,148,15,50,6,1,0,1,1,1,2,0,0,0,112,0,0,0,368,0,15,10,42
1983,37,0,66,804,15,0,0,0,59,0,1,3,0,74,1,239,0,0,18,21,0,1450,0,0,0,2,0,5,1,36,0,137,93,14,50,7,1,0,1,2,0,2,0,0,0,112,0,0,0,358,0,13,8,39
1984,34,0,65,857,14,2,0,0,44,0,1,2,0,72,1,244,0,0,12,20,0,1419,0,0,0,3,1,4,0,43,0,117,93,11,43,9,1,0,1,1,0,2,0,0,0,103,0,0,0,346,0,14,10,41
1985,30,0,48,832,12,1,0,0,36,0,1,2,0,69,1,247,0,0,13,23,0,1415,0,0,0,2,0,4,5,37,0,121,109,10,39,8,1,0,2,1,1,2,0,0,0,95,0,0,0,383,0,12,10,35
