year,alcoholic-beverages_beverages_alcoholic,alcoholic-beverages_beverages_fermented,alcoholic-beverages_grapes,animal-products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy-roots_cassava,starchy-roots_potatoes,starchy-roots_roots_other,starchy-roots_sweet_potatoes,starchy-roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,5,0,0,58,1,0,54,0,0,1573,0,0,28,0,38,0,0,10,1,1,4,2,0,19,0,15,4,0,0,0,4,2,0,1,20,0,0,0,0,8,0,7,0,2,12,0,0,0,0,58,54,0,0,35
1962,6,0,0,64,1,0,56,0,0,1550,0,0,23,0,29,0,0,10,1,0,2,2,0,18,0,19,4,0,0,0,10,2,0,1,12,0,0,0,1,8,0,6,0,2,11,0,0,0,0,58,57,0,0,36
1963,6,0,0,73,1,0,57,0,0,1609,0,0,22,0,42,0,0,10,1,1,3,3,0,19,0,9,4,0,0,0,9,2,0,1,20,0,0,0,1,8,0,6,0,2,12,0,0,0,0,54,48,0,0,37
1964,6,0,0,81,0,0,53,0,0,1521,0,0,23,0,44,0,0,12,1,1,4,3,0,21,0,28,3,0,0,0,12,2,0,2,23,0,0,0,0,8,0,7,0,2,13,0,0,0,0,51,68,0,0,39
1965,6,0,0,88,0,0,43,0,0,1539,0,0,11,0,34,0,0,12,1,1,4,1,0,21,0,34,0,0,0,0,5,2,0,2,23,0,0,0,0,8,0,13,0,2,9,0,0,0,0,50,82,0,0,38
1966,6,0,0,93,0,0,40,0,0,1534,0,0,19,0,35,0,0,11,1,0,4,2,0,22,0,29,2,0,0,0,7,2,0,1,32,0,0,0,0,8,0,8,0,2,5,0,0,0,0,50,80,0,0,37
1967,8,0,0,103,0,0,70,0,0,1500,0,0,19,0,37,0,0,11,1,0,2,2,0,20,0,26,0,0,0,0,5,2,0,1,28,0,0,0,0,8,0,9,0,1,5,0,0,0,0,52,87,0,0,37
1968,8,0,1,108,0,0,69,0,0,1518,0,0,19,0,32,0,0,10,0,0,2,2,0,22,0,34,0,0,0,0,2,2,0,2,16,0,0,0,1,8,0,16,0,1,6,0,0,0,0,61,83,0,0,37
1969,7,0,0,116,1,0,81,0,0,1502,0,0,21,0,30,0,0,8,0,0,3,2,0,20,0,26,1,0,0,0,7,2,0,3,19,0,0,0,2,8,0,10,0,1,8,0,0,0,0,60,66,0,0,37
1970,7,0,0,120,1,0,116,0,0,1567,0,0,19,0,30,0,0,9,0,0,3,3,0,20,0,22,3,0,0,0,5,2,0,2,8,0,0,0,1,8,0,11,0,1,8,0,0,0,0,58,49,0,0,37
1971,5,0,0,124,1,0,129,0,0,1549,0,0,25,0,18,0,0,9,0,0,2,1,0,21,0,31,8,0,0,0,8,2,0,2,16,0,0,0,1,8,0,6,0,2,6,0,0,0,0,63,33,0,0,36
1972,4,0,0,124,0,0,118,0,0,1545,0,0,47,0,18,0,0,8,0,0,2,1,1,20,0,17,5,0,0,0,8,2,0,2,7,0,0,0,1,9,0,8,0,2,7,0,0,0,0,47,36,0,0,37
1973,4,0,0,125,0,0,96,0,0,1541,0,0,17,0,19,0,0,8,0,0,3,1,1,18,0,17,3,0,0,0,13,2,0,2,14,0,0,0,1,9,0,8,1,4,7,0,0,0,0,40,35,0,0,35
1974,4,0,0,115,0,0,99,0,0,1538,0,0,23,0,21,0,0,8,0,0,3,1,1,18,0,17,2,0,0,0,13,2,0,2,14,0,0,0,1,9,0,10,0,3,7,0,0,0,0,29,37,0,0,34
1975,4,0,0,91,0,0,76,0,0,1261,0,0,35,0,19,0,0,8,0,0,3,1,1,18,0,17,2,0,0,0,12,2,0,2,17,0,0,0,1,9,0,13,0,2,6,0,0,0,0,27,37,0,0,35
1976,3,0,0,76,0,0,89,0,0,1212,0,0,0,0,21,0,0,7,0,0,3,1,1,19,0,15,1,0,0,0,11,2,0,2,21,0,0,0,1,8,0,15,0,2,8,0,0,0,0,27,35,0,0,36
1977,3,0,0,69,0,0,98,0,0,1222,0,0,0,0,22,0,0,7,0,0,3,1,1,20,0,12,1,0,0,0,10,2,0,2,25,0,0,0,1,8,0,17,0,2,8,0,0,0,0,27,33,0,0,36
1978,3,0,0,50,0,0,100,0,0,1298,0,0,0,0,19,0,0,5,0,0,3,1,0,17,0,8,1,0,0,0,7,2,0,2,22,0,0,0,1,7,0,20,0,2,12,0,0,0,0,23,29,0,0,31
1979,2,0,0,50,0,0,88,0,0,1345,0,0,1,0,14,0,0,6,0,0,2,0,0,12,0,5,1,0,0,0,6,11,0,1,16,0,0,0,1,5,0,19,0,1,13,0,0,0,0,24,20,0,0,36
