"year","alcoholic-beverages_beverages_alcoholic","alcoholic-beverages_beverages_fermented","alcoholic-beverages_grapes","animal-products_animal_products","cereals_barley","cereals_cereals_other","cereals_maize","cereals_millets","cereals_oats","cereals_rice","cereals_rye","cereals_sorghum","cereals_wheat","fruits_apples","fruits_bananas_and_plantains","fruits_citrus_other","fruits_dates","fruits_fruits_other","fruits_grapefruit","fruits_lemons_and_limes","fruits_oranges_and_mandarines","fruits_pineapples","miscellaneous_miscellaneous","oilcrops_coconuts","oilcrops_cottonseed_oil","oilcrops_groundnut","oilcrops_oilcrops_other","oilcrops_olives","oilcrops_palm_oil","oilcrops_rape_and_mustard","oilcrops_sesame","oilcrops_soybean","oilcrops_sunflower","oilcrops_treenuts","pulses_beans","pulses_peas","pulses_pulses_other","spices_cloves","spices_pepper","spices_pimento","spices_spices_other","starchy-roots_cassava","starchy-roots_potatoes","starchy-roots_roots_other","starchy-roots_sweet_potatoes","starchy-roots_yams","stimulants_cocoa_beans","stimulants_coffee","stimulants_tea","sugarcrops_sugar","sugarcrops_sweeteners_other","vegetables_onions","vegetables_tomatoes","vegetables_vegetables_other,"
1961,34,0,14,1010,75,10,78,0,16,27,5,0,504,16,13,0,1,20,3,1,15,3,0,20,72,36,1,5,5,2,1,157,1,15,33,3,1,0,1,1,1,7,78,0,6,0,6,9,0,454,56,4,12,"48,"
1962,36,0,14,1004,74,9,77,0,9,32,5,0,493,16,10,0,1,19,3,1,18,3,0,19,67,41,2,4,3,1,1,159,1,10,31,5,1,0,1,1,1,4,76,0,7,0,6,9,0,456,60,5,14,"47,"
1963,36,0,17,1005,77,5,79,0,16,29,5,0,487,16,11,0,1,17,2,1,14,4,0,20,67,44,1,3,3,1,1,167,1,17,31,4,1,0,1,1,1,5,79,0,6,0,6,8,0,439,65,5,11,"46,"
1964,35,0,15,1014,80,7,82,0,16,31,5,0,490,18,11,0,1,21,2,1,12,4,0,20,77,43,3,6,5,1,1,185,1,13,31,4,2,0,1,1,1,6,79,0,5,0,6,8,0,451,69,5,12,"43,"
1965,37,0,17,1007,81,10,84,0,16,33,4,0,484,17,12,0,1,18,3,1,15,4,0,18,78,46,2,4,4,1,1,182,1,14,27,3,0,0,1,1,1,8,76,0,6,0,7,8,0,452,77,5,11,"45,"
1966,39,0,18,1003,83,9,86,0,15,32,5,0,480,15,12,0,1,18,3,1,19,4,0,24,56,48,2,5,7,2,1,218,1,14,26,3,0,0,1,1,1,7,83,0,5,0,7,8,0,452,77,4,12,"46,"
1967,40,0,13,1004,86,8,84,0,16,33,4,0,484,15,12,0,1,16,4,1,24,4,0,26,53,50,5,4,6,2,1,219,1,16,28,2,0,0,1,1,1,6,78,0,5,0,7,8,0,461,80,5,13,"49,"
1968,42,0,17,1023,89,8,75,0,13,34,5,0,484,15,12,0,1,18,3,1,17,4,0,26,47,49,4,6,6,2,1,226,3,14,28,2,0,0,1,1,1,4,83,0,5,0,8,8,0,465,82,5,16,"51,"
1969,43,0,16,987,91,10,74,0,13,36,4,0,484,19,12,0,1,20,4,1,25,4,0,20,48,50,3,5,10,2,1,263,2,16,34,4,0,0,1,1,1,4,84,0,5,0,7,8,0,473,85,5,12,"48,"
1970,46,0,16,982,95,6,70,0,13,30,5,0,478,17,12,0,1,19,4,1,24,4,0,25,44,58,1,4,9,3,1,281,2,14,28,1,0,0,1,1,1,4,87,0,5,0,8,7,0,479,83,5,12,"40,"
1971,47,0,18,1002,94,10,67,0,14,34,5,0,477,17,13,0,1,19,4,2,25,4,0,23,35,53,1,4,11,3,1,277,2,16,29,4,0,0,1,1,1,4,85,0,4,0,7,7,0,482,90,5,13,"42,"
1972,50,0,17,988,95,9,64,0,14,31,4,0,476,16,13,0,1,15,4,1,26,4,0,32,41,48,2,4,19,3,1,290,4,14,25,0,0,0,1,1,1,3,86,0,5,0,7,8,0,484,96,5,13,"42,"
1973,51,0,21,940,100,8,64,0,14,31,4,0,489,16,13,0,1,19,5,1,30,3,0,28,43,50,1,5,18,3,2,277,5,19,31,0,0,0,1,1,1,2,85,0,5,0,7,7,0,478,105,5,14,"41,"
1974,52,0,21,946,104,8,65,0,13,33,3,0,481,17,13,0,1,18,5,1,28,3,0,21,34,41,1,4,17,3,2,312,5,15,23,4,1,0,1,2,1,3,84,0,5,0,6,7,0,453,112,5,15,"42,"
1975,52,0,23,905,104,11,66,0,13,34,3,6,496,19,13,0,1,19,4,1,30,4,0,23,29,67,2,3,36,3,1,293,7,16,28,3,1,0,1,1,1,2,88,0,5,0,5,7,0,423,120,5,18,"40,"
1976,52,0,20,940,107,12,74,0,13,31,2,6,516,16,14,0,1,20,4,1,30,4,0,35,28,61,2,5,42,3,2,330,6,15,27,1,0,0,1,1,1,2,88,0,5,0,6,7,0,443,127,5,14,"41,"
1977,51,0,23,951,110,9,80,0,12,33,2,6,501,17,14,0,1,19,5,1,29,4,0,29,27,47,2,4,23,3,2,327,6,17,27,0,0,0,1,1,1,2,87,0,4,0,6,5,0,447,133,6,17,"42,"
1978,55,0,22,948,114,8,80,0,12,25,2,6,500,19,15,0,1,18,4,1,31,4,0,22,30,58,1,5,17,2,2,366,6,11,22,6,1,0,1,1,1,1,85,0,5,0,6,6,0,434,134,6,14,"45,"
1979,53,0,26,957,119,11,83,0,12,42,2,6,510,19,15,0,1,19,4,1,32,5,0,17,30,54,1,4,17,2,2,369,7,19,27,2,1,0,1,1,1,1,83,0,5,0,5,6,0,425,146,6,15,"46,"
1980,54,0,27,966,122,11,85,0,11,42,1,5,509,21,15,0,1,22,4,1,35,5,0,14,29,27,1,5,14,2,2,385,7,12,23,3,2,0,1,2,1,1,81,0,4,0,6,6,0,399,154,5,13,"43,"
1981,52,0,26,963,123,15,89,0,11,49,1,4,504,18,16,0,0,19,3,2,33,5,0,18,26,73,1,4,18,2,2,384,6,16,23,1,1,0,1,2,1,1,83,0,5,0,6,6,0,379,166,5,13,"43,"
1982,50,0,28,946,122,0,88,0,11,53,1,4,517,19,16,0,1,20,3,1,27,5,0,17,25,50,0,5,15,2,2,408,6,17,27,1,0,0,1,2,1,1,82,0,5,0,6,6,0,352,183,7,16,"45,"
1983,49,0,31,977,122,0,95,0,12,44,2,4,506,20,16,0,1,19,2,1,29,6,0,18,28,60,0,4,17,2,3,407,5,15,27,1,0,0,1,2,1,1,85,0,4,0,7,5,0,336,201,6,16,"41,"
1984,48,0,30,993,120,0,103,0,12,38,1,4,517,21,16,0,1,20,2,1,33,7,0,16,25,54,0,6,18,3,2,408,6,25,21,0,0,0,1,2,2,1,87,0,5,0,9,6,0,319,225,7,17,"44,"
