year,alcoholic-beverages_beverages_alcoholic,alcoholic-beverages_beverages_fermented,alcoholic-beverages_grapes,animal-products_animal_products,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,grains_barley,grains_cereals_other,grains_maize,grains_millets,grains_oats,grains_rice,grains_rye,grains_sorghum,grains_wheat,miscellaneous_miscellaneous,oils_coconuts,oils_cottonseed_oil,oils_groundnut,oils_oilcrops_other,oils_olives,oils_palm_oil,oils_rape_and_mustard,oils_sesame,oils_soybean,oils_sunflower,oils_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices-and-stimulants_cloves,spices-and-stimulants_cocoa_beans,spices-and-stimulants_coffee,spices-and-stimulants_pepper,spices-and-stimulants_pimento,spices-and-stimulants_spices_other,spices-and-stimulants_tea,starchy-roots_cassava,starchy-roots_potatoes,starchy-roots_roots_other,starchy-roots_sweet_potatoes,starchy-roots_yams,sweeteners_sugar,sweeteners_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,15,1,28,1246,21,19,0,2,15,0,1,15,8,100,0,11,0,1,30,8,0,776,0,46,1,40,0,11,2,1,0,4,2,8,4,8,0,0,5,2,1,0,1,3,0,58,0,0,0,546,5,5,6,29
1962,17,1,27,1268,21,17,0,1,19,0,1,14,8,101,0,14,0,0,22,6,0,797,0,51,1,28,0,14,0,1,0,5,1,8,4,8,0,0,5,2,0,0,1,3,0,67,0,0,0,534,3,4,6,29
1963,16,1,28,1248,23,17,0,1,20,1,1,16,8,105,0,24,0,1,30,7,0,807,0,47,1,38,0,11,4,1,0,10,3,8,3,7,0,0,4,1,1,0,1,3,0,86,0,0,0,534,4,5,6,29
1964,18,1,29,1240,22,18,0,2,18,0,1,14,8,108,0,23,0,7,30,7,0,783,0,52,2,39,0,10,0,6,0,10,2,8,3,8,0,0,6,2,0,0,1,3,0,70,0,0,0,542,4,4,6,30
1965,19,1,29,1230,23,17,0,1,17,0,1,17,8,108,0,24,0,8,30,14,0,733,0,48,11,35,0,10,3,8,0,11,2,9,2,9,0,0,3,2,1,0,1,3,0,62,0,0,0,542,4,5,6,31
1966,17,0,28,1221,21,15,0,1,17,0,1,14,9,107,0,28,0,12,23,11,0,802,0,47,14,46,2,9,4,12,0,9,3,11,6,10,0,0,5,1,0,0,1,3,0,78,0,0,0,528,4,4,6,35
1967,17,0,29,1189,23,16,0,1,18,0,1,16,10,110,0,21,0,9,25,12,0,798,0,50,8,54,3,10,0,11,0,10,2,12,1,9,0,0,7,2,1,0,1,3,0,75,0,0,0,518,5,5,7,31
1968,19,1,31,1225,23,16,0,1,17,1,1,15,11,113,0,24,0,11,28,18,0,777,0,41,15,37,1,9,3,10,0,16,5,11,1,14,0,0,4,2,1,0,1,2,0,77,0,0,0,522,3,4,6,34
1969,18,0,30,1235,27,15,0,1,17,1,1,18,11,117,0,23,0,4,19,8,0,765,0,50,16,22,2,11,0,19,0,11,9,12,2,17,0,0,4,2,0,0,1,3,0,92,0,0,0,531,3,6,6,36
1970,21,0,33,1197,25,16,0,2,24,1,1,16,10,120,0,23,0,3,32,18,0,756,0,40,13,55,2,12,10,35,0,17,13,11,1,15,0,0,5,2,1,0,1,2,0,83,0,0,0,535,3,5,6,31
1971,23,0,31,1252,26,15,0,1,25,1,1,21,10,122,0,26,0,2,39,15,0,733,0,39,4,28,2,11,12,16,0,17,38,12,10,15,0,0,5,2,1,0,1,2,0,85,0,0,0,532,3,5,6,35
1972,24,0,32,1276,23,17,0,1,24,1,1,19,9,123,0,26,0,3,22,3,0,740,0,40,3,31,4,11,13,29,1,9,58,12,6,13,0,0,7,2,1,0,1,2,0,89,0,0,0,536,4,6,7,33
