year,alcoholic-beverages_beverages_alcoholic,alcoholic-beverages_beverages_fermented,alcoholic-beverages_grapes,animal-products_animal_products,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,grains_barley,grains_cereals_other,grains_maize,grains_millets,grains_oats,grains_rice,grains_rye,grains_sorghum,grains_wheat,miscellaneous_miscellaneous,oils_coconuts,oils_cottonseed_oil,oils_groundnut,oils_oilcrops_other,oils_olives,oils_palm_oil,oils_rape_and_mustard,oils_sesame,oils_soybean,oils_sunflower,oils_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices-and-stimulants_cloves,spices-and-stimulants_cocoa_beans,spices-and-stimulants_coffee,spices-and-stimulants_pepper,spices-and-stimulants_pimento,spices-and-stimulants_spices_other,spices-and-stimulants_tea,starchy-roots_cassava,starchy-roots_potatoes,starchy-roots_roots_other,starchy-roots_sweet_potatoes,starchy-roots_yams,sweeteners_sugar,sweeteners_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,9,25,233,1014,12,12,0,1,23,0,1,11,1,50,3,7,0,1,19,5,0,918,0,15,1,122,4,12,29,2,0,4,1,15,18,1,4,0,4,5,0,0,0,0,0,211,0,0,0,293,1,5,6,92
1962,9,28,233,1030,28,13,0,1,26,0,1,12,1,50,3,7,0,1,20,4,0,913,0,18,1,122,5,11,29,2,0,7,2,19,17,1,4,0,4,5,0,0,0,0,0,209,0,0,0,316,1,5,7,91
1963,10,30,224,1041,34,12,0,1,29,0,1,12,1,49,8,9,0,1,15,4,0,874,0,24,1,121,6,8,24,2,0,9,5,18,22,1,5,0,4,5,0,0,0,0,0,202,0,0,0,319,1,5,7,91
1964,10,27,227,1037,39,12,0,1,29,1,1,14,1,56,7,9,0,1,19,4,0,837,0,17,1,119,6,14,32,1,0,13,4,18,15,1,4,0,4,6,1,0,1,0,0,197,0,0,0,340,1,5,7,87
1965,11,25,224,1077,28,13,0,1,27,1,1,13,1,55,6,10,0,2,20,5,0,840,0,19,0,136,8,8,30,4,0,7,4,18,16,1,5,0,4,5,0,0,1,0,0,187,0,0,0,323,1,5,8,86
1966,14,25,221,1067,30,15,0,2,28,1,1,14,1,56,7,10,0,2,19,4,0,801,0,21,0,136,11,19,27,4,0,9,4,20,17,1,6,0,5,6,1,0,1,0,0,188,0,0,0,336,1,5,7,83
1967,14,26,215,1114,31,14,0,1,30,1,1,13,1,56,8,13,0,1,21,4,0,757,0,15,0,152,14,5,27,6,0,13,4,18,13,1,5,0,6,5,1,0,0,0,0,186,0,0,0,384,1,5,7,85
1968,14,26,219,1149,31,14,0,1,34,1,1,12,1,54,9,12,0,1,23,3,0,760,0,11,0,163,17,10,22,17,0,10,6,19,15,1,4,0,9,6,1,0,1,0,0,180,0,0,0,323,2,5,7,82
1969,14,26,211,1150,30,14,0,0,33,1,1,14,1,56,9,11,0,1,24,3,0,734,0,9,0,139,18,14,23,18,0,13,18,19,13,1,3,0,9,6,1,0,1,0,0,175,0,0,0,366,2,5,8,83
1970,20,23,213,1175,29,14,0,1,35,1,1,13,2,57,7,13,0,0,25,3,0,720,0,4,0,98,19,7,30,15,0,37,27,18,16,1,5,0,8,6,1,0,1,0,0,177,0,0,0,382,2,5,8,80
1971,21,22,209,1184,22,14,0,1,39,1,1,12,2,58,5,12,0,0,25,3,0,689,0,2,1,76,22,15,31,15,0,38,38,18,13,1,5,0,9,6,1,0,1,0,0,177,0,0,0,405,2,5,7,76
1972,21,21,211,1188,17,16,0,1,35,1,1,14,2,55,6,15,0,1,27,3,0,685,0,7,0,88,20,10,26,16,0,28,45,19,12,1,4,0,11,6,1,0,1,0,0,173,0,0,0,378,2,4,7,69
1973,22,21,203,1182,14,15,0,1,36,1,1,15,2,61,3,12,0,1,28,3,0,666,0,9,0,74,20,13,24,15,0,33,55,19,13,1,4,0,15,6,1,1,1,0,0,171,0,0,0,423,2,5,8,68
1974,22,20,206,1197,11,14,0,1,34,1,1,14,2,60,8,15,0,1,27,3,0,678,0,10,0,44,24,13,23,10,0,49,66,18,10,1,4,0,12,6,1,0,1,0,0,174,0,0,0,410,2,4,8,68
1975,23,23,205,1205,11,14,0,1,28,1,1,13,2,62,6,11,0,1,30,3,0,679,0,13,0,80,21,11,25,10,0,38,45,20,13,1,4,0,11,7,1,1,1,0,0,167,0,0,0,378,2,4,9,66
1976,21,26,196,1219,6,13,0,1,38,1,1,14,2,67,6,16,0,1,33,4,0,689,0,16,0,103,21,12,28,5,0,47,42,24,11,1,4,0,13,7,1,0,1,0,0,134,0,0,0,380,2,4,9,58
1977,22,22,184,1254,3,15,0,1,29,1,1,15,2,64,7,16,0,1,30,4,0,709,0,13,0,93,24,13,28,9,0,47,56,24,16,2,6,0,13,6,1,0,1,0,0,154,0,0,0,370,2,5,9,68
1978,24,23,176,1289,8,15,0,1,34,1,1,14,2,62,6,16,0,1,31,3,0,698,0,13,0,85,24,12,29,9,0,49,74,26,14,2,4,0,12,7,1,0,1,0,0,154,0,0,0,379,2,4,11,68
1979,23,24,190,1329,5,13,0,1,34,1,1,14,2,64,2,16,0,1,35,3,0,695,0,6,0,72,27,12,33,11,0,51,85,25,12,2,5,0,12,7,1,1,1,0,0,141,0,0,0,338,3,4,9,68
1980,25,25,182,1330,7,13,0,1,32,2,1,14,2,58,2,21,0,2,37,4,0,712,0,11,0,88,24,13,34,10,0,48,82,24,11,2,4,0,13,7,1,0,1,0,0,135,0,0,0,316,3,4,10,64
1981,25,23,175,1313,5,13,0,1,33,2,1,13,2,59,1,23,0,1,38,4,0,713,0,14,0,94,29,12,36,21,0,52,98,22,11,2,4,0,14,7,1,0,1,0,0,134,0,0,0,340,4,4,10,64
1982,27,23,175,1275,5,13,0,1,36,2,1,14,2,60,3,85,0,1,39,4,0,685,0,14,0,93,30,10,38,33,0,44,100,23,12,2,5,0,13,7,1,0,1,0,0,137,0,0,0,320,4,5,9,68
1983,24,22,170,1288,3,12,0,1,35,2,1,14,2,60,2,104,0,1,39,4,0,686,0,25,0,102,26,12,32,33,0,39,96,25,10,2,6,0,10,7,1,1,1,0,0,138,0,0,0,338,4,5,9,64
1984,25,21,164,1308,13,12,0,1,37,2,1,15,2,55,3,96,0,1,39,4,0,687,0,14,0,81,31,12,38,21,0,33,129,23,9,3,6,0,9,7,1,1,1,0,0,135,0,0,0,330,6,5,11,62
1985,25,20,151,1340,14,12,0,1,35,1,1,13,2,51,2,109,0,1,40,4,0,681,0,13,0,66,35,13,33,29,0,41,138,24,10,3,3,0,9,7,1,1,1,0,0,138,0,0,0,329,5,6,11,69
1986,26,17,146,1323,22,13,0,1,37,2,1,15,2,50,1,100,0,1,40,4,0,691,0,30,0,65,27,12,35,24,0,34,147,24,9,4,5,0,12,7,1,1,1,0,0,136,0,0,0,319,5,5,9,64
1987,25,17,144,1354,10,12,0,1,38,2,1,16,2,48,1,98,0,1,39,4,0,688,0,28,0,58,33,13,35,36,0,43,148,24,10,4,6,0,13,7,1,1,1,0,0,137,0,0,0,348,5,5,10,67
1988,26,17,141,1356,16,13,0,1,35,2,1,16,3,51,1,106,0,2,45,4,0,696,0,12,0,72,34,14,47,36,0,33,152,20,9,5,4,0,14,7,1,0,1,0,0,134,0,0,0,337,7,5,11,77
1989,21,17,139,1378,12,13,0,1,35,2,1,16,3,49,1,105,0,2,43,4,0,700,1,13,0,63,48,11,23,50,0,25,164,21,8,5,4,0,15,7,1,0,1,0,0,130,0,0,0,331,9,5,11,75
1990,20,15,130,1335,12,13,0,1,36,2,1,16,3,50,1,104,0,2,38,4,0,687,1,14,0,60,55,17,29,41,0,18,176,21,9,5,5,0,14,7,1,0,1,0,0,130,0,0,0,337,7,5,12,75
1991,20,11,127,1369,10,13,0,1,31,2,1,16,3,49,1,111,0,1,43,4,0,672,1,15,0,60,49,15,30,68,0,4,175,22,10,5,5,0,17,8,1,1,1,0,0,133,0,0,0,346,4,5,12,76
1992,21,19,126,1368,17,14,0,1,42,2,1,16,3,48,1,111,0,1,38,4,0,652,0,11,0,54,44,16,37,72,0,6,174,24,9,6,4,0,17,8,1,0,1,0,0,136,0,0,0,359,3,5,12,69
1993,20,19,124,1344,16,13,0,1,35,2,1,15,3,47,1,103,0,1,34,3,0,702,1,6,0,55,57,19,18,60,1,33,174,22,9,4,6,0,11,8,1,0,1,0,0,134,0,0,0,351,5,5,11,73
1994,20,18,123,1344,15,11,0,1,39,2,1,16,3,47,1,102,0,1,39,5,0,700,1,2,0,46,59,20,13,69,1,30,177,22,8,3,7,0,12,7,1,0,1,0,0,123,0,0,0,343,10,5,12,56
1995,20,17,116,1343,13,15,0,1,41,2,1,17,3,47,1,101,0,1,35,3,0,702,1,2,0,47,57,21,14,69,1,33,174,23,9,4,7,0,10,7,1,0,1,0,0,128,0,0,0,341,13,5,12,60
1996,20,16,120,1353,10,11,0,1,42,2,1,16,2,57,1,101,0,2,36,4,0,696,0,2,0,43,56,23,16,58,1,29,173,23,8,5,5,0,11,7,1,0,1,0,0,128,0,0,0,349,16,5,12,60
1997,20,15,114,1372,11,2,0,1,36,3,1,17,2,48,1,107,0,2,48,3,0,695,0,2,0,43,59,31,12,55,1,32,178,23,9,6,4,0,15,7,1,0,1,0,0,127,0,0,0,359,15,5,12,58
1998,20,13,113,1388,12,1,0,1,35,3,1,19,2,45,1,99,0,2,51,3,0,720,1,2,0,36,57,34,13,71,1,25,176,24,9,6,5,0,18,7,1,0,1,0,0,123,0,0,0,355,24,6,12,63
1999,20,13,109,1376,11,2,0,1,37,3,1,19,2,45,1,99,0,2,53,3,0,720,2,2,1,37,47,35,25,76,1,22,175,24,9,7,5,0,19,7,1,0,1,0,0,123,0,0,0,358,24,5,13,61
2000,20,12,106,1374,10,2,0,1,39,3,1,20,2,40,1,106,0,2,54,3,0,720,2,2,1,38,56,37,17,78,1,26,177,24,8,5,6,0,26,7,1,0,1,0,0,121,0,0,0,350,22,7,13,60
2001,20,12,102,1382,18,4,0,1,40,3,1,18,2,41,1,106,0,2,55,3,0,731,3,3,1,31,58,43,15,74,1,46,174,25,9,4,5,0,24,7,1,0,1,0,0,120,0,0,0,355,25,7,13,57
2002,20,12,104,1370,17,4,0,1,40,2,1,25,3,45,3,103,0,2,55,3,0,734,3,3,1,35,68,42,13,78,1,38,174,25,9,4,5,0,24,7,1,0,1,0,0,119,0,0,0,361,26,8,12,62
2003,19,10,99,1347,14,4,0,1,37,3,1,21,3,41,3,104,0,2,54,3,0,730,4,2,1,36,65,42,12,78,1,43,162,23,9,4,5,0,26,7,1,0,1,0,0,117,0,0,0,356,23,6,13,60
2004,19,12,104,1285,15,6,0,1,41,3,1,22,3,38,1,102,0,1,53,3,0,747,4,2,1,25,63,44,16,70,1,39,169,23,8,5,4,0,28,6,1,0,1,0,0,120,0,0,0,373,17,7,14,63
2005,19,12,106,1252,22,5,0,1,42,3,1,21,3,39,3,103,0,1,53,3,0,752,4,2,1,29,64,42,34,75,2,54,176,20,7,4,6,0,24,6,1,0,1,0,0,115,0,0,0,378,16,6,12,58
