year,alcoholic-beverages_beverages_alcoholic,alcoholic-beverages_beverages_fermented,alcoholic-beverages_grapes,animal-products_animal_products,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,grains_barley,grains_cereals_other,grains_maize,grains_millets,grains_oats,grains_rice,grains_rye,grains_sorghum,grains_wheat,miscellaneous_miscellaneous,oils_coconuts,oils_cottonseed_oil,oils_groundnut,oils_oilcrops_other,oils_olives,oils_palm_oil,oils_rape_and_mustard,oils_sesame,oils_soybean,oils_sunflower,oils_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices-and-stimulants_cloves,spices-and-stimulants_cocoa_beans,spices-and-stimulants_coffee,spices-and-stimulants_pepper,spices-and-stimulants_pimento,spices-and-stimulants_spices_other,spices-and-stimulants_tea,starchy-roots_cassava,starchy-roots_potatoes,starchy-roots_roots_other,starchy-roots_sweet_potatoes,starchy-roots_yams,sweeteners_sugar,sweeteners_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,17,0,2,174,1,3,0,0,3,0,0,1,0,11,0,47,0,2,915,0,0,331,3,66,102,4,41,1,0,2,0,92,0,1,0,0,87,0,1,0,0,0,11,1,1,15,2,2,0,416,0,4,2,12
1962,18,0,2,167,1,3,0,0,3,0,0,1,0,11,0,43,0,2,928,0,0,363,4,42,33,4,72,1,0,1,0,146,0,1,0,0,76,0,1,0,0,0,16,1,2,14,1,2,0,423,0,5,5,17
1963,19,0,2,168,1,10,0,0,3,0,0,1,0,10,1,43,0,2,895,0,0,346,4,47,17,23,70,0,0,2,0,152,0,1,0,0,72,0,1,0,0,0,12,1,2,18,2,2,0,412,0,3,4,16
1964,17,0,2,177,1,5,0,0,3,0,0,2,0,10,1,45,0,1,886,0,0,345,5,31,18,7,66,1,0,1,0,200,0,1,0,0,85,0,2,0,0,0,11,1,1,22,1,2,0,418,0,3,4,13
1965,17,0,2,167,1,18,0,0,3,0,0,1,0,8,0,34,0,1,847,0,0,349,4,46,9,8,77,0,0,0,0,171,0,1,0,0,73,0,1,0,0,0,9,1,1,13,1,2,0,411,0,3,4,15
1966,14,0,2,181,1,15,0,0,3,0,0,1,0,8,1,38,0,1,865,0,0,345,3,70,0,8,96,0,0,0,0,147,0,1,0,0,76,0,1,0,0,0,12,1,1,23,1,1,0,394,0,3,4,15
1967,16,0,2,171,1,17,0,0,3,0,0,1,0,9,0,36,0,1,802,0,0,375,3,42,0,9,138,0,0,0,0,139,0,1,0,0,59,0,1,0,0,0,13,1,2,25,1,1,0,394,0,3,7,15
1968,12,0,2,171,0,18,0,0,3,0,0,1,1,8,2,46,0,1,714,0,0,466,4,38,0,8,214,0,0,1,0,54,0,0,0,0,64,0,1,0,0,0,8,1,1,26,1,1,0,391,0,3,5,13
1969,11,0,2,168,0,19,0,0,2,0,0,1,1,7,1,35,0,1,650,0,0,495,2,22,0,9,174,0,0,0,0,112,0,1,0,0,59,0,1,0,0,0,4,1,1,15,1,1,0,400,1,3,5,12
1970,11,0,3,190,1,13,0,0,2,0,0,1,1,7,0,30,0,1,697,0,0,553,3,18,0,8,49,0,0,0,0,243,0,0,0,0,70,0,1,0,0,0,5,1,0,19,1,1,0,400,1,3,3,12
