"year","alcoholic-beverages_beverages_alcoholic","alcoholic-beverages_beverages_fermented","alcoholic-beverages_grapes","animal-products_animal_products","cereals_barley","cereals_cereals_other","cereals_maize","cereals_millets","cereals_oats","cereals_rice","cereals_rye","cereals_sorghum","cereals_wheat","fruits_apples","fruits_bananas_and_plantains","fruits_citrus_other","fruits_dates","fruits_fruits_other","fruits_grapefruit","fruits_lemons_and_limes","fruits_oranges_and_mandarines","fruits_pineapples","miscellaneous_miscellaneous","oilcrops_coconuts","oilcrops_cottonseed_oil","oilcrops_groundnut","oilcrops_oilcrops_other","oilcrops_olives","oilcrops_palm_oil","oilcrops_rape_and_mustard","oilcrops_sesame","oilcrops_soybean","oilcrops_sunflower","oilcrops_treenuts","pulses_beans","pulses_peas","pulses_pulses_other","spices_cloves","spices_pepper","spices_pimento","spices_spices_other","starchy-roots_cassava","starchy-roots_potatoes","starchy-roots_roots_other","starchy-roots_sweet_potatoes","starchy-roots_yams","stimulants_cocoa_beans","stimulants_coffee","stimulants_tea","sugarcrops_sugar","sugarcrops_sweeteners_other","vegetables_onions","vegetables_tomatoes","vegetables_vegetables_other,"
1961,4,0,160,454,3,73,100,0,0,47,110,0,1290,10,0,0,0,31,0,1,5,0,0,0,43,5,0,106,0,0,16,29,20,35,28,1,58,0,0,3,22,0,72,0,0,0,1,0,0,65,0,13,15,"65,"
1962,4,0,164,462,3,80,75,0,0,50,147,0,1222,11,0,0,0,26,0,1,5,0,0,0,61,7,0,42,0,0,16,28,23,37,27,1,66,0,0,3,21,0,72,0,0,0,0,0,0,91,0,13,15,"66,"
1963,4,0,123,462,3,86,99,0,0,38,167,0,1192,11,0,0,0,26,0,1,6,0,0,0,65,7,0,89,0,0,14,45,7,34,35,1,60,0,0,2,39,0,75,0,0,0,1,0,0,139,0,16,15,"66,"
1964,4,0,129,461,3,65,89,0,0,28,120,0,1261,11,0,0,0,27,0,0,6,0,0,0,81,7,0,90,0,0,12,35,24,35,37,1,53,0,0,2,18,0,77,0,0,0,1,0,0,145,0,15,15,"68,"
1965,4,0,153,437,3,61,82,0,0,36,117,0,1303,12,0,0,0,24,0,1,6,0,0,0,58,9,3,68,0,0,12,5,55,33,35,2,53,0,0,2,12,0,74,0,0,0,1,0,0,153,0,13,15,"68,"
1966,5,0,134,459,3,67,85,0,0,44,141,0,1298,14,0,0,0,23,0,1,7,0,0,0,72,7,3,113,0,0,11,7,54,36,32,1,52,0,0,2,8,0,76,0,0,0,1,0,1,163,0,13,15,"65,"
1967,5,0,150,446,3,61,87,0,0,37,152,0,1270,20,0,0,0,28,0,1,8,0,0,0,71,8,0,90,0,0,13,1,68,37,33,2,57,0,0,2,7,0,75,0,0,0,1,0,0,161,0,16,15,"63,"
1968,5,0,155,435,3,54,81,0,0,32,136,0,1288,21,0,0,0,29,0,1,9,0,0,0,78,9,0,115,0,0,16,1,74,41,32,1,52,0,0,3,8,0,75,0,0,0,1,0,1,160,0,14,15,"65,"
1969,5,0,147,439,3,58,81,0,0,36,132,0,1330,18,0,0,0,25,0,1,8,0,0,0,70,10,0,49,0,0,13,1,73,30,33,1,60,0,0,2,6,0,78,0,0,0,1,0,1,178,0,15,17,"69,"
1970,5,0,156,424,4,49,81,0,0,44,100,0,1387,21,1,0,0,26,0,1,9,0,0,0,68,9,1,87,0,0,11,6,84,43,30,1,49,0,0,2,8,0,76,0,0,0,1,0,1,182,0,18,19,"70,"
