year,alcoholic-beverages_beverages_alcoholic,alcoholic-beverages_beverages_fermented,alcoholic-beverages_grapes,animal-products_animal_products,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,grains_barley,grains_cereals_other,grains_maize,grains_millets,grains_oats,grains_rice,grains_rye,grains_sorghum,grains_wheat,miscellaneous_miscellaneous,oils_coconuts,oils_cottonseed_oil,oils_groundnut,oils_oilcrops_other,oils_olives,oils_palm_oil,oils_rape_and_mustard,oils_sesame,oils_soybean,oils_sunflower,oils_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices-and-stimulants_cloves,spices-and-stimulants_cocoa_beans,spices-and-stimulants_coffee,spices-and-stimulants_pepper,spices-and-stimulants_pimento,spices-and-stimulants_spices_other,spices-and-stimulants_tea,starchy-roots_cassava,starchy-roots_potatoes,starchy-roots_roots_other,starchy-roots_sweet_potatoes,starchy-roots_yams,sweeteners_sugar,sweeteners_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,15,0,3,277,0,61,0,0,64,2,3,15,2,13,2,63,0,8,127,0,0,536,3,193,0,3,0,0,0,0,0,0,0,0,12,4,6,0,3,1,1,0,1,0,6,11,10,12,59,379,3,2,1,9
1962,15,0,3,304,0,59,0,0,63,2,4,23,1,15,5,65,0,8,127,0,0,564,3,208,0,3,0,0,0,0,0,0,0,0,18,4,6,0,3,1,1,3,1,0,6,11,10,11,67,385,4,2,0,9
1963,15,0,3,318,0,58,0,0,65,2,5,17,2,13,4,63,0,8,145,1,0,538,4,216,0,3,0,0,0,0,0,0,0,0,15,4,7,0,3,1,1,2,1,0,6,11,11,14,66,385,3,2,1,10
1964,16,0,3,342,1,58,0,0,65,3,6,20,0,16,4,74,0,9,168,0,0,565,4,223,0,5,0,1,0,0,0,1,0,0,21,4,6,0,3,1,1,1,1,0,5,9,13,20,72,406,5,2,1,12
1965,16,0,2,318,1,54,0,0,61,2,6,16,0,18,5,67,0,9,177,0,0,573,4,207,0,4,27,1,0,0,0,2,0,0,15,3,5,0,2,1,0,7,2,0,5,11,19,19,74,416,5,3,1,13
1966,15,0,4,335,1,56,0,0,47,2,6,18,0,20,4,65,0,8,171,0,0,563,5,196,0,5,0,1,0,0,0,40,0,0,7,6,9,0,3,1,1,4,1,0,7,15,20,26,81,434,7,2,2,11
1967,16,0,3,362,1,62,0,0,45,2,6,24,1,21,3,70,0,8,182,0,0,593,6,188,0,4,0,1,0,0,0,64,0,0,9,9,13,0,4,1,1,12,1,0,9,12,15,14,94,447,8,3,2,11
1968,15,0,3,389,0,63,0,0,26,2,6,28,1,22,4,76,0,6,130,0,0,627,5,183,0,6,0,1,0,0,0,80,0,0,11,10,14,0,4,1,1,12,2,0,5,8,12,15,82,466,8,3,1,9
1969,16,0,3,387,0,63,0,0,28,2,5,19,1,27,22,66,0,6,143,0,0,579,5,185,0,5,0,1,0,0,0,82,0,0,18,8,12,0,4,1,1,2,1,0,6,11,13,19,77,500,8,3,1,8
1970,16,0,5,428,1,65,0,0,28,2,6,23,2,29,37,65,0,6,176,0,0,663,6,195,0,7,0,1,0,0,0,71,0,0,14,8,11,0,4,1,1,1,1,0,11,11,24,15,98,437,7,3,2,10
1971,16,0,5,425,1,82,0,0,27,2,6,23,3,29,23,61,0,4,169,0,0,663,5,173,0,9,0,1,0,0,0,70,0,0,9,12,11,0,4,1,1,7,1,0,10,12,31,23,143,469,9,3,2,15
1972,19,0,6,456,1,83,0,0,28,3,6,32,3,33,25,63,0,4,170,0,0,655,6,170,0,9,0,2,0,0,0,94,0,1,9,12,16,0,5,1,1,5,2,0,11,9,33,23,147,481,9,3,2,16
1973,21,0,4,387,0,81,0,0,25,5,7,18,2,37,23,73,0,6,189,1,0,646,5,197,0,10,0,0,0,0,0,48,0,0,9,8,11,0,4,1,1,3,4,0,8,8,24,19,144,475,8,2,3,16
1974,21,0,2,444,0,82,0,0,25,5,7,20,2,36,35,77,0,6,193,0,0,641,5,199,0,9,37,1,0,0,0,10,0,0,8,9,10,0,4,1,1,4,4,0,8,13,27,23,148,455,23,2,4,16
1975,26,0,2,440,0,72,0,0,23,5,7,20,2,39,36,82,0,5,203,0,0,626,9,190,0,9,47,0,0,0,0,9,0,1,11,8,12,0,4,1,1,7,5,0,10,10,33,17,150,492,7,3,2,16
1976,31,0,2,458,0,70,0,0,26,5,7,16,1,39,51,88,0,5,196,0,0,607,1,202,0,5,41,0,0,0,0,43,0,1,8,8,8,0,4,1,1,13,3,0,11,7,30,18,132,507,7,3,4,20
1977,27,0,1,398,0,93,0,0,24,4,7,14,2,37,46,86,0,5,187,0,0,560,0,207,0,9,52,0,0,0,0,74,0,1,3,12,7,0,3,0,1,4,2,0,14,7,29,24,135,527,8,2,5,18
1978,30,0,1,451,0,98,0,0,26,4,7,16,1,43,11,90,0,3,192,0,0,561,0,143,0,12,0,0,0,0,0,143,0,1,3,21,15,0,3,1,1,3,4,0,15,8,33,42,161,524,6,3,5,20
1979,30,0,1,382,0,116,0,0,25,3,8,10,1,35,6,96,0,5,192,0,0,555,0,147,0,14,0,0,0,0,0,166,0,0,1,18,14,0,3,0,1,1,4,0,14,8,32,22,167,471,4,1,5,22
1980,33,0,0,379,0,118,0,0,24,4,8,14,1,39,14,120,0,4,194,0,0,563,0,153,0,12,0,0,0,0,0,156,0,0,2,15,13,0,3,1,1,1,2,0,11,5,28,22,139,540,2,1,6,21
1981,30,0,1,372,0,138,0,0,26,3,7,5,2,36,10,103,0,3,210,0,0,571,0,143,0,11,0,0,0,0,0,163,0,0,3,17,13,0,5,0,1,8,3,0,10,9,24,25,140,453,3,1,5,25
1982,30,0,1,383,0,146,0,0,25,2,8,10,3,36,12,101,0,4,209,0,0,583,0,125,0,12,0,0,0,0,0,167,0,0,3,12,11,0,3,0,1,3,3,0,8,5,23,17,116,412,8,1,4,22
1983,32,0,1,372,0,139,0,0,25,2,8,13,2,35,3,111,0,3,203,0,0,576,0,129,0,13,0,0,0,0,0,168,0,0,3,13,12,0,3,0,1,7,2,0,8,6,22,23,126,415,14,1,4,25
1984,23,0,1,391,0,148,0,0,26,1,8,4,3,25,5,136,0,3,212,0,0,565,1,140,0,12,0,0,0,0,0,160,0,0,2,16,12,0,2,0,1,14,3,0,9,8,27,34,143,410,19,2,6,28
1985,16,0,1,357,0,141,0,0,24,1,8,9,3,31,3,117,0,1,220,0,0,569,0,143,0,16,0,0,0,0,0,158,0,0,2,15,11,0,3,0,1,10,3,0,8,4,27,30,153,413,2,2,4,24
1986,16,0,1,395,0,129,0,0,23,4,8,8,2,30,15,124,0,3,220,0,0,543,1,178,0,10,0,0,0,0,0,126,0,0,3,16,12,0,3,0,1,6,5,0,7,4,28,25,153,429,7,1,4,22
1987,17,0,1,432,0,109,0,0,26,5,8,21,3,36,0,131,0,3,197,0,0,532,0,181,0,14,0,0,0,0,0,131,0,0,7,15,12,0,4,0,0,8,4,0,8,6,23,23,161,454,15,1,4,24
1988,13,0,2,389,0,110,0,0,26,7,8,14,3,37,1,141,0,5,163,0,0,534,3,177,0,9,0,0,0,0,0,136,0,0,5,11,10,0,3,1,1,6,3,0,6,6,22,18,153,472,20,1,3,19
1989,12,0,3,390,0,93,0,0,26,8,8,21,3,43,1,129,0,7,258,0,0,504,4,130,0,16,0,0,0,0,0,144,0,0,8,14,5,0,4,0,1,13,4,0,4,7,18,20,122,520,26,2,4,23
1990,12,1,1,481,0,76,0,0,25,7,7,14,3,40,2,115,0,2,286,0,0,481,6,139,0,12,0,0,8,0,0,147,0,0,7,13,8,0,2,1,1,5,5,0,5,10,19,20,146,471,27,2,4,25
1991,34,0,1,491,0,70,0,0,26,8,7,9,3,37,3,92,0,3,193,0,0,523,5,145,0,13,0,0,10,0,0,124,0,0,5,12,8,0,2,1,1,7,6,0,5,5,18,16,168,477,22,1,3,24
1992,28,0,1,475,0,69,0,0,26,7,9,8,4,40,1,81,0,2,278,0,0,490,3,116,0,20,0,0,0,0,0,142,0,0,4,15,10,0,2,0,1,10,6,0,7,5,22,21,192,476,13,2,4,29
1993,15,0,2,506,0,69,0,0,28,8,6,14,7,40,5,68,0,2,227,0,0,526,6,131,0,22,0,0,0,0,0,150,0,1,7,14,8,0,2,0,1,16,6,0,9,6,28,24,197,496,15,2,5,36
1994,13,0,3,452,0,64,0,0,31,8,6,40,5,34,0,66,0,3,268,0,0,531,4,120,0,22,0,0,0,0,0,150,0,1,6,16,9,0,2,1,1,22,7,0,8,9,30,25,204,481,24,4,4,42
1995,13,0,3,477,0,65,0,0,29,9,7,37,6,38,1,58,0,4,311,0,0,552,5,111,0,21,0,1,0,0,0,143,0,1,7,13,8,0,2,1,2,23,8,0,7,13,34,28,210,371,13,3,5,45
1996,14,0,3,515,1,65,0,0,28,9,8,42,7,30,1,60,0,5,310,0,0,383,6,107,0,21,0,1,0,0,0,174,0,1,5,12,9,0,4,1,1,26,8,0,8,13,36,29,220,458,36,4,6,46
1997,15,0,4,529,1,61,0,0,25,9,10,42,6,28,2,55,0,4,248,0,0,521,6,107,0,21,0,1,0,0,0,191,0,1,8,8,8,0,4,1,1,20,5,0,6,13,26,20,183,443,15,3,5,39
1998,13,0,3,518,0,61,0,0,23,9,8,39,6,31,2,58,0,7,253,0,0,535,5,107,0,20,0,0,0,0,0,199,0,1,3,7,7,0,5,1,1,18,4,0,6,13,22,22,171,467,16,2,5,39
1999,14,0,4,510,2,66,0,0,25,9,10,40,7,30,5,66,0,6,256,0,0,525,6,96,0,22,0,1,0,0,0,221,0,2,10,8,8,0,4,0,1,17,6,0,7,11,24,20,163,435,34,2,6,44
2000,10,0,3,515,0,63,0,0,24,9,8,38,7,31,2,70,0,5,269,0,0,509,2,109,0,19,0,0,0,0,0,226,0,1,10,4,5,0,4,0,2,12,4,0,6,13,16,16,125,497,42,4,6,37
2001,18,0,4,526,2,64,0,0,27,9,7,39,7,33,9,55,0,4,247,0,0,539,9,108,0,27,0,1,0,0,0,230,0,3,10,6,12,0,5,1,1,15,7,0,6,17,16,20,127,494,39,5,6,44
2002,19,0,4,539,1,66,0,0,26,9,8,39,7,30,5,67,0,5,302,0,0,502,7,118,0,21,0,1,0,0,0,240,0,2,11,3,6,0,5,0,1,12,4,0,5,14,13,15,121,478,47,4,5,32
2003,20,0,5,551,1,67,0,0,25,9,9,39,7,29,5,57,0,5,286,0,0,506,3,123,0,21,0,1,0,0,0,236,0,1,11,3,5,0,6,0,1,17,8,0,7,14,13,18,123,485,39,3,6,40
2004,30,0,5,559,2,82,0,0,21,8,8,36,7,24,1,58,0,6,270,2,0,548,9,144,0,19,0,2,0,0,0,220,0,5,16,11,8,0,6,0,1,14,6,0,6,17,12,15,106,420,41,4,5,35
2005,29,0,6,545,2,63,0,0,20,6,7,34,6,24,0,60,0,6,283,2,0,550,15,146,0,22,0,2,0,0,0,217,0,6,16,7,4,0,5,4,3,18,10,0,5,17,11,20,85,460,34,4,5,38
2006,31,0,2,527,2,57,1,0,24,7,6,31,7,27,2,79,0,10,290,0,0,547,7,151,0,24,0,1,2,0,0,217,0,4,28,3,5,0,7,5,1,24,10,0,7,18,13,22,97,399,49,4,6,40
2007,31,0,6,565,2,62,0,0,18,7,7,32,6,27,0,60,0,7,284,0,0,551,11,151,0,23,0,2,0,0,0,229,0,6,25,3,7,0,8,7,1,20,9,0,7,16,13,21,86,405,41,3,5,38
2008,34,0,5,540,2,38,0,0,16,8,6,31,7,27,1,44,0,6,264,0,0,566,11,152,0,18,0,2,0,0,0,244,0,8,22,3,5,0,8,4,2,16,9,0,6,13,13,20,78,474,42,4,5,37
