year,alcoholic-beverages_beverages_alcoholic,alcoholic-beverages_beverages_fermented,alcoholic-beverages_grapes,animal-products_animal_products,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,grains_barley,grains_cereals_other,grains_maize,grains_millets,grains_oats,grains_rice,grains_rye,grains_sorghum,grains_wheat,miscellaneous_miscellaneous,oils_coconuts,oils_cottonseed_oil,oils_groundnut,oils_oilcrops_other,oils_olives,oils_palm_oil,oils_rape_and_mustard,oils_sesame,oils_soybean,oils_sunflower,oils_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices-and-stimulants_cloves,spices-and-stimulants_cocoa_beans,spices-and-stimulants_coffee,spices-and-stimulants_pepper,spices-and-stimulants_pimento,spices-and-stimulants_spices_other,spices-and-stimulants_tea,starchy-roots_cassava,starchy-roots_potatoes,starchy-roots_roots_other,starchy-roots_sweet_potatoes,starchy-roots_yams,sweeteners_sugar,sweeteners_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,5,1,0,202,0,53,0,0,71,0,0,1,2,5,0,69,0,0,854,0,0,97,0,102,0,3,0,0,5,0,0,1,0,3,11,0,2,0,1,2,0,0,0,0,45,1,8,66,2,141,1,1,1,49
1962,6,1,0,208,0,51,0,0,69,1,0,1,2,6,0,69,0,0,810,0,0,93,0,103,0,3,0,0,6,0,0,1,0,2,8,0,2,0,1,2,0,0,1,0,42,1,7,60,2,137,1,1,1,47
1963,9,1,0,209,0,49,0,0,68,0,0,1,3,9,0,69,0,0,815,0,0,113,0,110,0,4,0,0,4,0,0,1,0,1,7,0,2,0,1,1,0,0,1,0,44,1,7,63,3,163,1,1,1,48
1964,11,1,0,215,0,46,0,0,66,0,0,1,3,9,3,67,0,0,846,0,0,104,0,94,0,4,0,0,6,0,0,0,0,1,5,0,2,0,2,2,0,0,1,0,50,1,9,64,2,164,1,0,1,47
1965,13,1,0,228,0,43,0,0,67,0,0,1,3,9,6,69,0,0,869,0,0,122,1,101,0,4,0,0,6,0,0,4,0,1,5,0,2,0,2,2,0,0,1,0,43,1,8,57,2,172,1,0,1,48
1966,15,1,1,239,0,44,0,0,66,1,0,1,3,8,1,71,0,0,820,0,0,120,0,113,0,4,0,0,5,0,0,3,0,1,4,0,2,0,2,2,0,0,1,0,42,1,8,54,2,176,1,1,1,47
1967,18,1,0,244,0,43,0,0,65,1,0,1,3,10,2,86,0,0,811,0,0,128,0,107,0,4,0,0,5,0,0,2,0,1,4,0,2,0,1,2,0,0,1,0,33,1,7,51,1,199,1,0,1,48
1968,21,1,1,269,1,40,0,0,62,1,0,1,3,12,2,79,0,0,778,0,0,136,0,92,0,4,1,0,6,0,0,1,0,1,4,0,2,0,2,2,0,0,1,0,30,1,7,49,1,206,1,0,1,48
1969,19,1,0,275,0,43,0,0,59,1,0,1,3,10,1,95,0,0,780,0,0,126,0,104,0,4,0,0,7,0,0,1,0,1,4,0,2,0,1,2,0,0,1,0,25,1,7,50,1,200,1,0,1,47
1970,18,1,0,260,0,46,0,0,56,1,0,1,3,11,1,88,0,0,793,0,0,108,0,108,0,4,0,0,5,0,0,1,0,2,3,0,2,0,1,2,0,0,1,0,22,1,6,50,1,184,1,1,2,49
1971,18,1,0,259,0,43,0,0,56,0,0,1,2,12,1,95,0,0,825,0,0,123,0,97,0,4,0,0,6,0,0,1,0,1,4,0,2,0,1,2,0,0,1,0,1,1,6,43,1,194,2,1,1,48
