"year","alcoholic-beverages_beverages_alcoholic","alcoholic-beverages_beverages_fermented","alcoholic-beverages_grapes","animal-products_animal_products","cereals_barley","cereals_cereals_other","cereals_maize","cereals_millets","cereals_oats","cereals_rice","cereals_rye","cereals_sorghum","cereals_wheat","fruits_apples","fruits_bananas_and_plantains","fruits_citrus_other","fruits_dates","fruits_fruits_other","fruits_grapefruit","fruits_lemons_and_limes","fruits_oranges_and_mandarines","fruits_pineapples","miscellaneous_miscellaneous","oilcrops_coconuts","oilcrops_cottonseed_oil","oilcrops_groundnut","oilcrops_oilcrops_other","oilcrops_olives","oilcrops_palm_oil","oilcrops_rape_and_mustard","oilcrops_sesame","oilcrops_soybean","oilcrops_sunflower","oilcrops_treenuts","pulses_beans","pulses_peas","pulses_pulses_other","spices_cloves","spices_pepper","spices_pimento","spices_spices_other","starchy-roots_cassava","starchy-roots_potatoes","starchy-roots_roots_other","starchy-roots_sweet_potatoes","starchy-roots_yams","stimulants_cocoa_beans","stimulants_coffee","stimulants_tea","sugarcrops_sugar","sugarcrops_sweeteners_other","vegetables_onions","vegetables_tomatoes","vegetables_vegetables_other,"
1961,11.2,1.9,80.5,906.8,225.5,0,14.2,0,2.2,11.5,127.4,0,210.4,155.9,10.4,0,0.3,151.8,0.8,7.4,25.5,0,0,4.9,0,3.6,7.1,0.5,0.3,1.6,0,0,4.1,7.1,0.8,0.8,0.3,0,0,0.3,0.3,0,233.4,0,0,0,5.5,5.2,0.3,107.1,2.7,9.9,8.2,"164.9,"
1962,7.4,1.9,83.6,916.7,238.4,0,13.7,0,2.5,9.6,127.9,0,203.3,160,11.2,0,0.3,101.1,0.8,8.5,27.7,0,0,4.1,0,4.1,7.1,0.3,0.3,2.7,0,0,4.9,7.1,1.1,0.8,0.5,0,0.3,0.3,0.5,0,220.3,0,0,0,5.2,5.2,0.3,112.3,2.7,9.6,8.2,"149.3,"
1963,8.8,2.2,99.5,913.7,257.3,0,13.4,0,2.5,9.3,121.9,0,208.5,160.8,12.1,0,0.3,124.9,1.1,7.7,24.1,0,0,3.8,0.3,4.4,5.5,0.3,0.5,2.5,0,2.7,8.5,6.8,1.1,1.1,0.3,0,0.3,0.3,0.3,0,227.1,0,0,0,4.7,5.8,0.3,104.1,3,11.2,9.3,"186.6,"
1964,10.4,2.5,103.3,927.7,257,0,11.8,0,2.5,9.9,116.4,0,208.5,158.6,14.2,0,0.3,116.2,1.1,9,31.5,0,0,4.7,1.1,3.8,4.7,0.3,0.3,2.5,0,3.6,9.9,7.1,0.3,1.1,0.3,0,0.3,0.3,0.5,0,221.1,0,0,0,4.9,6.6,0.3,106.3,0,8.8,8.5,"178.4,"
1965,6.6,1.1,103.8,919.5,274.8,0,9,0,2.7,10.1,118.4,0,207.4,94.8,17,0,0.3,105.5,1.1,8.5,32.9,0,0,3.8,1.6,3.8,5.5,0.3,0,3.3,0,3.3,9.3,6.3,0.5,1.1,0.5,0,0.3,0.3,0.5,0,208.2,0,0,0,6.3,6.6,0.3,108.2,3,10.1,11.2,"186,"
1966,7.1,2.5,105.5,901.4,274,0,10.4,0,2.7,11.5,115.9,0,206,135.3,20,0,0.3,111,1.4,8.8,30.7,0,0,4.7,0.8,3,5.2,0.3,0,4.4,0,1.6,12.3,7.4,0,1.4,0.3,0,0.3,0.3,0.3,0,212.1,0,0,0,5.5,6.8,0.3,108.5,0,8.2,11,"183,"
1967,7.1,2.7,109,919.5,285.8,0,10.4,0,2.7,10.1,109.6,0,202.5,126.8,19.7,0,0.3,103,1.4,8.5,32.3,0,0,4.4,0.5,2.7,6,0.3,0,1.1,0,0.5,16.4,6.8,0.3,1.4,0.3,0,0.3,0.3,0.5,0,207.1,0,0,0,3.8,7.4,0.3,104.9,0,10.1,11,"172.1,"
1968,7.7,2.5,109.3,937.3,271.5,0,11,0,3.3,9.6,106.6,0,197.8,99.7,20.8,0,0.3,130.4,1.9,8.8,34.2,0,0,2.7,0,3,6,0,0,3,0,0.5,17,8.8,1.1,1.4,0.5,0,0.3,0.5,0.5,0,202.2,0,0,0,3.8,8.2,0.3,111,0.3,11.5,12.6,"172.6,"
1969,7.4,2.7,113.7,915.1,272.9,0,9.9,0,3,9.9,104.9,0,192.3,115.3,20.8,0,0.3,110.4,1.6,8.5,37,0,0,2.7,0,2.7,5.2,0,0,4.4,0,0.8,16.2,8.2,1.1,1.1,0.3,0,0.3,0.3,0.5,0,194,0,0,0,3,9,0.3,96.4,0.3,9.3,13.2,"162.5,"
1970,9,3.3,117,915.6,275.3,0,8.8,0,1.9,11.8,102.7,0,200.5,104.1,19.7,0,0,120,1.9,8.8,41.6,0,0,2.5,0.3,2.2,6.8,0,0.5,7.7,0,2.2,12.3,8.8,1.4,1.4,0.3,0,0.3,0.5,0.5,0,185.8,0,0,0,3.6,8.5,0.3,109,0.5,7.9,15.3,"161.9,"
