year,alcoholic-beverages_beverages_alcoholic,alcoholic-beverages_beverages_fermented,alcoholic-beverages_grapes,animal-products_animal_products,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,grains_barley,grains_cereals_other,grains_maize,grains_millets,grains_oats,grains_rice,grains_rye,grains_sorghum,grains_wheat,miscellaneous_miscellaneous,oils_coconuts,oils_cottonseed_oil,oils_groundnut,oils_oilcrops_other,oils_olives,oils_palm_oil,oils_rape_and_mustard,oils_sesame,oils_soybean,oils_sunflower,oils_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices-and-stimulants_cloves,spices-and-stimulants_cocoa_beans,spices-and-stimulants_coffee,spices-and-stimulants_pepper,spices-and-stimulants_pimento,spices-and-stimulants_spices_other,spices-and-stimulants_tea,starchy-roots_cassava,starchy-roots_potatoes,starchy-roots_roots_other,starchy-roots_sweet_potatoes,starchy-roots_yams,sweeteners_sugar,sweeteners_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,27.4,0,3,229.9,0.5,210.7,0,0,408.8,2.2,4.9,18.4,0,6.6,0,1.6,0,0,8.2,0,0,178.6,0,17.8,0,0,5.2,0,0,0,0,0,0,0,0,0,4.1,0,0.8,1.9,0,0,1.4,0.3,17.5,5.5,37.5,20,56.2,77.3,0,5.5,0,18.1
1962,29.3,0,2.7,223.8,0.5,209.9,0,0,413.4,2.2,4.9,26,0,6.3,0,1.9,0,0,19.5,0,0,162.5,0,23,0,0,5.5,0,0,0,0,0,0,0,0,0,4.7,0,0.8,1.9,0,0,1.4,0.3,18.1,5.8,36.2,20,75.1,73.7,0,6,0,18.4
1963,28.5,0,2.7,220.5,0.5,198.1,0,0,399.2,2.5,4.9,20.3,0,6.6,0,2.7,0,0,13.4,0,0,156.4,0,22.7,0,0,5.8,0,0,0,0,0,0,0,0,0,4.4,0,0.8,1.9,0,0,1.4,0.3,17.8,5.5,39.7,19.7,43.6,77.5,0,6.6,0,18.4
1964,30.7,0,3,225.5,0.5,196.2,0,0,402.7,2.5,4.9,22.7,0,10.1,0,3.6,0,0,22.7,0,0,170.1,0,22.7,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0.5,1.9,0,0,1.6,0.3,17.8,7.4,40.8,20,29.6,80,0,6.6,0,18.4
1965,29.3,0,3,239.2,0.5,189.3,0,0,401.1,2.5,4.9,24.9,0,10.4,0,1.9,0,0,14,0,0,154,0,23.3,0,0,6.6,0,0,0,0,0,0,0,0,0,5.8,0,0.8,2.2,0,0,1.6,0.3,17.5,6.3,39.2,19.7,47.7,81.1,0,6.3,0,18.4
1966,25.2,0,3.8,254.5,0.5,183.6,0,0,406.3,2.5,4.9,30.4,0,15.3,0,2.5,0,0,16.7,0,0,166.8,0,24.4,0,0,6.8,0,0,0,0,0,0,0,0,0,5.2,0,0.8,2.2,0,0,1.4,0.3,17.5,8.2,40,20,51.5,82.7,0,7.7,0,19.7
1967,23.6,0,3.6,259.2,0.8,194.5,0,0,403,2.5,4.9,31,0,12.3,0,3.8,0,0,15.1,0,0,158.4,0,25.2,0,0,6.8,0,0,0,0,0,0,0,0,0,5.5,0,0.8,2.2,0,0,1.4,0.3,17.8,7.7,40.3,20,60.5,75.1,0,7.1,0,20
1968,24.7,0,4.1,277.3,0.8,189.9,0,0,403.8,2.5,5.2,32.9,0,14.8,0,2.7,0,0,21.4,0,0,162.5,0,26,0,0,7.1,0,0,0,0,0,0,0,0,0,6,0,0.8,2.2,0,0,1.4,0.3,18.4,9.6,40.8,20,69.9,67.4,0,8.2,0,19.2
1969,24.7,0,5.8,285.8,0.8,183.6,0,0,403.8,2.5,4.9,37.8,0,23,0,2.5,0,0,17.8,0,0,167.7,0,25.8,0,0,7.4,0,0,0,0,0,0,0,0,0,7.4,0,0.8,2.7,0,0,1.4,0.3,18.6,10.1,41.6,20,73.4,64.9,0,8.8,0,19.2
1970,26.8,0,4.7,310.7,0.8,187.1,0,0,402.7,2.5,5.2,40.5,0,27.9,0,2.5,0,0,18.4,0,0,172.6,0,25.2,0,0,7.9,0,0,0,0,0,0,0,0,0,6.6,0,0.8,2.5,0,0,1.4,0.3,18.9,11.8,42.2,20.5,80.8,62.5,0.5,8.5,0,19.7
1971,30.1,0,6,344.7,1.4,190.4,0,0,384.4,2.5,4.9,49.3,0,35.3,0,4.4,0,0,18.1,0,0,193.7,0,25.8,0,0,11,0,0,0,0,0,0,0,0,0,6.6,0,1.1,2.7,0,0,1.6,0.3,19.5,15.1,40.5,21.1,82.7,66.8,0.3,9.3,0,20.5
1972,27.7,0,8.2,345.5,1.6,186,0,0,362.2,2.5,4.9,43.6,0,28.2,0,2.7,0,0,13.2,0,0,191,0,27.1,0,0,9.6,0,0,0,0,0,0,0,0,0,6.3,0,0.8,2.5,0,0,1.4,0.3,19.7,9.6,37.3,21.6,85.2,63.8,0.3,9,0,21.1
1973,28.8,0,8.8,307.1,1.1,192.1,0,0,346.6,2.5,4.9,23.3,0,25.2,0,2.2,0,0,18.9,0,0,164.7,0,25.2,0,0.3,11,0,0,0,0,0,0,0,0,0,5.8,0,1.4,3.8,0,0,4.9,0.3,20.3,13.7,32.1,23.3,86.6,71.8,0,10.1,0,22.7
1974,26.3,0,3.6,299.5,0.5,192.9,0,0,336.7,2.2,4.7,36.7,0,19.2,0,2.5,0,0,20.3,0,0,167.4,0,26,0,0.3,10.7,0,0,0,0,0,0,0,0,0,3.6,0,1.4,2.7,0,0,2.7,0.3,20.5,9.6,34.5,21.9,87.7,77.8,0,8.2,0,20.8
