"year","alcoholic-beverages_beverages_alcoholic","alcoholic-beverages_beverages_fermented","alcoholic-beverages_grapes","animal-products_animal_products","cereals_barley","cereals_cereals_other","cereals_maize","cereals_millets","cereals_oats","cereals_rice","cereals_rye","cereals_sorghum","cereals_wheat","fruits_apples","fruits_bananas_and_plantains","fruits_citrus_other","fruits_dates","fruits_fruits_other","fruits_grapefruit","fruits_lemons_and_limes","fruits_oranges_and_mandarines","fruits_pineapples","miscellaneous_miscellaneous","oilcrops_coconuts","oilcrops_cottonseed_oil","oilcrops_groundnut","oilcrops_oilcrops_other","oilcrops_olives","oilcrops_palm_oil","oilcrops_rape_and_mustard","oilcrops_sesame","oilcrops_soybean","oilcrops_sunflower","oilcrops_treenuts","pulses_beans","pulses_peas","pulses_pulses_other","spices_cloves","spices_pepper","spices_pimento","spices_spices_other","starchy-roots_cassava","starchy-roots_potatoes","starchy-roots_roots_other","starchy-roots_sweet_potatoes","starchy-roots_yams","stimulants_cocoa_beans","stimulants_coffee","stimulants_tea","sugarcrops_sugar","sugarcrops_sweeteners_other","vegetables_onions","vegetables_tomatoes","vegetables_vegetables_other,"
1961,0.5,0,0.3,192.1,9.3,0,0,0,0,33.4,0,0,130.1,0,123.3,0,0,37.3,0,0,0,0,0,431.2,0,0,0,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,0,446.8,0,0,0,0,1.9,56.7,0,0,0,"173.7,"
1962,0.8,0,0.3,207.4,7.7,0,0,0,0,31.2,0,0,127.9,0,123,0,0,36.7,0,0,0,0,0,426.6,0,0,0,0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,434.2,0,0,0,0,1.6,77.8,0,0,0,"182.2,"
1963,0.8,0,0.3,207.7,11.5,0,0,0,0,38.9,0,0,153.7,0,129.3,0,0,38.4,0,0,0,0,0,414.5,0,0,0,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,0,422.2,0,0,0,0,1.6,63.8,0,0,0,"185.8,"
1964,0.8,0,0.5,230.4,14.8,0,0,0,0,24.9,0,0,190.7,0,133.4,0,0,38.4,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,399.5,0,0,0,0,1.4,58.9,0,0,0,"187.7,"
1965,0.5,0,1.1,236.2,14.5,0,0,0,0,64.4,0,0,128.5,0,137.3,0,0,39.2,0,0,0,0,0,407.9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,385.2,0,0,0,0,1.9,67.7,0,0,0,"189.9,"
1966,0.3,0,0.3,227.1,22.7,0,0,0,0,83.8,0,0,145.5,0,143.3,0,0,34.8,0,0,0,0,0,403.3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,398.6,0,0,0,0,1.1,65.2,0,0,0,"178.6,"
1967,0.8,0,0.3,234.8,21.4,0,0,0,0,91,0,0,140,0,144.4,0,0,37,0,0,0,0,0,399.5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,424.9,0,0,0,0,1.6,79.2,0,0,0,"182.2,"
1968,1.4,0,0.5,238.9,20.5,0,0,0,0,58.6,0,0,150.7,0,144.1,0,0,40.3,0,0,0,0,0,387.1,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,452.1,0,0,0,0,1.9,86.8,0,0,0,"178.1,"
1969,0.3,0,0.3,248.8,21.1,0,0,0,0,54,0,0,146,0,143.6,0,0,36.4,0,0,0,0,0,384.9,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,450.4,0,0,0,0.5,1.6,95.1,0,0,0,"179.5,"
1970,1.1,0,0.5,251.5,24.1,0,0,0,0,43,0,0,190.7,0,145.5,0,0,36.4,0,0,0,0,0,382.7,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,448.8,0,0,0,0.5,2.2,93.2,4.1,0,0,"178.9,"
1971,0.8,0,0.8,258.6,25.2,0,0,0,0,78.9,0,0,167.1,0,144.9,0,0,36.7,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0,0,0,477,0,0,0,0.8,2.2,85.2,1.6,0,0,"180.3,"
1972,1.1,0,0.8,262.2,34,0,0,0,0,83,0,0,163,0,146.8,0,0,43.3,0,0,0,0,0,378.1,0,0,0,0,0,0,0,0,0,7.9,0,0,0,0,0,0,0,0,0,475.1,0,0,0,1.1,2.2,92.1,3.8,0,0,"185.5,"
1973,1.6,0,1.4,275.1,25.2,0.5,0,0,0,114.2,0,0,158.4,0,148.8,0,0,43.6,0,0,0,0,0,376.4,0,0,2.7,0,0,0,0,0,0,8.5,0,0,0.5,0,0,0,1.1,0,0,484.4,0,0,0.8,0.8,1.6,67.4,8.2,0,0,"201.1,"
1974,1.1,0,0.8,275.6,56.2,0.3,0,0,0,118.1,0,0,134.5,0,150.4,0,0,41.1,0,0,0,0,0,374,0,0,2.7,0,0,0,0,0,0,7.9,0,0,1.1,0,0,0,0.3,0,0,490.4,0,0,0.5,1.1,1.6,42.7,36.7,0,0,"182.5,"
1975,1.1,0,0.8,270.1,28.8,13.4,0,0,0,78.9,0,0,157.8,0,155.3,0,0,47.7,0,0,0,0,0,380,0,0,4.7,0,0,0,0,0,0,8.2,0,0,0.8,0,0,0,0.3,0,2.5,511.8,0,0,0.5,1.1,3.8,71,32.6,0,0,"184.1,"
1976,1.1,0,0.8,276.7,27.7,26.3,0,0,0,106.6,0,0,126.3,0,153.7,0,0,42.2,0,0,0,0,0,373.2,0,0,5.8,0,0,0,0,0,0,7.9,0,0,0.3,0,0,0,0,0,2.5,491,0,0,0,1.1,1.4,48.5,4.7,0,0,"183.8,"
1977,1.4,0,2.2,278.6,28.2,26,0,0,0,97.5,0,0,106,0,155.3,0,0,40,0,0,0,0,0,381.4,0,0,2.5,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0.3,0,1.9,475.9,0,0,0,0.8,1.9,63.3,4.7,0,0,"180,"
1978,0.8,0,0.8,281.6,38.9,32.6,0,0,0,106.3,0,0,106.8,0,156.7,0,0,38.1,0,0,0,0,0,375.6,0,0,3.6,0,0,0,0,0,0,7.7,0,0,0.3,0,0,0,0,0,2.2,461.6,0,0,0,0.8,1.6,76.2,4.1,0,0,"181.9,"
1979,1.4,0,0.8,290.4,35.3,3.8,0,0,0,120.8,0,0,136.7,0,158.1,0,0,40.5,0,0,0,0,0,369.6,0,0,4.7,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0.3,0,3,447.9,0,0,0.3,1.6,2.2,101.1,4.7,0,0,"182.7,"
1980,0.8,0,0.5,288.8,33.7,2.5,0,0,0,35.3,0,0,283,0,156.7,0,0,41.4,0,0,0,0,0,363.8,0,0,3.3,0,0,0,0,0,0,7.7,0,0,0.5,0,0,0,0.3,0,3.6,397.8,0,0,0,0.8,2.2,84.4,6.8,0,0,"181.1,"
1981,0.8,0,0.8,299.5,24.1,0,0,0,0,123.8,0,0,153.2,0,155.9,0,0,40.5,0,0,0,0,0,364.9,0,0,3,0,0,0,0,0,0,7.4,0,0,0.3,0,0,0,0.3,0,1.6,385.5,0,0,0,0.3,2.2,81.6,2.7,0,0,"179.5,"
1982,0.5,0,0.3,286.6,21.6,0,0,0,0,122.5,0,0,143.3,0,152.6,0,0,40.3,0,0,0,0,0,352.1,0,0,3.6,0,0,0,0,0,0,7.1,0,0,0.3,0,0,0,0.3,0,2.2,403.8,0,0,0.3,0.5,1.9,92.1,1.9,0,0,"176.7,"
1983,0.5,0,0.5,273.2,17,0,0,0,0,120.3,0,0,141.6,0,152.1,0,0,38.4,0,0,0,0,0,358.9,0,0,3.3,0,0,0,0,0,0,6.8,0,0,0.3,0,0,0,0.3,0,1.6,396.4,0,0,0,0.5,1.4,71,1.9,0,0,"177,"
1984,0.5,0,0.5,274.8,13.7,0,0,0,0,98.6,0,0,141.1,0,148.8,0,0,39.7,0,0,0,0,0,361.6,0,0,4.1,0,0,0,0,0,0,6.6,0,0,0.3,0,0,0,0.3,0,1.9,383,0,0,0,0.5,2.5,66.3,1.9,0,0,"172.6,"
1985,0.3,0,0.5,274.2,13.2,0,0,0,0,103.3,0,0,139.7,0,146,0,0,40.5,0,0,0,0,0,343.3,0,0,3.3,0,0,0,0,0,0,6.3,0,0,0.3,0,0,0,0,0,1.6,363,0,0,0,0.3,1.4,86,1.1,0,0,"168.5,"
