"year","alcoholic-beverages_beverages_alcoholic","alcoholic-beverages_beverages_fermented","alcoholic-beverages_grapes","animal-products_animal_products","cereals_barley","cereals_cereals_other","cereals_maize","cereals_millets","cereals_oats","cereals_rice","cereals_rye","cereals_sorghum","cereals_wheat","fruits_apples","fruits_bananas_and_plantains","fruits_citrus_other","fruits_dates","fruits_fruits_other","fruits_grapefruit","fruits_lemons_and_limes","fruits_oranges_and_mandarines","fruits_pineapples","miscellaneous_miscellaneous","oilcrops_coconuts","oilcrops_cottonseed_oil","oilcrops_groundnut","oilcrops_oilcrops_other","oilcrops_olives","oilcrops_palm_oil","oilcrops_rape_and_mustard","oilcrops_sesame","oilcrops_soybean","oilcrops_sunflower","oilcrops_treenuts","pulses_beans","pulses_peas","pulses_pulses_other","spices_cloves","spices_pepper","spices_pimento","spices_spices_other","starchy-roots_cassava","starchy-roots_potatoes","starchy-roots_roots_other","starchy-roots_sweet_potatoes","starchy-roots_yams","stimulants_cocoa_beans","stimulants_coffee","stimulants_tea","sugarcrops_sugar","sugarcrops_sweeteners_other","vegetables_onions","vegetables_tomatoes","vegetables_vegetables_other,"
1961,13.7,0,0,329,6.3,0,176.2,0,0,37,0,28.8,34.2,0,105.5,0,0,16.4,0,0,35.6,24.7,0,1.6,3.8,0,0,0,0,0,0,0,0,0,52.1,0,0,0,0,0,0,15.3,2.7,0.3,0,0,0.5,0.5,0,95.3,0,4.7,16.2,"12.9,"
1962,13.2,0,0,330.4,10.1,0,181.4,0,0,32.9,0,27.4,34.8,0,95.9,0,0,17,0,0,36.7,24.7,0,1.9,5.5,0,0.3,0,0,0,0.3,0.3,0,0,47.9,0,0,0,0,0,0,15.3,3.6,0.3,0,0,0.5,1.6,0,104.4,0.3,5.2,16.2,"13.4,"
1963,12.9,0,0.3,351.2,9.6,0,183,0,0,33.4,0,24.4,35.1,0,100.8,0,0,19.7,0,0,37.5,24.7,0,1.6,4.9,0,0,0,0,0,0,0.3,0,0,44.1,0,0,0,0,0,0,15.6,3.3,0.3,0,0,0.5,1.6,0,107.1,0.3,4.9,15.6,"14,"
1964,12.6,0,0.3,339.5,14,0,186.3,0,0,46.3,0,26,35.6,0,91.8,0,0,24.4,0,0,38.4,24.7,0,1.6,5.2,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,16.2,3.3,0.3,0,0,0.5,2.7,0,102.7,0.3,5.2,15.6,"14.5,"
1965,11.2,0,0.3,338.6,18.4,0,182.2,0,0,47.9,0,24.7,45.8,0,70.4,0,0,24.9,0,0,39.7,22.2,0,1.6,5.8,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,16.7,6,0.3,0,0,0.8,3.3,0,94.2,0,4.9,15.1,"14.8,"
1966,12.1,0,0.5,355.6,16.2,0,195.3,0,0,48.8,0,25.2,40,0,67.7,0,0,27.9,0,0,39.7,22.2,0,2.2,4.1,0,0,0,0,0,0,0.8,0,0,51.5,0,0,0,0,0,0,16.7,6.3,0.5,0,0,0.5,6.3,0,86.6,0.3,4.9,15.3,"15.6,"
1967,12.3,0,0,349.9,17.8,0,192.9,0,1.4,57.8,0,26.8,40.3,0,74.8,0,0,27.1,0,0,41.1,22.7,0,1.6,3.6,0,0,0,0,0,0,1.1,0,0,54,0,0,0,0,0,0,17.5,7.4,0.5,0,0,0.8,6.6,0,84.4,0.3,5.5,14.8,"15.6,"
1968,12.3,0,0.3,376.2,19.2,0,198.4,0,0.8,54.8,0,24.9,41.4,0,75.3,0,0,27.9,0,0,41.4,24.7,0,1.6,3.6,0,0,0,0,0,0,0,0,0,54.5,0,0,0,0,0,0,17.8,6,0.5,0,0,0.8,6.3,0,95.6,0.3,5.5,15.6,"16.2,"
1969,12.3,0,0.3,377.8,15.3,0,187.9,0,0.8,55.9,0,27.4,40.8,0,91.2,0,0,24.1,0,0,42.7,23,0,1.4,3.3,0,0,0,0,0,0,0,0,0,55.6,0,0,0,0,0,0,17.8,5.5,0.3,0,0,0.8,6.8,0,84.7,0.3,5.8,15.1,"15.6,"
1970,12.3,0,0.3,386,16.2,0,188.5,0,0.5,46.6,0,28.8,39.7,0.3,103.3,0,0,11.5,0,0,44.1,23,0,1.6,3.8,0,0.3,0,0,0,0,0.3,0,0,54.2,0,0,0,0,0,0,17.5,5.2,0.3,0,0,0.5,6.8,0,84.1,0,5.8,17,"14.8,"
