"year","alcoholic-beverages_beverages_alcoholic","alcoholic-beverages_beverages_fermented","alcoholic-beverages_grapes","animal-products_animal_products","cereals_barley","cereals_cereals_other","cereals_maize","cereals_millets","cereals_oats","cereals_rice","cereals_rye","cereals_sorghum","cereals_wheat","fruits_apples","fruits_bananas_and_plantains","fruits_citrus_other","fruits_dates","fruits_fruits_other","fruits_grapefruit","fruits_lemons_and_limes","fruits_oranges_and_mandarines","fruits_pineapples","miscellaneous_miscellaneous","oilcrops_coconuts","oilcrops_cottonseed_oil","oilcrops_groundnut","oilcrops_oilcrops_other","oilcrops_olives","oilcrops_palm_oil","oilcrops_rape_and_mustard","oilcrops_sesame","oilcrops_soybean","oilcrops_sunflower","oilcrops_treenuts","pulses_beans","pulses_peas","pulses_pulses_other","spices_cloves","spices_pepper","spices_pimento","spices_spices_other","starchy-roots_cassava","starchy-roots_potatoes","starchy-roots_roots_other","starchy-roots_sweet_potatoes","starchy-roots_yams","stimulants_cocoa_beans","stimulants_coffee","stimulants_tea","sugarcrops_sugar","sugarcrops_sweeteners_other","vegetables_onions","vegetables_tomatoes","vegetables_vegetables_other,"
1961,3.8,0,252.9,290.1,23.3,0.8,0,0,4.4,15.3,0,0,315.3,6.6,6,7.1,0.5,33.4,5.5,27.7,30.1,0,0,1.1,0,13.2,3.8,32.9,0,1.9,2.2,5.8,13.2,14.8,6.6,0,21.9,0,0,0,0.5,0,126.3,13.7,0,0,0.8,5.5,0.5,58.6,2.5,12.9,38.4,"178.1,"
1962,3.8,0,231.2,293.2,25.5,9.6,0,0,7.7,16.2,0,0,312.6,8.8,11.5,7.1,0.3,35.1,4.4,7.1,27.1,0,0,0.5,0,13.2,4.7,15.9,0,4.4,2.5,2.2,3.8,14.8,6.8,0,31.2,0,0,0,0.5,0,125.8,13.2,0,0,0.8,4.4,0.3,59.7,2.2,9.9,41.9,"195.6,"
1963,3.8,0,68.2,328.8,26,6.6,0,0,7.9,18.1,0,0,316.7,8.8,10.7,7.1,0.3,36.2,14.5,14.2,35.3,0,0,1.4,0,17.5,4.9,22.7,0,4.1,2.5,0.8,0.5,15.9,3.8,0,27.4,0,0,0,0.3,0,134.8,21.6,0,0,0.8,7.4,0.3,60.5,2.7,9,70.7,"224.4,"
1964,3.8,0,272.1,337,27.9,4.4,0,0,3,10.4,0,0,330.4,15.1,6,7.1,0.5,32.3,16.4,9.3,31,0,0,0.5,0,13.4,4.9,17.3,0,2.5,2.5,5.8,6.3,13.7,6.6,0,30.4,0,0,0.3,0.3,0,140.8,24.9,0,0,0.8,4.4,0.3,64.1,2.7,6.3,62.7,"209,"
1965,4.1,0,273.7,381.9,34.5,1.4,0,0,6,14.2,0,0,319.7,29.9,8.2,7.1,0.8,25.8,18.1,14.2,47.7,0,0,2.2,0,10.7,5.5,27.9,0,5.8,3.3,4.7,9.6,18.1,7.9,0,17,0,0,0,0.3,0,144.7,62.7,0,0,0.8,2.7,0.3,72.6,2.5,11,66.6,"263,"
1966,4.4,0,309.3,407.9,33.2,20.3,0,0,3.6,12.6,0,0,322.2,34.5,8.2,7.1,0.8,35.6,27.1,18.4,51.5,0,0,1.6,0,9.9,5.5,14.2,0,7.7,3.3,3,6,14.5,4.9,0,12.1,0,0,0,0.3,0,152.1,70.1,0,0,1.1,6.3,0.3,75.1,2.7,14.5,74.5,"246.8,"
1967,4.4,0,300.8,451,35.3,14.2,0,0,4.9,16.4,0,0,318.4,45.8,7.9,7.1,0.8,45.2,16.2,11.5,66.8,0,0,1.1,0,9.9,6,18.6,0,3.8,3,0.8,17.5,19.2,4.4,0,24.9,0,0,0,0.8,0,151.2,63.8,0,0,0.8,6,0.3,76.7,1.6,11,77.8,"276.2,"
1968,4.4,0,388.2,501.6,34.5,1.6,0,0,4.7,11.5,0,0,335.1,35.9,8.2,6.8,1.1,44.7,37.5,11,66.3,0,0,0.5,0,7.9,5.5,26,0,3.3,3.3,0.5,17.8,21.4,3.8,0,15.3,0,0,0,0.3,0,134.2,51.5,0,0,1.1,6,0.3,77.5,5.8,11,80.8,"281.1,"
1969,4.1,0,500,536.2,42.7,5.2,0,0,5.2,15.3,0,0,395.3,33.4,11.8,6.8,0,36.7,33.7,25.5,38.6,0,0,0.8,0,6.3,5.8,42.2,0,4.1,3.3,1.6,20.3,21.9,4.4,0,19.7,0,0,0,0.5,0,135.6,25.5,0,0,1.4,7.7,0.8,79.7,2.7,8.8,87.9,"260.8,"
1970,4.1,0,465.2,540.5,44.4,3,0,0,3,13.7,0,0,335.6,32.6,9.9,5.5,0.5,51.5,37.3,23,57,0,0,0.3,0,6,4.9,19.7,0,4.1,3,6.3,15.6,21.1,3,0.5,10.4,0,0,0,0.3,0,134.8,17,0,0,1.1,5.8,0.5,81.1,1.4,12.3,90.4,"255.9,"
