"year","alcoholic-beverages_beverages_alcoholic","alcoholic-beverages_beverages_fermented","alcoholic-beverages_grapes","animal-products_animal_products","cereals_barley","cereals_cereals_other","cereals_maize","cereals_millets","cereals_oats","cereals_rice","cereals_rye","cereals_sorghum","cereals_wheat","fruits_apples","fruits_bananas_and_plantains","fruits_citrus_other","fruits_dates","fruits_fruits_other","fruits_grapefruit","fruits_lemons_and_limes","fruits_oranges_and_mandarines","fruits_pineapples","miscellaneous_miscellaneous","oilcrops_coconuts","oilcrops_cottonseed_oil","oilcrops_groundnut","oilcrops_oilcrops_other","oilcrops_olives","oilcrops_palm_oil","oilcrops_rape_and_mustard","oilcrops_sesame","oilcrops_soybean","oilcrops_sunflower","oilcrops_treenuts","pulses_beans","pulses_peas","pulses_pulses_other","spices_cloves","spices_pepper","spices_pimento","spices_spices_other","starchy-roots_cassava","starchy-roots_potatoes","starchy-roots_roots_other","starchy-roots_sweet_potatoes","starchy-roots_yams","stimulants_cocoa_beans","stimulants_coffee","stimulants_tea","sugarcrops_sugar","sugarcrops_sweeteners_other","vegetables_onions","vegetables_tomatoes","vegetables_vegetables_other"
1961,33.4,0,201.1,400.5,12.9,0,101.9,1.6,0,34.2,26.6,0,172.9,19.2,9.9,0,0,119.7,0.3,2.7,40.8,0.3,0,0.5,0,6.3,0,24.1,0.5,0,0.3,0,0,26.6,15.3,0,3.6,0,0,0,0,0,242.2,0,3,0.3,0.5,3.8,0,51,0,24.1,34.2,201.1
1962,25.5,0,201.1,405.2,11.5,0,103.3,1.9,0,33.7,38.9,0,210.4,15.9,8.2,0,0,109,0.5,3.8,46.8,0.3,0,0.5,0,4.9,0,24.4,1.6,0,0,0,0,29.9,11.2,0,3.8,0,0,0,0,0,241.1,0,3,0.3,0.5,3.8,0,50.4,0,20,50.7,189.3
1963,38.6,0,253.2,411.5,11.2,0,102.2,1.9,0,34,54.2,0,196.2,25.2,9,0,0,129.6,0.5,2.7,30.7,0.3,0,0.5,0,4.7,0,24.4,2.5,0,0.5,0,0,20.8,13.7,0,6,0,0,0,0,0,254,0,3.3,0.5,0.5,4.1,0.3,48.5,0,26.3,44.4,211.2
1964,37.3,0,172.9,426,14.8,0,81.4,2.2,0,33.7,38.4,0,185.5,23.3,10.4,0,0,129.6,0.5,2.7,43.6,0.3,0,1.6,0,4.4,0.3,25.2,1.9,0,0.5,0,0,28.2,15.6,0,4.4,0,0,0,0,0,274.8,0,3.6,0.5,0.5,3.3,0.3,49,0,21.1,66.3,218.4
1965,39.2,0,184.9,432.6,15.1,0,71.5,1.6,0,34.5,51.8,0,232.1,26.6,11.2,0,0,131,0.5,3.8,46.3,0.5,0,2.2,0,21.6,0.5,24.4,1.9,0,0.8,0,0,16.7,11,0,1.6,0,0,0,0,0,267.7,0,4.1,0.5,0.8,4.1,0.3,49.9,0,22.2,92.1,214.5
1966,39.2,0,261.6,433.4,19.5,0.5,81.1,2.2,0,37.3,24.9,0,200.5,23.8,11.8,0,0,65.5,0.5,3.6,40.3,0.5,0,2.2,0,14.8,0,26.6,2.7,0,0.5,0,0,29.6,16.7,0,6,0,0,0,0,0,263.8,0,4.4,0.5,0.8,3.8,0,57.8,0,14,93.4,240
1967,34,0,275.1,494,21.9,0,76.2,2.5,0.3,36.2,48.2,0,209.9,25.5,12.6,0,0,81.1,1.4,3.3,39.5,0.8,0,1.4,0,18.9,0,24.7,3.3,0,0.5,0,0,29.6,15.9,0,7.7,0,0,0,0,0,309.9,0,4.7,0.8,0.8,4.4,0.3,58.9,0,23.8,91.2,244.4
1968,34.2,0,283.8,455.6,25.5,0,75.3,2.7,0,35.3,54.2,0,231.2,20,12.6,0,0,62.2,1.1,2.2,30.1,0.8,0,2.7,0,15.9,0.5,25.5,2.2,0,0.5,0.3,0,23.8,14.8,0,5.8,0,0,0,0,0,293.2,0,4.4,0.5,0.8,4.9,0.3,65.8,0,17,74.8,272.3
1969,36.4,0,306.6,497.8,28.8,2.5,76.2,2.7,0.3,37.5,44.4,0,224.9,23.6,16.4,0,0,55.9,1.1,2.2,35.9,0.5,0,0.8,0,17.3,0,24.9,4.9,0,0.8,0.3,0,26,16.2,0,4.7,0,0,0,0,0,300.3,0,4.4,0.5,0.8,5.8,0.3,72.6,0,18.1,123.6,261.1
1970,28.2,0,243.6,504.7,38.9,0.3,77.8,1.6,0,39.2,40.8,0,230.4,25.2,19.5,0,0,74.8,1.4,2.2,33.7,0.5,0,1.1,0,11.8,0.8,24.1,5.2,0,0.3,1.4,0,32.3,15.9,0.3,5.5,0,0,0,0,0,297.8,0,4.4,0.5,0.8,5.2,0.3,73.4,0,23,62.7,270.4
