year,alcoholic_beverages_beverages_alcoholic,alcoholic_beverages_beverages_fermented,alcoholic_beverages_grapes,animal_products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy_roots_cassava,starchy_roots_potatoes,starchy_roots_roots_other,starchy_roots_sweet_potatoes,starchy_roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,34.8,0,0,72.1,0.3,0.3,126,0,0,22.5,0,93.2,17,0,140.5,0,0,136.4,4.7,6.3,17.8,0.3,0,11.5,0.5,0.8,0,0.3,0,0,0.3,2.7,0,0,21.9,0,17.8,0,0.3,0,0,77,1.1,7.9,100,44.4,1.4,6.8,0,162.2,0,1.4,0.5,103.6
1962,34.5,0,0,69.6,0.3,0,123.8,0,0,24.1,0,91.2,26.3,0,138.1,0,0,139.7,4.7,6.3,17.5,0.3,0,11.8,0.3,0.8,0.3,0.3,0,0,0.3,3,0,0,21.9,0,18.1,0,0.3,0,0,75.6,1.6,7.4,103.6,43.6,1.4,6.8,0,165.5,0,1.4,0.5,103.8
1963,34.5,0,0,69.6,0.3,0.3,121.4,0,0,25.2,0,89.3,27.9,0,138.6,0,0,143,4.7,6.3,17.5,0.3,0,11.5,0.3,0.8,0,0,0,0,0.3,3,0,0,22.5,0,18.4,0,0,0,0,78.6,2.2,7.7,106.8,44.4,1.4,6.3,0,164.7,0,1.4,1.1,104.7
1964,28.5,0,0,77,0,0.5,121.6,0,0,26.3,0,88.2,5.5,0,139.2,0,0,146.6,4.7,6.3,17.5,0.5,0,11.8,0.3,0.8,0,0.3,0,0,0.3,3,0,0,22.5,0,18.6,0,0,0,0,77.3,2.7,7.7,109.9,44.4,1.1,6.3,0,168.2,0,1.4,1.4,106.3
1965,29,0,0,67.1,0.3,0.5,118.6,0,0,27.4,0,87.1,32.6,0,138.6,0,0,147.1,4.7,6,17.5,0.5,0,11.5,0.3,0.8,0.3,0,0,0,0.3,3.6,0,0,21.9,0,19.2,0,0,0,0,80.3,3.3,7.7,112.9,45.2,1.6,7.1,0,167.1,0,1.4,1.6,107.7
1966,27.9,0,0,66.3,0,0.5,115.9,0,0,28.2,0,85.5,28.2,0,138.9,0,0,149,4.7,6,17.8,0.5,0,11,0.3,0.8,0.3,0,0,0,0.3,3.6,0,0,21.6,0,20,0,0,0,0,78.6,3.3,8.8,115.6,45.2,1.1,6.8,0,165.8,0,1.4,1.1,109.3
1967,24.4,0,0,68.5,0,0.5,114.8,0,0,28.2,0,83.8,27.4,0,141.4,0,0,150.7,4.7,6,17.8,0.5,0,11.2,0.3,0.8,0.3,0.3,0,0,0.3,3.3,0,0,21.9,0,19.7,0,0,0,0,81.4,3.3,9.6,118.4,44.4,2.2,7.1,0,166.6,0,1.4,1.1,110.1
1968,25.5,0,0,71,0.3,0.3,109.6,0,0,27.7,0,82.2,24.1,0,144.7,0,0,152.9,4.7,6,17.8,0.5,0,11.2,0,0.8,0,0.3,0,0,0.3,3.6,0,0,18.1,0,20.5,0,0,0,0,79.7,3.3,10.1,125.8,43.6,1.4,7.1,0,168.5,0,1.4,1.4,110.7
1969,26,0,0,71,0.3,0.3,110.4,0,0,29.3,0,80,23.3,0,145.8,0,0,154.8,4.7,6,18.1,0.5,0,11.5,0,0.8,0,0.3,0,0,0.3,4.4,0,0,19.7,0,21.1,0,0,0,0,81.9,3.6,11,118.4,42.7,1.1,6.3,0,168.8,0,1.4,1.4,111.5
1970,26.8,0,0,72.1,0.3,0.3,108.5,0,0,27.7,0,78.1,23.8,0,146.3,0,0,157.8,4.7,5.8,18.1,0.5,0,11.5,0,0.8,0,0,0,0,0.5,4.7,0,0,19.5,0,21.9,0,0,0,0,83.3,3.3,12.1,120.8,43.6,1.4,7.1,0,170.7,0,1.4,1.4,112.9
